"id","memberID","img","groupID","selection_class","agenttype1","agenttype2","gender","last_name","first_name","other_name","birthday","birth_location","birth_location_map","deathday","death_location","workplace","knows","shortbio","data_evaluation","authority_record","authority_organization"
"234","HiB1807","","","1","Person","Sample","male","Hirzel","Bernhard","","01/01/1807 00:00","Pfäffikon (ZH)","","01/01/1847 00:00","Paris, France","Enge, Zürich, Switzerland","","Pfarrer, Theologe, Orientalist","","776315",""
"235","HiCM1793","","","1","Person","Contemporary","male","Hirzel","Conrad Melchior","","01/01/1793 00:00","Zürich","","01/01/1843 00:00","","","","Bürgermeister   , Onkel von Bernhard Hirzel","","",""
"236","HiHC1751","","","1","Person","Historical","male","Hirzel","Hans Caspar","","01/01/1751 00:00","","","01/01/1817 00:00","","","","Stadtarzt","","",""
"237","HiHC1798","","","2","Person","Historical","male","Hirzel","Hans Caspar","","01/01/1798 00:00","","","01/01/1866 00:00","","","","Professor of Philosophy in the Carolinum. 1866 suicide, possibly because of bankrupcy.","","81755492",""
"238","HiJC1749","","","2","Person","Historical","male","Hirzel","Johannes","","01/01/1749 00:00","","","01/01/1813 00:00","","","","Grossvater Bernhards","","",""
"239","HiJ1803","","","2","Person","Contemporary","male","Hirzel","Johannes","","01/01/1803 00:00","","","01/01/1865 00:00","","","","Tuscher, Presser, Bruder von Bernhard","","",""
"240","HiL1801","","","2","Person","Contemporary","male","Hirzel","Ludwig","","01/01/1801 00:00","","","01/01/1841 00:00","","","","Professor Prof. Theologie","","",""
"241","HiS1719","","","1","Person","Historical","male","Hirzel","Salomon","","01/01/1719 00:00","","","01/01/1791 00:00","","","","Oberst","","",""
"242","HiS1727","","","1","Person","Historical","male","Hirzel","Salomon","","01/01/1727 00:00","","","01/01/1818 00:00","","","","","","",""
"243","HiS1762","","","1","Person","Historical","male","Hirzel","Salomon","","01/01/1762 00:00","","","01/01/1833 00:00","","","","Offizier in französischen Diensten","","",""
"244","HiS1790","","","2","Person","Contemporary","male","Hirzel","Salomon","","01/01/1790 00:00","","","01/01/1844 00:00","","","","Oberstartillerieinspektor; coronel (Oberst) during Züriputsch. ","","80570408",""
"245","HiS1804","","","1","Person","Contemporary","male","Hirzel","Salomon","","01/01/1804 00:00","","","01/01/1877 00:00","","","","Verlagsbuchhändler in Leibzig","","",""
"246","HiH1766","","","1","Person","Historical","male","Hirzel ","Heinrich","","01/01/1766 00:00","","","01/01/1840 00:00","","","","Theologieprofessor","","",""
"247","HiA1801*","","","2","Person","Contemporary","female","Hirzel-Bürkli","Anna Margaretha","","","","","01/01/1816 00:00","na","na","","Schwester von Bernhard","","na",""
"248","HiJ1776","","","2","Person","Historical","male","Hirzel-Bürkli","Johannes","","01/01/1776 00:00","","","01/01/1884 00:00","","","","Tuchhändler, Vater von Bernhard","","",""
"249","HiM1778","","","2","Person","Historical","female","Hirzel-Bürkli","Margaretha","","01/01/1778 00:00","","","01/01/1851 00:00","na","na","","Mutter von Bernhard","","na",""
"250","HiHC1800","","","1","Person","Contemporary","male","Hirzel-Escher","Hans Caspar","","01/01/1800 00:00","","","01/01/1883 00:00","","","","","","",""
"251","HiJC1792","","","2","Person","Contemporary","male","Hirzel-Escher","Johann Caspar","","01/01/1792 00:00","","","01/01/1851 00:00","","","","Regierungsrat","","",""
"252","HoJ1820","","","1","Person","Contemporary","male","Hofmann","Johannes","","01/01/1820 00:00","Kloten","","","","","","Tischler-Lehrling in Zürich","","",""
"253","HoA1758","","","3","Person","Historiographer","female","Holst","Amalia","","01/01/1758 00:00","","","01/01/1829 00:00","na","na","","She was a German writer, intellectual, and feminist. Her work examined traditional pedagogy and challenged Enlightenment writers such as Jean-Jacques Rousseau. She is often called the German counterpart to Mary Wollstonecraft (Wikipedia).","","na",""
"254","HoE1839","","","2","Person","Historical","female","Honegger","Elise","","01/01/1839 00:00","","","01/01/1912 00:00","Rotmonten, St. Gallen, Switzerland","Stäfa, Zürich, Switzerland","","corrector and co-editor of the ""Republican""","","295678702",""
"255","HoJJ1652","","","2","Person","Historical","male","Hottinger","Johann Jakob","","01/01/1652 00:00","","","01/01/1735 00:00","Zürich, Switzerland","Zürich, Switzerland","","","","D10680",""
"256","Ho1783","","","3","Person","Historiographer","male","Hottinger","","","01/01/1783 00:00","","","01/01/1860 00:00","Zürich, Switzerland","Zürich, Switzerland","","Professor of philology at the Carolinum in Zürich. Vizepräsident Erziehungsrat. since 1749 Schweizer Monatchronik – modern version of chronicle (Schweizerische monats-chronik, Volumes 13-14 (Google eBook), 1828) redigiert by Johann Jakob Hottinger","","19835905",""
"257","Ho0000","","","2","Person","Historical","male","Hotz","","","","","","","","","","","","na",""
"258","HuT1764","","","3","Person","Historiographer","female","Huber","Therese","","01/01/1764 00:00","","","01/01/1829 00:00","Augsburg","Heyne, Göttingen","","was a German author. She was one of the so-called Universitätsmamsellen, a group of five academically active women during the 18th-and 19th century, daughters of academics on Göttingen University, alongside Meta Forkel-Liebeskind, Caroline Schelling, Philippine Engelhard, and Dorothea Schlözer.","","29584708",""
"259","Hu0000","","","2","Person","Historical","male","Huber","","","","","","","","","","","","na",""
"260","HuR1864","","","3","Person","Historiographer","female","Huch","Riccarda","","01/01/1864 00:00","","","01/01/1947 00:00","na","na","","also pseudonym Richard Hugo - Der Bundesschwur. Lustspiel mit Benutzung der historischen Ereignisse in der schweizerischen Eidgenossenschaft vom Jahre 1798. Zürich 1890 [11] (veröffentlicht unter dem Namen Richard Hugo) - Die Hugenottin. Historische Novelle. In: Schweizerische Rundschau 1892; als Buch Bern 1932 - Die Neutralität der Eidgenossenschaft besonders der Orte Zürich und Bern während des spanischen Erbfolgekrieges. Diss. Zürich 1892 - Der große Krieg in Deutschland, historischer Roman. Bd. 1-3. Leipzig 1912-1914 (neu hg. als: Der Dreißigjährige Krieg, Leipzig 1929). - Jeremias Gotthelfs Weltanschauung. Vortrag. Bern 1917 - Alte und neue Götter (1848). Die Revolution des 19. Jahrhunderts in Deutschland. Berlin und Zürich 1930 (später als: 1848. Die Revolution des 19. Jahrhunderts in Deutschland. 1948) - Deutsche Geschichte. 1934-49 - Römisches Reich Deutscher Nation. Bd. 1. Berlin 1934 - Das Zeitalter der Glaubensspaltung. Bd. 2. Zürich 1937 - Untergang des Römischen Reiches Deutscher Nation. Bd. 3. Zürich 1949 - Frühling in der Schweiz. Autobiographische Darstellung. Zürich 1938 --> Swiss neutrality","","na",""
"261","HuD1711","","","2","Person","Historiographer","male","Hume","David","","01/01/1711 00:00","","","01/01/1777 00:00","","","","","","",""
"262","Hue 0000","","","2","Person","Historical","male","Hüni","","","","","","","","","","","","na",""
"263","Hüni0000","","","2","Person","Historical","male","Hüni","","","","","","","","","","","","na",""
"264","GrKxxxx","","","5","Person","Contemporary","male","Grob","Konrad  ","","","","","","","","","Grob found Siegwart-Müller interesting","","",""
"265","KrTxxxx","","","5","Person","Contemporary","female","Kravogel","Theresia","","","","","","","","","Siegwart-Müller hided in Kravogel's house from 23.12.1847-23.7.1848","","",""
"266","HueJJ1796","","","1","Person","Contemporary","male","Hürlimann-Landis","Johann Jakob","","01/01/1796 00:00","Richterswil","","01/01/1853 00:00","","","","Fabrikant","","",""
"267","IHoU1917","","","3","Person","Historiographer","male","Im Hof","Ulrich","","01/01/1917 00:00","","","01/01/2001 00:00","","","","Swiss historian","","",""
"268","IsI1728","","","3","Person","Historiographer","male","Iselin","Isaak","","01/01/1728 00:00","","","01/01/1782 00:00","","","","Schweizer Geschichtsphilosoph und Publizist","","",""
"269","IsJR1764","","","3","Person","Historiographer","male","Iselin","Johann Rudolf","","01/01/1764 00:00","","","01/01/1829 00:00","","","","first publication of Aegidius Tschudi’s Wilhelm Tell saga (1734/36)","","29584708",""
"270","IsB0000","","","2","Person","Undefined","male","Isler","Bernhard","","","","","","","","","Lieutenant in napoleonischen Diensten","","na",""
"271","JaFH1743","","","2","Person","Historical","male","Jacobi","Friedrich Heinrich","","01/01/1743 00:00","","","01/01/1819 00:00","","","","Idol der Radikalen","","",""
"272","JaJ1829","","","3","Person","Historiographer","male","Janssen","Johannes","","01/01/1829 00:00","","","01/01/1891 00:00","","","","Geschichte des Deutschen Volkes seit dem Ausgang des Mittelalters","","",""
"273","JoAH1779","","","2","Person","Contemporary","male","Jomini","Antoine-Henri","","01/01/1779 00:00","","","01/01/1869 00:00","Passy, Paris, France","Peyern, Switzerland","","","","95148526",""
"274","JoM0000","","","2","Person","Historical","male","Jorio","Marco","","","","","","","","","restaurativer Ultra in Luzern","","na",""
"275","JuJ1786","","","1","Person","Contemporary","male","Jucker","Jakob","","01/01/1786 00:00","Bauma (ZH)/Zürich","","01/01/1839 00:00","","","","sehr arm, arbeitet auf Hof des Vaters","","",""
"276","JuA0000","","","2","Person","Undefined","male","Jullien*","A.","","","","","","","","","","","na",""
"277","KaeW1901","","","3","Person","Historiographer","male","Kaegi","Werner","","01/01/1901 00:00","","","01/01/1979 00:00","","","","emphasized importance of the “Kleinstaat”, legends about Swiss origin and unity (Universität Basel, 2010) (Vgl. Werner Kaegi: Der Kleinstaat im europäischen  Denken (Juli 1938); Die Rheingrenze in der Geschichte Alemanniens (April 1940); Entstehung der Nationen (Mai/November 1940) erschienen im Sammelband: Historische Medidationen (Bd.I). Zürich 1942.)","","",""
"278","KaeJ1783","","","1","Person","Historical","male","Kägi","Jakob","","01/01/1783 00:00","Bauma (ZH)/Zürich","","01/01/1839 00:00","","","","Viehloser Bauer, Baumwollspinner, Kleinhändler, sehr arm","","",""
"279","KaeJJ0000","","","2","Person","Undefined","male","Kägi","Johann Jakob","","","Fälmis, Bauma (ZH)","","","","","","Gichteler (Neugläubiger)","","na",""
"280","KaeJ1816","","","1","Person","Contemporary","male","Kägi","Johannes","","01/01/1816 00:00","Bauma (ZH)/ ","","","","","","Blattmacher","","",""
"281","KaI1724","","","3","Person","Historiographer","male","Kant","Immanuel","","01/01/1724 00:00","wrote allgemeine Geschichte (1784)","","01/01/1804 00:00","Königsberg, Germany","Königsberg, Germany","","","","82088490",""
"282","KeA1805","","","2","Person","Historical","male","Keller","Augustin","","01/01/1805 00:00","","","01/01/1883 00:00","Lenzburg, Swizterland","Sarmenstorf, Switzerland","","antiklerikaler katholischer Grossrat im Aargau, hub die Klöster auf und verstösst dadurch gegen Bundesvertrag","","15564360 ",""
"283","KeF 0000","","","3","Person","Historiographer","male","Keller","Ferdinand","","","","","","","","","extension of history through into the megalithic period Pfahlbauer theory by Ferdinan Keller (F. Keller, 1854, 1858, 1860, 1861, 1863, 1866, 1876, 1879) – archeology (F. Keller, 1874) architecture (F. Keller, 1838, 1841, 1844b) as part of historiography – contacts with Islamic cultures (F. Keller, 1856) in Zürich – Helvetii pagan culture (F. Keller, 1844a, 1846, 1869)","","",""
"284","KeG1819","","","3","Person","Historiographer","male","Keller","Gottfried","","01/01/1819 00:00","","","01/01/1890 00:00","Zürich","Zürich","","Swiss poet. Historiographer. Wrote Der Landvogt von Greifensee",""," 102319551",""
"285","KeH1798","","","1","Person","Contemporary","male","Keller   ","Heinrich","","01/01/1798 00:00","Turbental","","","","","","unbekannt","","",""
"286","KeFL1799","","","1","Person","Contemporary","male","Keller vom Steinbock (Dr.)","Friedrich Ludwig","","01/01/1799 00:00","Zürich/Berlin","","01/01/1860 00:00","Berlin","Zürich, Switzerland","","","","39718875",""
"287","KeSpE1853","","","4","Person","Biographer","female","Kempin-Spyri","Emilie","","01/01/1853 00:00","","","01/01/1901 00:00","na","na","","","","na",""
"288","KlO1822","","","3","Person","Historiographer","male","Klopp","Onno","","01/01/1822 00:00","","","01/01/1903 00:00","","","","ultramontane, historiographer","","",""
"289","KnSB0000","","","3","Person","Historiographer","female","Knab","Susanna Barbara","","","","","","na","na","","","","na",""
"290","KoePxxxx","","","3","Person","Historiographer","male","König","Paul","","","","","","","","","","","",""
"291","KoJE1782","","","2","Person","Contemporary","male","Kopp","Josef Eutych","","01/01/1782 00:00","","","01/01/1851 00:00","","","","","","",""
"292","Ko0000","","","2","Person","Historical","male","Kopp","","","","","","","","","","","","na",""
"293","KoT1746","","","2","Person","Historical","male","Kosciusko","Tadeusz","","01/01/1746 00:00","Solothurn","","01/01/1817 00:00","Solothurn, Switzerland","Polish–Lithuanian Commonwealth","","Politischer Flüchtling aus Polen in Solothurn",""," 61554270",""
"294","KrK0000","","","1","Person","Undefined","male","Kramer","Karl ","","","Pfäffikon (ZH), aus Sachsen","","","","","","erster Sekundarlehrer in Pfäffikon","","",""
"295","Krauer0000","","","2","Person","Historical","male","Krauer","","","","","","","","","","","","na",""
"296","KrG1943","","","3","Person","Historiographer","male","Kreis","Georg","","01/01/1943 00:00","","","","","","","Swiss historian","","",""
"297","KrH1809","","","1","Person","Contemporary","male","Kreis","Heinrich","","01/01/1809 00:00","Wila/","","","","","","Taglöhner und Weber","","",""
"298","KueF0000","","","2","Person","Historical","male","Kündig","Felix","","","Altlandenberg","","","","","","Gichteler (Neugläubiger)","","",""
"299","KueJ0000","","","2","Person","Historical","male","Kündig","Jakob","","","Grüningen","","","","","","","","",""
"300","KuH1793","","","2","Person","Contemporary","male","Kunz","Heinrich","","01/01/1793 00:00","Oetwil am See","","01/01/1859 00:00","","","","der Europäische ""Spinnerkönig""","","",""
"301","KuG1890","","","2","Person","Historical","female","Kurz","Gertrud","","01/01/1890 00:00","","","","na","na","","","","na",""
"302","KuHRxxxx","","","3","Person","Historiographer","male","Kurz","Hans Rudolf","","","","","","","","","","","",""
"304","KueJ1820*","","","2","Person","Historical","female","Küstner","Johanna","Küstner-Fröbel","","Dresden","","01/01/1888 00:00","na","na","","","","25032888",""
"305","HaFC1754","","","2","Person","Contemporary","male","La Harpe","Frédéric-César, de","","01/01/1754 00:00","Rolle/Lausanne","","01/01/1838 00:00","","","","Politiker, Erzieher des Zaren Alexander I.","","",""
"306","LaRoS1730","","","3","Person","Historiographer","female","La Roche","Sophie, von","born Gutermann von Gutershofen","01/01/1730 00:00","","","01/01/1807 00:00","Offenbach am Main","Kaufbeuren","","Salonnière - Tagebuch einer Reise durch die Schweiz -  (Roche & Menges, 1787)- -Erinnerungen aus meiner dritten Schweizerreise (Roche, 1793)-  Journal einer Reise durch Frankreich (Roche, 1787) -Tagebuch einer Reise durch Holland und England(Roche, 1788) - Reise von Offenbach nach Weimar und Schönebeck (Roche, 1800) (Vahsen, 2000) – kann als „historisch [...] Quellensammlung gesehen werden (Loster-Schneider, 1995)(p. 293) – the selective education (gender oriented) (Goozé, 2007) (p. 23 ff) this is also the issue of Walle’s article – the problematic balance between giving the knowledge to grow an agreable social partner and the careful limitation of this knowledge in order to deter them to become intelectual competition (Walle, 1992) – importance of the reception of Rousseau in femal writers like La Roche (von Felden, 1997) – “Dilletantisums-Debate” 1800 and Trivialliteratur (von Felden, 1997) – the general aceptance of the Roussian view about women based on following: in their subjective interpretration women connect Rousseau with the concept of „Eigensinn“ and “Selbstbestimmung”, the identification of the virtue discourse (Tugendiskurs) with reason (to be rational is to be virtuous), he values sentiment bat also is dangerous because “Verführer zur Leidenschaft”, “Gefühl und Empfindsamkeit”, French sensualism, English moral-sense in relation with natural law as part of Enlightment motives – balance between heart and mind and self-perfection, the combination between personal strive for happiness and common good, temperance, but reject part of his literature as too passionate, his educational model is adopted, the specific distinction between male and female education is not reflected in the reception (except Ehrmann), goals to be virtous, self-confident and natural, rational and not to passionate but sensitive – reception is not unreflected","","36932939",""
"307","LRodRoMC1780*","","","2","Person","Contemporary","female","La Rochefoucauld de Roucy","Marie-Charlotte, de ","von Stein","","","","01/01/1797 00:00","na","na","","Abesse of Chateau-Chalon","","na",""
"308","LaJH1792","","","1","Person","Contemporary","male","Landolt","Johann Heinrich","","01/01/1792 00:00","","","01/01/1847 00:00","","","","","","",""
"309","LaJ 0000","","","2","Person","Undefined","male","Landolt","Johannes","","","","","","","","","Oberst","","na",""
"310","LaHJ1814","","","1","Person","Contemporary","male","Lattmann","Hans Jakob","","01/01/1814 00:00","Bauma (ZH)/Zürich","","01/01/1839 00:00","","","","arm","","",""
"311","Lavater1741","","","2","Person","Historical","male","Lavater","Johann Kaspar","","01/01/1741 00:00","","","01/01/1801 00:00","Zürich, Switzerland","Zürich, Switzerland","","Staatsschreiber",""," 27067242 ",""
"312","LeBRxxxx","","","2","Person","Historical","male","Lerber","Beat Rudolf, von","","","","","","","","","","","",""
"313","LeGE1729","","","3","Person","Historiographer","male","Lessing","Gotthold Ephraim","","01/01/1729 00:00","","","01/01/1781 00:00","Braunschweig, Germany","Kamenz, Germany","","Artikel der Vossischen Zeitung","","9849550",""
"314","Le  0000","","","2","Person","Historical","male","Lessing","","","","","","","","","","Spion, politischer Flüchtling","","na",""
"315","LeJ1800","","","2","Person","Historical","male","Leu","Josef","","01/01/1800 00:00","Ebersol","","01/01/1845 00:00","Unter-Ebersol, Luzern, Switzerland","Unter-Ebersol, Luzern, Switzerland","","Leader of the peasants in Sursee.","","6893863",""
"316","LeF1811","","","3","Person","Historiographer","female","Lewald","Fanny","","01/01/1811 00:00","","","01/01/1889 00:00","Dresden, Germany","Königsberg, Prussia","","DE –history as autobiography, includes the importance of education  (Lewald, 1861, 1862b, 1992), and novel (Lewald, 1845), - political questions about womens rights and social class (Gesinde im 18. Jahrhundert, 1995; Lewald, 1862a, 1864)","","59217212",""
"317","LiJ0000","","","1","Person","Undefined","male","Lienhart","Jakob","","","Teufen","","","","","","Kuhbauer?","","",""
"318","LiAB0000","","","2","Person","Historical","female","Linsi","Anna Barbara","","","Irgenhausen","","","na","na","","Gichteler (Neugläubiger)","","na",""
"319","LiF1811","","","2","Person","Contemporary","male","Liszt","Franz","","01/01/1811 00:00","","","01/01/1886 00:00","Bayreuth, Germany","Raiding, Austria","","Hungarian musician","","64199483",""
"320","LiC1837","","","5","Person","Contemporary","female","Wagner-Liszt","Francesca Gaetana Cosima","","01/01/1837 00:00","","","01/01/1930 00:00","","","","Daughter of Franz Liszt, second wife of Richard Wagner","","39385271",""
"321","LoJJ1806","","","2","Person","Contemporary","male","Locher-Oerli","Johann Jakob","","01/01/1806 00:00","","","01/01/1861 00:00","","","","Bauherr der Stadt Zürich, initiativer Unternehmer","","",""
"322","LoGA1759","","","2","Person","Historical","male","Lotti","Giacomo Angelo","","01/01/1759 00:00","","","01/01/1814 00:00","Bellinzona, Ticino, Switzerland","Bignasco, Ticino, Switzerland","","","","308749522",""
"323","LoPhI1773","","","2","Person","Historical","male","Louis Philippe I.","","","01/01/1773 00:00","","","01/01/1850 00:00","Claremont House, Surrey, England","Paris","","Koown as the ""Citizen-King"" of France, last King of France.","","55392984",""
"324","LuXVI1754","","","2","Person","Historical","male","Ludwig XVI.","","","01/01/1754 00:00","","","01/01/1793 00:00","Paris","Versailles","","König von Frankreich, guilliutiniert, bruder von Karl X.","","212882453",""
"325","LueH1918","","","3","Person","Historiographer","male","Lüthy","Herber","","01/01/1918 00:00","","","01/01/2002 00:00","","","","Swiss historian","","",""
"326","MaA1862","","","3","Person","Historiographer","male","Maag","Albert","","01/01/1862 00:00","","","01/01/1929 00:00","Basel, Switzerland","Bern, Switzerland","","","","7760616",""
"327","MaJP0000","","","2","Person","Historical","male","Maillard ","J. P.","","","","","","","","","Lieutenant in napoleonischen Diensten","","na",""
"328","MaP1783","","","2","Person","Contemporary","male","Maillardoz","Philippe","","01/01/1783 00:00","Fribourg","","01/01/1853 00:00","Fribourg, Switzerland","Fribourg, Switzerland","","","","D6036",""
"329","MaJD0000","","","2","Person","Undefined","male","Maillefer","Jean-David","","","probabely Vaud","","","","","","Lieutenant in napoleonischen Diensten","","na",""
"330","MaT1962","","","3","Person","Historiographer","male","Maissen","Thomas","","01/01/1962 00:00","","","","","","","Schweizer Historiker (vor allem Frühe Neuzeit)","","",""
"331","MaE1805","","","3","Person","Historiographer","male","Mallet","Edouard","","01/01/1805 00:00","","","01/01/1856 00:00","Geneva, Switzerland","Ferney, Switzerland","","Mallet’s differentiation of three types of historiography “Den Büchergelehrten, den Bildungsreisenden und den Reichshistoriographen” (Tuchtenhagen, 2011) (p. 41)","","35214986",""
"332","MaE0000","","","2","Person","Historical","male","Marc","Edmond","","","France","","","","","","reports about his experiences during the July Revolution in his book Mes journées de juillet 1830 .","","na",""
"333","MaC1805","","","1","Person","Contemporary","male","Marthaler","Conrad  ","","01/01/1805 00:00","Oberhasle/Zürich","","01/01/1839 00:00","","","","Bauernknecht, arm","","",""
"334","MaK1818","","","2","Person","Historical","male","Marx","Karl","","01/01/1818 00:00","","","01/01/1883 00:00","London","Trier, Prussia","","freut sich zu früh über den sieg der liberalen in CH, in der Adressenbewegung von Brüssel aus (Maissen, 199)","","49228757",""
"335","MaM1928","","","3","Person","Historiographer","male","Mattmüller","Markus ","","01/01/1928 00:00","","","01/01/2003 00:00","","","","Swiss historian","","",""
"336","MaExxxx","","","2","Person","Historical","male","May","Eduard","","","","","","","","","Sarnerbund; Hauptmann","","",""
"337","MvRJ1808","","","2","Person","Sample","female","May (von Rüed)","Julie, von","born von May von Belletruche","01/01/1808 00:00","","","01/01/1875 00:00","Belletruche*, Switzerland","Bern, Switzerland","","[She] was a Swiss feminist. In 1868, she became the chairperson of the first women's organisation in Switzerland: Association internationale des femmes. She supported women suffrage, but focused on Equality before the law. She has been counted as the perhaps most leading feminist of her country in her generation alongside Marie Goegg-Pouchoulin. (Wikipedia)","","308694648",""
"338","MaG1805","","","2","Person","Historical","male","Mazzini","Giuseppe","","01/01/1805 00:00","","","01/01/1872 00:00","Pisa, Italy","Genua, Italy","","Mazzini was member of the Carboneri","","2498020",""
"339","MeH1814","","","1","Person","Contemporary","male","Meier","Heinrich","","01/01/1814 00:00","Bäretswil","","","","","","hilft Eltern auf dem Hof und beim Weben","","",""
"340","KyChE1264§","","","5","Person","Historical","","Kyburg-Chalon","Elisabeth, Gräfin von","","","","","","","","","Am 12. März 1264 hat Gräfin Elisabeth von Kyburg der Stadt Thun eigene Rechte verliehen. ","","",""
"341","MeL1746","","","3","Person","Historiographer","female","Mejer","Luise","","01/01/1746 00:00","","","01/01/1786 00:00","Meldorf","Hannover","","","","46909794",""
"342","MeMxxxx","","","2","Person","Historical","male","Mémieux","Majus","","","","","","","","","","","",""
"343","MeJB1674","","","3","Person","Historiographer","male","Mencke","Johann Burchard ","Burkhard","01/01/1674 00:00","","","01/01/1732 00:00","","","","(Eigenwill, 2010)","","",""
"344","MeKWL1773","","","2","Person","Historical","male","Metternich","Klemens Wenzel Lothar, von","","01/01/1773 00:00","","","01/01/1859 00:00","","","","Bruder von Alois Reding","","49258230",""
"345","MeFxxxx","","","3","Person","Historiographer","female","Metzger","Franziska","","","","","","","","","culturalisation of historical discurs, religion and national identity","","",""
"346","MeBxxxx","","","2","Person","Historical","male","Meyer","Bernhard","","","","","","","","","war gegen Jesuitenberufung (Luzern)","","",""
"347","MeCF1825","","","2","Person","Contemporary","male","Meyer","Conrad Ferdinand","","01/01/1825 00:00","","","01/01/1898 00:00","","","","Zürcher Dichert, Lyriker und Meister der historischen Novelle","","",""
"348","MeF1799","","","2","Person","Historical","male","Meyer","Ferdinand M.","","01/01/1799 00:00","Erziehungsrath","","01/01/1840 00:00","","","","Sohn von Johann Jacob Meyer","","",""
"349","MeHJxxxx","","","2","Person","Historical","male","Meyer","Hans Jakob","","","","","","","","","Pfarrer von Pfäffikon bis 1837, Seelsorger Kt. Strafanstalt Oetenbach","","",""
"350","MeJJ1763","","","2","Person","Historical","male","Meyer","Johann Jacob","","01/01/1763 00:00","","","01/01/1819 00:00","","","","Schweizer Offizier und Politiker, Vater von Ferdinand Meyer, Onkel von Heinrich Hirze 1776 (mütterlicherseits)","","",""
"351","MeJ1799","","","2","Person","Contemporary","male","Meyer","Johannes","","01/01/1799 00:00","","","01/01/1833 00:00","","","","","","",""
"352","MeK  xxxx","","","3","Person","Historiographer","male","Meyer","Karl","","","","","","","","","defined a thesis of a 13th Century’s conspiration against foreign forces (Universität Basel, 2010)","","",""
"353","Meyer0000","","","2","Person","Historical","male","Meyer","","","","","","","","","","was involved in counterrevolution during Helvetic","","na",""
"354","MeC1807","","","1","Person","Contemporary","male","Meyer (-Hofmeister)","Conrad","","01/01/1807 00:00","Zürich/Zürich","","01/01/1881 00:00","Zürich, Switzerland","Zürich, Switzerland","","1833-36 PD für Chirurgie in Zürich, 1836-80 Mitglied der Sanitätskomm. der Stadt Zürich, 1842-66 chirurg. Sekundärarzt am Kantonsspital, 1844-66 Mitglied des Medizinalrates des Kt. Zürich, 1859-66 Präs. der kant. Ärztegesellschaft.","","30346447",""
"355","MeG1804","","","1","Person","Contemporary","male","Meyer von Knonau","Gerold","","01/01/1804 00:00","","","01/01/1858 00:00","","","","Historiographer","","51680397",""
"356","MeG1843","","","3","Person","Historiographer","male","Meyer von Knonau","Gerold","","01/01/1843 00:00","","","01/01/1931 00:00","","","","Historiographer. studies under Max Bündiger, Georg von Wyss (CH), Heinrich von Sybel, Leopold von Ranke, Wilhelm Wattenbach, Philipp Jaffé, Georg Waitz (DE) , member of Zofingia. Critical review by Edgar Bonjour (Edgar Bonjour: Meyer von Knonau, Gerold. In: Neue Deutsche Biographie (NDB). Band 17, Duncker & Humblot, Berlin 1994, ISBN 3-428-00198-2, S. 382 f. (Digitalisat).)","","9837900",""
"357","MeL1769","","","1","Person","Historical","male","Meyer von Knonau","Ludwig","","01/01/1769 00:00","Zürich, Switzerland","","01/01/1848 00:00","Zürich, Switzerland","Zürich, Switzerland","","","","100819524",""
"358","MeWxxxx","","","2","Person","Sample","male","Meyer-Ott","Wilhelm","","","","","","","","","","","",""
"359","MeM1816","","","3","Person","Historiographer","female","Meysenbug","Malwida, von","","01/01/1816 00:00","","","01/01/1903 00:00","Rome, Italy"," Kassel, Hesse","","[She] was a German writer, her work including Memories of an Idealist, the first volume of which she published anonymously in 1869. As well, she was a friend of Friedrich Nietzsche and Richard Wagner, and met the French writer Romain Rolland in Rome in 1890. (Wikipedia). publisches in Dittmar’s Die sociale Reform","","89241023",""
"360","MiCF0000","","","2","Person","Undefined","male","Minod","Charles-François","","","porbabely Yverdon","","","","","","Fourier au 2e regime","","na",""
"361","MoeWxxxx","","","3","Person","Historiographer","male","Möckli","Werner","","","","","","","","","critisizes the lack of a theory of democracy and the recourse on legends about an ancient past (Urschweiz, etc.) (Universität Basel, 2010)","","",""
"362","MoeJMxxxx","","","3","Person","Historiographer","male","Moeglin","Jean-Marie","","","","","","","","","about late medieval dynasties (Moeglin, 1993)","","",""
"363","MoCxxxx","","","2","Person","Historical","male","Monnard","Charles","","","Waadt","","","","","","Theologe, gegen Freisinnige Kontrolle über Kirche, daher für Trennung Kirche-Staat","","",""
"364","MoLo0000","","","2","Person","Undefined","male","Morel","Louis","","","Luzern","","","Luzern","Luzern","","Son of Ludwig Morel and brother of Josef Morel.","","na",""
"365","MoLu0000","","","2","Person","Undefined","male","Morel  ","Ludwig","","","Luzern","","","Luzern","Luzern","","Negociant. Father of Josef Morel","","na",""
"366","MoJ1800§","","","2","Person","Sample","male","Morel-Peyer","Josef","","","Luzern","","01/01/1844 00:00","Luzern","Luzern","","Textile merchant (Tuhhändler). Husband of Katharina Morel.","","na",""
"367","MoPeK1790","","","2","Person","Contemporary","female","Morel-Peyer","Katharina","","01/01/1790 00:00","Luzern","","01/01/1876 00:00","Luzern","Luzern","","","","na",""
"368","MoeOxxxx","","","3","Person","Historiographer","male","Mörke","Olaf","","","","","","","","","","","",""
"369","MoJH1803","","","1","Person","Contemporary","male","Mousson","Johan Heinrich Emanuel, von","","01/01/1803 00:00","Lonay/Zürich","","01/01/1869 00:00","Zürich, Switzerland","Lonay","","Bürgermeister","","81782584",""
"370","MuC0000","","","2","Person","Historical","male","Mugler","C.","","","Oberlangenhart","","","","","","Gichteler (Neugläubiger)","","na",""
