"id","memberID","img","groupID","selection_class","agenttype1","agenttype2","gender","last_name","first_name","other_name","birthday","birth_location_map","deathday","death_location","workplace","knows","shortbio","data_evaluation","authority_record","authority_organization","birth_location"
"184","GlC1825",NULL,NULL,"3","1","5","2","Glümer","Claire, von",NULL,"1825-01-01 00:00:00",NULL,"1906-01-01 00:00:00","Blasewitz","Blankenburg, Harz",NULL,"German writer and translator. Participated in the Dresden May Upheavel. publisches in Dittmar’s Die sociale Reform","4","77073936","0",NULL
"185","GoM1870",NULL,NULL,"2","1","3","2","Gobat","Marguerite",NULL,"1870-01-01 00:00:00",NULL,"1937-01-01 00:00:00","Magglingen, Switzerland","Delsberg, Switzerland",NULL,"Co-founder of the International Women's Organization.","4","D9304","0",NULL
"186","GoeM1826",NULL,NULL,"2","1","2","2","Goegg-Pouchoulin","Marie",NULL,"1826-01-01 00:00:00",NULL,"1899-01-01 00:00:00","na","na",NULL,NULL,"2","na","0",NULL
"187","GoJW1749",NULL,NULL,"2","1","3","1","Goethe","Johann Wolfgang",NULL,"1749-01-01 00:00:00",NULL,"1832-01-01 00:00:00","Weimar","Frankfurt am Main, Germany",NULL,"machte enthusiastische Reiseberichte über die ""wildromantische"" Schweiz","4","24602065","0",NULL
"188","GoFA1793",NULL,NULL,"2","1","3","1","Good","Franz Anton",NULL,"1793-01-01 00:00:00",NULL,"1866-01-01 00:00:00","Mels, St. Gallen, Switzerland","Mels, St. Gallen, Switzerland",NULL,NULL,"4","D18268","0",NULL
"189","GoJ 1797",NULL,NULL,"2","1","3","1","Gotthelf","Jeremias",NULL,"1797-01-01 00:00:00",NULL,"1854-01-01 00:00:00","Lützelflüh, Switzerland","Murten, Switzerland",NULL,"fromm-konservative Volksbewegung","4"," 49303093","0",NULL
"190","GoO1748",NULL,NULL,"3","1","5","2","Gouges ","Olympe, de",NULL,"1748-01-01 00:00:00",NULL,"1793-01-01 00:00:00","Paris, France","Montauban, France",NULL,"human rights (Gouges, n.d.) – special emphasis in education (Valls et al., 2002) (p. 41) – uncovers logical inconsistencies between a patriarchal society and the theory of natural law (Heinzelmann, 2007)(p. 82) – begin of the discourse that links violence, misogyny in the historiography of human rights, the problem of defining the subject of rights “person” (Cazés & Huerta Rojas, 2005) (p. 149) the mexican describes the actuality and urgency  of this question","2","na","0",NULL
"191","Goumoens1771",NULL,NULL,"2","1","2","1","Goumoëns","Rudolf Ludwig, von",NULL,"1771-01-01 00:00:00",NULL,"1839-01-01 00:00:00","Bern, Switzerland","Bern, Switzerland",NULL,"Berner Hauptmann im Bockenkrieg","4","D23727","0","Bern"
"192","GoE 1879",NULL,NULL,"4","1","4","2","Gourd","Emilie",NULL,"1879-01-01 00:00:00",NULL,"1946-01-01 00:00:00","Geneva, Switzerland","Geneva, Switzerland",NULL,NULL,"4","D9308","0",NULL
"193","GrJM1807",NULL,NULL,"2","1","2","1","Gräflein","Johann Melchior",NULL,"1807-01-01 00:00:00",NULL,"1849-01-01 00:00:00","Weinfelden, Switzerland","Steckborn, Switzerland",NULL,NULL,"4","D5114","0",NULL
"194","GrJJ1579",NULL,NULL,"2","1","5","1","Grasser","Johann Jacob ",NULL,"1579-01-01 00:00:00",NULL,"1627-01-01 00:00:00",NULL,NULL,NULL,"Schweitzerisch Heldenbuch – Reformation and counter reformation","1",NULL,NULL,NULL
"195","GrH1842",NULL,NULL,"2","1","2","1","Greulich","Hermann",NULL,"1842-01-01 00:00:00",NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,NULL,NULL
"196","GrR0000",NULL,NULL,"2","1","3","1","Grob","R.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Gichteler (Neugläubiger)","2","na","0","Wallikoen, Pfäffikon"
"197","GrAM1761",NULL,NULL,"2","1","3","2","Grosholtz","Anna Maria ","Marie Tussaud","1761-01-01 00:00:00",NULL,"1850-01-01 00:00:00","London, England","Strassbourg",NULL,NULL,"4","96273854","0",NULL
"198","GrE1795",NULL,NULL,"4","1","4","2","Grossmann","Elisabetha",NULL,"1795-01-01 00:00:00",NULL,"1858-01-01 00:00:00",NULL,NULL,NULL,"Biographer","1",NULL,NULL,NULL
"199","GrA1749",NULL,NULL,"3","1","5","2","Grün","Albertine, von",NULL,"1749-01-01 00:00:00",NULL,"1792-01-01 00:00:00","na","na",NULL,"German poet.","2","na","0",NULL
"200","GrH1819",NULL,NULL,"1","1","2","1","Grunholzer","Heinrich",NULL,"1819-01-01 00:00:00",NULL,"1873-01-01 00:00:00",NULL,NULL,NULL,"Sekundarlehrer, Seminardirektor, Industrieller","1",NULL,NULL,"Bauma (ZH)"
"201","Guard0000",NULL,NULL,"2","1","3","1","Guard",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2","na","0",NULL
"202","GuJ1807",NULL,NULL,"1","1","2","1","Gubler","Johannes",NULL,"1807-01-01 00:00:00",NULL,NULL,NULL,NULL,NULL,"unbekannt","1",NULL,NULL,"Pfäffikon"
"203","GueSxxxx",NULL,NULL,"3","1","5","1","Guex","Sébastien",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"model of consensus…","1",NULL,NULL,NULL
"204","GvMU0000",NULL,NULL,"2","1","6","1","Gugelberg v. Moos","Ulisses",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bündner im Regiment Roll","2","na","0",NULL
"205","GuG1845",NULL,NULL,"2","1","3","2","Guillaume-Schack","Gertrud",NULL,"1845-01-01 00:00:00",NULL,"1903-01-01 00:00:00","na","na",NULL,NULL,"4","233789078","0",NULL
"206","GuH1801",NULL,NULL,"1","1","2","1","Gujer","Heinrich",NULL,"1801-01-01 00:00:00",NULL,"1868-01-01 00:00:00",NULL,NULL,NULL,"Müller","1",NULL,NULL,"Kempten/Bauma (ZH)"
"207","Gysi1803",NULL,NULL,"2","1","3","1","Gysi-Schinz","Heinrich",NULL,"1803-01-01 00:00:00",NULL,"1878-01-01 00:00:00",NULL,NULL,NULL,"Stadtrat, Präsident Stadtpolizei, Freemason","2","na","0",NULL
"208","HaA1281",NULL,NULL,"4","1","4","2","Habsburg","Agnes, von","Agnes von Ungarn,","1281-01-01 00:00:00",NULL,"1364-01-01 00:00:00","Königsfelden","na",NULL,NULL,"4","15645841","0",NULL
"209","HaA1708",NULL,NULL,"3","1","5","1","Haller","Albrecht, von",NULL,"1708-01-01 00:00:00",NULL,"1777-01-01 00:00:00",NULL,NULL,NULL,"CH – opponent to Voltaire","1",NULL,NULL,NULL
"210","HSdGA1808",NULL,NULL,"2","1","3","1","Haller, Seigneur de Goumoen","Albert",NULL,"1808-01-01 00:00:00",NULL,"1858-01-01 00:00:00","Chur, Switzerland","Bern, Switzerland",NULL,"Berner Hauptmann im Bockenkrieg","1",NULL,NULL,"Bern"
"211","HaHH0000",NULL,NULL,"2","1","3","1","Hartmeyer","Hans Heinrich",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Gichteler (Neugläubiger)","2","na","0","Mönchaltorf"
"212","Hauser0000",NULL,NULL,"2","1","3","1","Hauser",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2","na","0",NULL
"213","He0000",NULL,NULL,"2","1","3","1","Heer",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Dekan Phil. Fakultät","2","na","0",NULL
"214","HeGWF1770",NULL,NULL,"3","1","5","1","Hegel","Georg Willhelm Friedrich",NULL,"1770-01-01 00:00:00",NULL,"1831-01-01 00:00:00","Berlin, Prussia","Stuttgart, Württemberg",NULL,"unversal history","4","89774942","0",NULL
"215","HeJ1789",NULL,NULL,"1","1","2","1","Hegetschweiler","Johannes",NULL,"1789-01-01 00:00:00",NULL,"1839-01-01 00:00:00",NULL,NULL,NULL,"Arzt, Naturwissenschaftler, Alpinist","1",NULL,NULL,"Rifferswil/Stäfa"
"216","HeG0000",NULL,NULL,"2","1","1","1","Heidegger","Georg",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2","na","0",NULL
"217","HeGF1785",NULL,NULL,"2","1","3","1","Heilmann","Georg Friedrich",NULL,"1785-01-01 00:00:00",NULL,"1862-01-01 00:00:00","Biel, Switzerland","Biel, Switzerland",NULL,NULL,"4","45199718","0",NULL
"218","HeMoeM1845",NULL,NULL,"4","1","4","2","Heim-Vögtlin","Marie",NULL,"1845-01-01 00:00:00",NULL,"1916-01-01 00:00:00","Zürich, Switzerland","Bözen",NULL,NULL,"4","95186121","0",NULL
"219","HeJR0000",NULL,NULL,"2","1","1","1","Heiz","Johann Rudolf",NULL,NULL,NULL,NULL,"na","na",NULL,"around 1846-1870","1",NULL,NULL,"Albisrieden"
"220","HeF1741",NULL,NULL,"1","1","3","1","Herder","Felix",NULL,"1741-01-01 00:00:00",NULL,"1810-01-01 00:00:00",NULL,NULL,NULL,"Pfarrer Kirche zu Predigern 1810","1",NULL,NULL,NULL
"221","HeJG1744",NULL,NULL,"3","1","5","1","Herder","Johann Gottfried",NULL,"1744-01-01 00:00:00",NULL,"1803-01-01 00:00:00","Weimar, Saxe-Weimar","Mohrungen, East Prussia, Kingdom of Prussia",NULL,"„romantisch-nationale Geschichtsauffassung“ (Tuchtenhagen, 2011) (p. 44)","4","95187266","0",NULL
"222","HeN1818",NULL,NULL,"2","1","3","1","Hermann","Nicolaus",NULL,"1818-01-01 00:00:00",NULL,"1888-01-01 00:00:00","Sachseln, Switzerland","Sachseln, Switzerland",NULL,NULL,"4","232589443","0",NULL
"223","HeD1697",NULL,NULL,"3","1","5","1","Herrliberger","David",NULL,"1697-01-01 00:00:00",NULL,"1777-01-01 00:00:00",NULL,NULL,NULL,"Zürcher Kupferstechers. «Neue und vollständige Topographie der Eidgnossschaft» des ","2","na","0",NULL
"224","HeSiE1817",NULL,NULL,"4","1","4","2","Herwegh-Siegmund","Emma",NULL,"1817-01-01 00:00:00",NULL,"1904-01-01 00:00:00","Paris, France","Magdeburg",NULL,"historiography of the French revolutions (E. Herwegh, 1849) and its influence on men like Wedekind (Krausnick, 2013) – women’s rights (E. Herwegh, 1998) – political orientation in letters with her husband (G. Herwegh & Herwegh, 1898) - more in (Wedel, 2010) (p. 335) - ","4","10605395","1",NULL
"225","HeHJ1764",NULL,NULL,"3","1","5","2","Herz","Henriette (Julie) ",NULL,"1764-01-01 00:00:00",NULL,"1847-01-01 00:00:00",NULL,NULL,NULL,"– salonnière in Berlin – expects reconstitution of (natural) liberal rights in the beginning of French Revolution and suffers great deception (Vahsen, 2000) (p. 50) – they see the cause of the brutalisation of the revolution in the change of the revolutionary leaders and the building of parties (especially the Jacobin lobby making) instead of being led by virtue. – she belongs to a rather conservative anti-revolutionary opinion","1",NULL,NULL,"Berlin"
"227","HeT1860",NULL,NULL,"2","1","3","1","Herzl","Theodor",NULL,"1860-01-01 00:00:00",NULL,"1904-01-01 00:00:00","Edlach, Austria-Hungary","Budapest, Kingdom of Hungary",NULL,NULL,"4","76317061","0",NULL
"228","HeJC1793",NULL,NULL,"2","1","3","1","Hess","Johann Caspar",NULL,"1793-01-01 00:00:00",NULL,"1858-01-01 00:00:00",NULL,NULL,NULL,"Briefwechsel mit Conrad Ferdinand Meyer, married with Anna Maria Corrodi","1",NULL,NULL,NULL
"229","HeJJ1791",NULL,NULL,"1","1","2","1","Hess","Johann Jakob",NULL,"1791-01-01 00:00:00",NULL,"1857-01-01 00:00:00",NULL,NULL,NULL,"Bürgermeister, Präsident des Polizeirates","1",NULL,NULL,"Zürich"
"230","HeS1763",NULL,NULL,"1","1","3","1","Hess","Salomon",NULL,"1763-01-01 00:00:00",NULL,"1837-01-01 00:00:00",NULL,NULL,NULL,"Diacon St. Peter","1",NULL,NULL,NULL
"231","HeM1797",NULL,NULL,"1","1","1","2","Heusser-Schweizer","Anna Margaretha Barbara (Meta)",NULL,"1797-01-01 00:00:00",NULL,"1876-01-01 00:00:00","Hirzel, Zürich, Switzerland","Hirzel, Zürich, Switzerland",NULL,"Arztfrau und Dichterin","4","20440576 ","0","Zürich"
"232","Hi853§",NULL,NULL,"2","1","5","2","Hildegard",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Princess Abbess of the Imperial Abbey of Fraumünster (Zürich). Received the abbey as a donation from her father Louis the German, grandson of Charlemagne.","1",NULL,NULL,NULL
"233","HiC 1833",NULL,NULL,"2","1","3","1","Hilty","Carl",NULL,"1833-01-01 00:00:00",NULL,"1909-01-01 00:00:00","Clarens, Switzerland","Grabs, Switzerland",NULL,NULL,"4","3265317","0",NULL
"234","HiB1807",NULL,NULL,"1","1","1","1","Hirzel","Bernhard",NULL,"1807-01-01 00:00:00",NULL,"1847-01-01 00:00:00","Paris, France","Enge, Zürich, Switzerland",NULL,"Pfarrer, Theologe, Orientalist","4","776315","0","Pfäffikon (ZH)"
"235","HiCM1793",NULL,NULL,"1","1","2","1","Hirzel","Conrad Melchior",NULL,"1793-01-01 00:00:00",NULL,"1843-01-01 00:00:00",NULL,NULL,NULL,"Bürgermeister   , Onkel von Bernhard Hirzel","1",NULL,NULL,"Zürich"
"236","HiHC1751",NULL,NULL,"1","1","3","1","Hirzel","Hans Caspar",NULL,"1751-01-01 00:00:00",NULL,"1817-01-01 00:00:00",NULL,NULL,NULL,"Stadtarzt","1",NULL,NULL,NULL
"237","HiHC1798",NULL,NULL,"2","1","3","1","Hirzel","Hans Caspar",NULL,"1798-01-01 00:00:00",NULL,"1866-01-01 00:00:00",NULL,NULL,NULL,"Professor of Philosophy in the Carolinum. 1866 suicide, possibly because of bankrupcy.","4","81755492","0",NULL
"238","HiJC1749",NULL,NULL,"2","1","3","1","Hirzel","Johannes",NULL,"1749-01-01 00:00:00",NULL,"1813-01-01 00:00:00",NULL,NULL,NULL,"Grossvater Bernhards","1",NULL,NULL,NULL
"239","HiJ1803",NULL,NULL,"2","1","2","1","Hirzel","Johannes",NULL,"1803-01-01 00:00:00",NULL,"1865-01-01 00:00:00",NULL,NULL,NULL,"Tuscher, Presser, Bruder von Bernhard","1",NULL,NULL,NULL
"240","HiL1801",NULL,NULL,"2","1","2","1","Hirzel","Ludwig",NULL,"1801-01-01 00:00:00",NULL,"1841-01-01 00:00:00",NULL,NULL,NULL,"Professor Prof. Theologie","1",NULL,NULL,NULL
"241","HiS1719",NULL,NULL,"1","1","3","1","Hirzel","Salomon",NULL,"1719-01-01 00:00:00",NULL,"1791-01-01 00:00:00",NULL,NULL,NULL,"Oberst","1",NULL,NULL,NULL
"242","HiS1727",NULL,NULL,"1","1","3","1","Hirzel","Salomon",NULL,"1727-01-01 00:00:00",NULL,"1818-01-01 00:00:00",NULL,NULL,NULL,NULL,"1",NULL,NULL,NULL
"243","HiS1762",NULL,NULL,"1","1","3","1","Hirzel","Salomon",NULL,"1762-01-01 00:00:00",NULL,"1833-01-01 00:00:00",NULL,NULL,NULL,"Offizier in französischen Diensten","1",NULL,NULL,NULL
"244","HiS1790",NULL,NULL,"2","1","2","1","Hirzel","Salomon",NULL,"1790-01-01 00:00:00",NULL,"1844-01-01 00:00:00",NULL,NULL,NULL,"Oberstartillerieinspektor; coronel (Oberst) during Züriputsch.
","1","80570408",NULL,NULL
"245","HiS1804",NULL,NULL,"1","1","2","1","Hirzel","Salomon",NULL,"1804-01-01 00:00:00",NULL,"1877-01-01 00:00:00",NULL,NULL,NULL,"Verlagsbuchhändler in Leibzig","1",NULL,NULL,NULL
"246","HiH1766",NULL,NULL,"1","1","3","1","Hirzel ","Heinrich",NULL,"1766-01-01 00:00:00",NULL,"1840-01-01 00:00:00",NULL,NULL,NULL,"Theologieprofessor","1",NULL,NULL,NULL
"247","HiA1801*",NULL,NULL,"2","1","2","2","Hirzel-Bürkli","Anna Margaretha",NULL,NULL,NULL,"1816-01-01 00:00:00","na","na",NULL,"Schwester von Bernhard","2","na","0",NULL
"248","HiJ1776",NULL,NULL,"2","1","3","1","Hirzel-Bürkli","Johannes",NULL,"1776-01-01 00:00:00",NULL,"1884-01-01 00:00:00",NULL,NULL,NULL,"Tuchhändler, Vater von Bernhard","1",NULL,NULL,NULL
"249","HiM1778",NULL,NULL,"2","1","3","2","Hirzel-Bürkli","Margaretha",NULL,"1778-01-01 00:00:00",NULL,"1851-01-01 00:00:00","na","na",NULL,"Mutter von Bernhard","2","na","0",NULL
"250","HiHC1800",NULL,NULL,"1","1","2","1","Hirzel-Escher","Hans Caspar",NULL,"1800-01-01 00:00:00",NULL,"1883-01-01 00:00:00",NULL,NULL,NULL,NULL,"1",NULL,NULL,NULL
"251","HiJC1792",NULL,NULL,"2","1","2","1","Hirzel-Escher","Johann Caspar",NULL,"1792-01-01 00:00:00",NULL,"1851-01-01 00:00:00",NULL,NULL,NULL,"Regierungsrat","1",NULL,NULL,NULL
"252","HoJ1820",NULL,NULL,"1","1","2","1","Hofmann","Johannes",NULL,"1820-01-01 00:00:00",NULL,NULL,NULL,NULL,NULL,"Tischler-Lehrling in Zürich","1",NULL,NULL,"Kloten"
"253","HoA1758",NULL,NULL,"3","1","5","2","Holst","Amalia",NULL,"1758-01-01 00:00:00",NULL,"1829-01-01 00:00:00","na","na",NULL,"She was a German writer, intellectual, and feminist. Her work examined traditional pedagogy and challenged Enlightenment writers such as Jean-Jacques Rousseau. She is often called the German counterpart to Mary Wollstonecraft (Wikipedia).","2","na","0",NULL
"254","HoE1839",NULL,NULL,"2","1","3","2","Honegger","Elise",NULL,"1839-01-01 00:00:00",NULL,"1912-01-01 00:00:00","Rotmonten, St. Gallen, Switzerland","Stäfa, Zürich, Switzerland",NULL,"corrector and co-editor of the ""Republican""","4","295678702","0",NULL
"255","HoJJ1652",NULL,NULL,"2","1","3","1","Hottinger","Johann Jakob",NULL,"1652-01-01 00:00:00",NULL,"1735-01-01 00:00:00","Zürich, Switzerland","Zürich, Switzerland",NULL,NULL,"4","D10680","0",NULL
"256","Ho1783",NULL,NULL,"3","1","5","1","Hottinger",NULL,NULL,"1783-01-01 00:00:00",NULL,"1860-01-01 00:00:00","Zürich, Switzerland","Zürich, Switzerland",NULL,"Professor of philology at the Carolinum in Zürich. Vizepräsident Erziehungsrat. since 1749 Schweizer Monatchronik – modern version of chronicle (Schweizerische monats-chronik, Volumes 13-14 (Google eBook), 1828) redigiert by Johann Jakob Hottinger","4","19835905","0",NULL
"257","Ho0000",NULL,NULL,"2","1","3","1","Hotz",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2","na","0",NULL
"258","HuT1764",NULL,NULL,"3","1","5","2","Huber","Therese",NULL,"1764-01-01 00:00:00",NULL,"1829-01-01 00:00:00","Augsburg","Heyne, Göttingen",NULL,"was a German author. She was one of the so-called Universitätsmamsellen, a group of five academically active women during the 18th-and 19th century, daughters of academics on Göttingen University, alongside Meta Forkel-Liebeskind, Caroline Schelling, Philippine Engelhard, and Dorothea Schlözer.","4","29584708","0",NULL
"259","Hu0000",NULL,NULL,"2","1","3","1","Huber",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2","na","0",NULL
"260","HuR1864",NULL,NULL,"3","1","5","2","Huch","Riccarda",NULL,"1864-01-01 00:00:00",NULL,"1947-01-01 00:00:00","na","na",NULL,"also pseudonym Richard Hugo - Der Bundesschwur. Lustspiel mit Benutzung der historischen Ereignisse in der schweizerischen Eidgenossenschaft vom Jahre 1798. Zürich 1890 [11] (veröffentlicht unter dem Namen Richard Hugo) - Die Hugenottin. Historische Novelle. In: Schweizerische Rundschau 1892; als Buch Bern 1932 - Die Neutralität der Eidgenossenschaft besonders der Orte Zürich und Bern während des spanischen Erbfolgekrieges. Diss. Zürich 1892 - Der große Krieg in Deutschland, historischer Roman. Bd. 1-3. Leipzig 1912-1914 (neu hg. als: Der Dreißigjährige Krieg, Leipzig 1929). - Jeremias Gotthelfs Weltanschauung. Vortrag. Bern 1917 - Alte und neue Götter (1848). Die Revolution des 19. Jahrhunderts in Deutschland. Berlin und Zürich 1930 (später als: 1848. Die Revolution des 19. Jahrhunderts in Deutschland. 1948) - Deutsche Geschichte. 1934-49 - Römisches Reich Deutscher Nation. Bd. 1. Berlin 1934 - Das Zeitalter der Glaubensspaltung. Bd. 2. Zürich 1937 - Untergang des Römischen Reiches Deutscher Nation. Bd. 3. Zürich 1949 - Frühling in der Schweiz. Autobiographische Darstellung. Zürich 1938 --> Swiss neutrality","2","na","0",NULL
"261","HuD1711",NULL,NULL,"2","1","5","1","Hume","David",NULL,"1711-01-01 00:00:00",NULL,"1777-01-01 00:00:00",NULL,NULL,NULL,NULL,"1",NULL,NULL,NULL
"262","Hue 0000",NULL,NULL,"2","1","3","1","Hüni",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2","na","0",NULL
"263","Hüni0000",NULL,NULL,"2","1","3","1","Hüni",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2","na","0",NULL
"264","GrKxxxx",NULL,NULL,"5","1","2","1","Grob","Konrad  ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Grob found Siegwart-Müller interesting","1",NULL,NULL,NULL
"265","KrTxxxx",NULL,NULL,"5","1","2","2","Kravogel","Theresia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Siegwart-Müller hided in Kravogel's house from 23.12.1847-23.7.1848","1",NULL,NULL,NULL
"266","HueJJ1796",NULL,NULL,"1","1","2","1","Hürlimann-Landis","Johann Jakob",NULL,"1796-01-01 00:00:00",NULL,"1853-01-01 00:00:00",NULL,NULL,NULL,"Fabrikant","1",NULL,NULL,"Richterswil"
"267","IHoU1917",NULL,NULL,"3","1","5","1","Im Hof","Ulrich",NULL,"1917-01-01 00:00:00",NULL,"2001-01-01 00:00:00",NULL,NULL,NULL,"Swiss historian","1",NULL,NULL,NULL
"268","IsI1728",NULL,NULL,"3","1","5","1","Iselin","Isaak",NULL,"1728-01-01 00:00:00",NULL,"1782-01-01 00:00:00",NULL,NULL,NULL,"Schweizer Geschichtsphilosoph und Publizist","1",NULL,NULL,NULL
"269","IsJR1764",NULL,NULL,"3","1","5","1","Iselin","Johann Rudolf",NULL,"1764-01-01 00:00:00",NULL,"1829-01-01 00:00:00",NULL,NULL,NULL,"first publication of Aegidius Tschudi’s Wilhelm Tell saga (1734/36)","4","29584708","0",NULL
"270","IsB0000",NULL,NULL,"2","1","6","1","Isler","Bernhard",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Lieutenant in napoleonischen Diensten","2","na","0",NULL
"271","JaFH1743",NULL,NULL,"2","1","3","1","Jacobi","Friedrich Heinrich",NULL,"1743-01-01 00:00:00",NULL,"1819-01-01 00:00:00",NULL,NULL,NULL,"Idol der Radikalen","1",NULL,NULL,NULL
"272","JaJ1829",NULL,NULL,"3","1","5","1","Janssen","Johannes",NULL,"1829-01-01 00:00:00",NULL,"1891-01-01 00:00:00",NULL,NULL,NULL,"Geschichte des Deutschen Volkes seit dem Ausgang des Mittelalters","1",NULL,NULL,NULL
"273","JoAH1779",NULL,NULL,"2","1","2","1","Jomini","Antoine-Henri",NULL,"1779-01-01 00:00:00",NULL,"1869-01-01 00:00:00","Passy, Paris, France","Peyern, Switzerland",NULL,NULL,"4","95148526","0",NULL
"274","JoM0000",NULL,NULL,"2","1","3","1","Jorio","Marco",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"restaurativer Ultra in Luzern","2","na","0",NULL
"275","JuJ1786",NULL,NULL,"1","1","2","1","Jucker","Jakob",NULL,"1786-01-01 00:00:00",NULL,"1839-01-01 00:00:00",NULL,NULL,NULL,"sehr arm, arbeitet auf Hof des Vaters","1",NULL,NULL,"Bauma (ZH)/Zürich"
"276","JuA0000",NULL,NULL,"2","1","6","1","Jullien*","A.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2","na","0",NULL
"277","KaeW1901",NULL,NULL,"3","1","5","1","Kaegi","Werner",NULL,"1901-01-01 00:00:00",NULL,"1979-01-01 00:00:00",NULL,NULL,NULL,"emphasized importance of the “Kleinstaat”, legends about Swiss origin and unity (Universität Basel, 2010) (Vgl. Werner Kaegi: Der Kleinstaat im europäischen  Denken (Juli 1938); Die Rheingrenze in der Geschichte Alemanniens (April 1940); Entstehung der Nationen (Mai/November 1940) erschienen im Sammelband: Historische Medidationen (Bd.I). Zürich 1942.)","1",NULL,NULL,NULL
"278","KaeJ1783",NULL,NULL,"1","1","3","1","Kägi","Jakob",NULL,"1783-01-01 00:00:00",NULL,"1839-01-01 00:00:00",NULL,NULL,NULL,"Viehloser Bauer, Baumwollspinner, Kleinhändler, sehr arm","1",NULL,NULL,"Bauma (ZH)/Zürich"
"279","KaeJJ0000",NULL,NULL,"2","1","6","1","Kägi","Johann Jakob",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Gichteler (Neugläubiger)","2","na","0","Fälmis, Bauma (ZH)"
"280","KaeJ1816",NULL,NULL,"1","1","2","1","Kägi","Johannes",NULL,"1816-01-01 00:00:00",NULL,NULL,NULL,NULL,NULL,"Blattmacher","1",NULL,NULL,"Bauma (ZH)/ "
"281","KaI1724",NULL,NULL,"3","1","5","1","Kant","Immanuel",NULL,"1724-01-01 00:00:00",NULL,"1804-01-01 00:00:00","Königsberg, Germany","Königsberg, Germany",NULL,NULL,"4","82088490","0","wrote allgemeine Geschichte (1784)"
"282","KeA1805",NULL,NULL,"2","1","3","1","Keller","Augustin",NULL,"1805-01-01 00:00:00",NULL,"1883-01-01 00:00:00","Lenzburg, Swizterland","Sarmenstorf, Switzerland",NULL,"antiklerikaler katholischer Grossrat im Aargau, hub die Klöster auf und verstösst dadurch gegen Bundesvertrag","4","15564360 ","0",NULL
"283","KeF 0000",NULL,NULL,"3","1","5","1","Keller","Ferdinand",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"extension of history through into the megalithic period Pfahlbauer theory by Ferdinan Keller (F. Keller, 1854, 1858, 1860, 1861, 1863, 1866, 1876, 1879) – archeology (F. Keller, 1874) architecture (F. Keller, 1838, 1841, 1844b) as part of historiography – contacts with Islamic cultures (F. Keller, 1856) in Zürich – Helvetii pagan culture (F. Keller, 1844a, 1846, 1869)","1",NULL,NULL,NULL
"284","KeG1819",NULL,NULL,"3","1","5","1","Keller","Gottfried",NULL,"1819-01-01 00:00:00",NULL,"1890-01-01 00:00:00","Zürich","Zürich",NULL,"Swiss poet. Historiographer. Wrote Der Landvogt von Greifensee","4"," 102319551","0",NULL
"285","KeH1798",NULL,NULL,"1","1","2","1","Keller   ","Heinrich",NULL,"1798-01-01 00:00:00",NULL,NULL,NULL,NULL,NULL,"unbekannt","1",NULL,NULL,"Turbental"
"286","KeFL1799",NULL,NULL,"1","1","2","1","Keller vom Steinbock (Dr.)","Friedrich Ludwig",NULL,"1799-01-01 00:00:00",NULL,"1860-01-01 00:00:00","Berlin","Zürich, Switzerland",NULL,NULL,"4","39718875","0","Zürich/Berlin"
"287","KeSpE1853",NULL,NULL,"4","1","4","2","Kempin-Spyri","Emilie",NULL,"1853-01-01 00:00:00",NULL,"1901-01-01 00:00:00","na","na",NULL,NULL,"2","na","0",NULL
"288","KlO1822",NULL,NULL,"3","1","5","1","Klopp","Onno",NULL,"1822-01-01 00:00:00",NULL,"1903-01-01 00:00:00",NULL,NULL,NULL,"ultramontane, historiographer","1",NULL,NULL,NULL
"289","KnSB0000",NULL,NULL,"3","1","5","2","Knab","Susanna Barbara",NULL,NULL,NULL,NULL,"na","na",NULL,NULL,"2","na","0",NULL
"290","KoePxxxx",NULL,NULL,"3","1","5","1","König","Paul",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,NULL,NULL
"291","KoJE1782",NULL,NULL,"2","1","2","1","Kopp","Josef Eutych",NULL,"1782-01-01 00:00:00",NULL,"1851-01-01 00:00:00",NULL,NULL,NULL,NULL,"1",NULL,NULL,NULL
