,,,,,"Free",,,,,"Goffman/ Burke",,,"Dramatica",,,,,,,,
231,136,4,208,"Nie ist die eigentliche Ursache klar geworden, warum gerade dieser friedliche Mann zur Zielscheibe des Hasses gemacht wurde. ",19,,,,,,,,,,,,,,,,
231,136,4,209,"Wie die geringste Ursache ein paar Schneeflocken in Bewegung setzt, daß sie fallen und andere mit sich reißen, so zum immer wachsenden Schneeball werden, bis sie endlich als Lawine ins Tal hinunter",19,,,,,,,,,,,,,,,,
231,136,4,210,"donnern, so geht es in solchen Dingen. ",19,,,,,,,,,,,,,,,,
231,136,4,211,"Ein Mißverständnis, weiter und weiter erzählt, vergrößert, durch unbewußte oder bewußte Lügen ins Ungeheure entstellt, mit jedem noch so unschuldigen Zufall in Verbindung gebracht, immer weiter verbreitet und schlimmer gemacht - das kann endlich zur Lawine, zur Verfolgung werden, wie sie über unsern Vater im Herbst 1802 losbrach. ",19,"9,1802",,,,,,,,,,,,,,,
231,136,4,212,"Damals erhob sich die Sogenannte [41] «Insurektion» gegen die helvetische Regierung in Bern auf vielen Punkten der Schweiz zugleich. ",20,,,,,,,,,,,,,,,,
231,136,4,213,"Die französischen Heere hatten endlich - 1801 - unser Vaterland verlassen, und die Kräfte der verschiedenen Parteien in demselben fingen an, sich miteinander zu messen. ",20,1801,,,,,,,,,,,,,,,
231,136,4,214,"Ohne Ahnung von den Dingen, die eben damals geschehen, machten meine Eltern im September 1802 mit einigen ihrer Geschwister und den ältern Töchtern einen Ausflug auf den nahen Rigi; ",20,"9,1802",,"Rigi",,,,,,,,,,,,,
231,136,4,215,"es war an dem Tage, da Alois Reding“ wieder die erste Landsgemeinde in Schwyz eröffnete und von ihr aus einen Aufruf an die gesamte Schweiz zur Bildung einer neuen, bessern Ordnung im Lande erließ. ",20,,,"Schwyz;",,,,,,,,,,,,,
231,136,4,216,"Nun bildeten sich einige Feinde des Vaters ein, der Rigi wäre nur das Wort, Schwyz aber der Ort gewesen, wo der Pfarrer vom Hirzel - solche Bedeutung wurde dem einfachen Mann beigelegt - die Redingsche Proklamation ans Schweizervolk für ihn geschrieben habe (als ob Alois Reding hiezu der Hülfe bedurft hätte!). ",20,,,"Rigi; Schwyz",,,,,,,,,,,,,
231,136,4,217,"Von nun an brach die förmliche Verfolgung los. ",20,,,,,,,,,,,,,,,,
231,136,4,218,"Da die helvetische Regierung abermals Frankreichs Hülfe angerufen hatte, welches sofort wieder seine bewaffneten Scharen sandte, wodurch die in Bern, Zürich und den kleinen Kantonen losgebrochene Bewegung schnell unterdrückt war, so glaubte der fanatische Haufe, jetzt sei die goldene Zeit angebrochen, wo der Wille des Volkes, ja jedes einzelnen im Volke erfüllt werden müsse.",20,,,"Zürich;",,,,,,,,,,,,,
231,136,4,219,"Nun - die Hirzler (nicht alle, aber die lauten Schreier, welche sich als Gesamtgemeinde darstellten), wollten ihren Pfarrer nicht mehr, und da einer Klageschrift über ihn, welche sie bei der Regierung in Bern einreichten, als jeder vernünftigen Anklage entbehrend, keinerlei Folge gegeben wurde, so beschlossen sie, sich selbst zu helfen und den Pfarrer zum Weichen zu bringen. ",20,,,,,,,,,,,,,,,,
231,136,4,220,"Was sich von Kränkung denken läßt, wurde ihm und seinem Hause jetzt zugefügt; ",20,,,,,,,,,,,,,,,,
231,136,4,221,"in Garten und Feld (es gehörte damals ein kleines Gut zur Pfarre) war nichts mehr gesichertes Eigentum; ",20,,,,,,,,,,,,,,,,
231,136,4,222,"junge Bäume - mit besonderer Vorliebe gepflegt - wurden umgehauen, die Früchte der ältern geraubt; ",20,,,,,,,,,,,,,,,,
231,136,4,223,"im Hause die Fensterscheiben um Mitternacht eingeworfen, wobei ein großer Stein ins Bettchen der kleinen [42] Dorothea flog, der wohl ihr Köpfchen zerschmettert hätte, neben welchem er dicht einschlug, wenn nicht Engelwache sie gehütet hätte, wie jene Zeit überhaupt reich an Erfahrungen von Schutz und Hut einer unsichtbaren Hand war. ",20,,,,,,,,,,,,,,,,
231,136,4,224,"So ward eines Morgens ein Bündel Werg und Stroh, eingeschoben in den am Hause angebauten alten Holzbehälter, gefunden, mit eingesteckten Schwefelhölzchen, die wie das Werg zum Teil verbrannt waren; ",20,,,,,,,,,,,,,,,,
231,136,4,225,"auch das Stroh war angebrannt, aber weiter war die Flamme nicht gedrungen; ",20,,,,,,,,,,,,,,,,
231,136,4,226,"es schien beinah unbegreiflich. ",20,,,,,,,,,,,,,,,,
231,136,4,227,"Ob eine treue Menschenhand – vielleicht ein erwachendes Gewissen unter den Tätern selbst – dem Verderben gesteuert? - wir haben es nie vernommen. ",20,,,,,,,,,,,,,,,,
231,136,4,228,"Lärm und Drohungen der entsetzlichsten Art umtönten fast allnächtlich das Pfarrhaus, und eines Morgens fand die nachmalige Tante Regula, damals ein kaum zwölfjähriges Mädchen, ihre geliebten Pfleglinge, eine große Schar schöner Hühner, alle tot im Hofe liegend; sie waren vergiftet und wir",20,,,,,,,,,,,,,,,,
231,136,4,229,"Kinder beweinten sie mit heißen Tränen. ",20,,,,,,,,,,,,,,,,
231,136,4,230,"Wie ein Sonnenstrahl ins Gewitter leuchtete uns damals die zarte Teilnahme einer Frau in der Gemeinde, einer Witwe (Strickler), die mitten im Sturm ihrem Pfarrer und den Seinen herzlich zugetan blieb: sie trug bald nach dieser Untat ihrem «lieben Regeli» in einem großen Korbe eine auf ihren Eiern brütende Henne zu, welche bald hernach durch zwölf Kücklein den erlittenen Verlust einigermaßen ersetzte. ",20,,,,,,,,,,,,,,,,
231,136,4,231,"Wer möchte all die einzelnen Züge aus jener Drangsalszeit wiederholen? ",20,,,,,,,,,,,,,,,,
231,136,4,232,"Großenteils sind sie auch meinem Gedächtnis entschwunden, doch eine Szene blieb uns allen tief in die Erinnerung eingeprägt.",20,,,,,,,,,,,,,,,,
231,136,4,233,"Der Hauptanführer der tobenden Menge war ein gewisser Huber (im Feld”), früher ein schlichter braver Bauer, und in der Tat eine ehrliche Seele, aber in diesen Jahren der Aufregung –",21,,,,,,,,,,,,,,,,
231,136,4,234," nicht ohne vielfache Einwirkung solcher, die ihn als Werkzeug gebrauchten – ",21,,,,,,,,,,,,,,,,
231,136,4,235,"in solchen politischen Fanatismus hineingeraten, daß er sein Gut und seinen Hausstand gänzlich vernachlässigte und es in vollem Ernste für seine erste und höchste Pflicht hielt, das Vaterland zu retten, indem er die <<Aristokraten>> vertilgen helfe. ",21,,,,,,,,,,,,,,,,
231,136,4,236,"Dieser Mann trat eines [43] Tages - etwas angetrunken - in das damalige Schulhaus, das ein Sohn des ehemaligen Pfarrers von Hirzel - Herr Pfenninger - mit seiner Familie bewohnte, zog zum Schrecken der friedlichen Leute ein großes, scharfgeschliffenes Messer aus dem Busen und beteuerte mit einem furchtbaren Fluche, jetzt eben werde er gehn und dem Pfarrer dieses Messer in den Leib stoßen. ",21,,,,,,,,,,,,,,,,
231,136,4,237,"Die Leute zitterten, konnten aber keine Warnung ins Pfarrhaus gelangen lassen, bevor der Wütende schon auf dem Wege dahin war. ",21,,,,,,,,,,,,,,,,
231,136,4,238,"Da sieht Schwester Anna damals ein Mädchen von 15 Jahren - aus ihrem Kammerfenster den Mann mit hochgeschwungenem Messer auf das Haus zueilen. ",21,,,,,,,,,,,,,,,,
231,136,4,239,"Kaum durfte sie hoffen, ihm zuvorzukommen, aber mit einem Mute, den sie oft in jener Schreckenszeit erprobte, stürzt sie die Treppe hinunter, auf die Haustüre zu und in eben dem Augenblicke, da sie den Riegel verschiebt, drückt der Mann draußen die Türklinke und bricht, da er die Pforte verschlossen findet, in einen Strom von Flüchen aus, während Anna behend durchs Haus eilt, um auch die beiden andern Türen zu schließen. ",21,,,,,,,,,,,,,,,,
231,136,4,240,"Der Sturm war abgeschlagen, aber von nun an wurden die Haustüren verriegelt, was früher weder im Pfarrhaus noch in den Bauerhäusern jemals der Fall gewesen war.",21,,,,,,,,,,,,,,,,
231,136,4,241,"Zwei Male wurde der Gottesdienst verhindert. ",21,,,,,,,,,,,,,,,,
231,136,4,242,"Das eine Mal sammelte sich eine Schar meist junger, kräftiger Männer vor der Kirchtüre, mit Stöcken und Messern bewaffnet, und schwuren, ehe der Pfarrer die Kirche betrete, müsse er niedergemacht werden. ",21,,,,,,,,,,,,,,,,
231,136,4,243,"Wohl boten zwei junge Männer sich an, den Vater zu schützen, aber so - eine blutige Schlägerei voraussehend - wollte der Vater sich nicht zur Kirche drängen, um das Evangelium des Friedens zu predigen. ",21,,,,,,,,,,,,,,,,
231,136,4,244,"An einem andern Sonntagmorgen trat ein Mann - eine gewaltige Gestalt - in das enge Törchen oben an der steinernen Treppe, durch welches damals der Weg vom Pfarrhaus zur Kirche führte, und vertrat hier dem kommenden Pfarrer den Weg, indem er ihm zurief: ",21,,,,,,,,,,,,,,,,
231,136,4,245,"«Kommst du, meineidiger Mann, der du den großen Konsul Bonaparte (bei diesem Namen zog er den Hut ab und verneigte sich tief) geschmäht hast? Du wirst [44] unsere Kirche nicht mehr betreten u.s.f.»; ",21,,,,,,,,,,,,,,,,
231,136,4,246,"es folgte dann noch eine Flut von Schmähungen, und hinter ihm stand wieder eine Schar, deren Sprecher er war, während sie die Fäuste zeigten. ",21,,,,,,,,,,,,,,,,
231,136,4,247,"Zu Worte ließen sie den Vater nicht kommen, der sich abermals zurückzog und zu Hause mit der Mutter wie aus einem Munde jene Worte Davids wiederholte, die der verjagte König einst bei Simeis Schmähungen zu seinen Freunden sprach [*36].",21,,,,,,,,,,,,,,,,
231,136,4,248,"Der Anfang dieses Verfolgungssturmes fiel noch in die Zeit, da keine geordnete Obrigkeit regierte, ins Spätjahr 1802;",21,1802,,,,,,,,,,,,,,,
231,136,4,249,"später, als nach Napoleons (damals noch des Konsuls Bonaparte) Dazwischenkunft wieder mehr geordnete Zustände eintraten (er sprach, und alles gehorchte), machte der Vater Anzeige bei den Behörden über die Unfugen in seiner Gemeinde; ",21,,,,,,,,,,,,,,,,
231,136,4,250,"französische Truppen wurden von dem damals in Zürich kommandierenden - und überhaupt regierenden General (Barbout [*37] wie ich meine) zu Handhabung der Ordnung in den Hirzel gesandt, zum zweiten Mal als Exekution, da nach Abzug der ersten Kompagnie die Unruhen sofort von neuem begannen. ",21,,,"Zürich;",,,,,,,,,,,,,
231,136,4,251,"Das war nun freilich etwas stark für die Betörten, daß sie von ihren geliebten und verehrten Franzosen zu Paaren getrieben wurden. ",21,,,,,,,,,,,,,,,,
231,136,4,252,"Indessen wirkte es so viel, daß die ärgsten Exzesse auf hörten, und nur noch durch anonyme Drohbriefe das Leben des Pfarrers hin und wieder bedroht wurde. ",21,,,,,,,,,,,,,,,,
231,136,4,253,"Die ärgsten Angriffe auf seine Ehre und seinen Charakter wurden freilich noch im geheimen einzuleiten Versucht, scheiterten aber an der Ehrlichkeit derjenigen, die aufgefordert wurden, gegen gute Bezahlung den Pfarrer arger Verbrechen anzuklagen. ",21,,,,,,,,,,,,,,,,
231,136,4,254,"«Beschließet einen Rat und er werde zu nichte»>, pflegte damals die stille «Tante Sette» zu sagen.",21,,,,,,,,,,,,,,,,
231,136,4,255,"In jener Zeit der Drangsal geschah es zu wiederholten Malen, daß die neu eingesetzte - immer noch die Pfarrer Wählende - Regierung dem Vater eine andere Stelle in ruhigerer Gegend anerbieten ließ, aber er lehnte jede Zumutung ab, von seinem Kampfplatz zu weichen. ",22,,,,,,,,,,,,,,,,
231,136,4,256,"Der kleine Mann stand wie ein Fels im Meere, getragen von dem Glauben, daß der, welcher ihn auf so eigentümliche Weise in den Hirzel [45] berufen, selber einen Ausweg aus diesen Wirren bahnen",22,,,,,,,,,,,,,,,,
231,136,4,257,"werde. ",22,,,,,,,,,,,,,,,,
231,136,4,258,"Von seinen Amtsbrüdern erntete er darüber volle Anerkennung, da sie wohl wußten, daß es noch auf manchen unter ihnen abgesehen war, wenn nur erst ein Pfarrer dem sogenannten Volkswillen gewichen wäre. ",22,,,,,,,,,,,,,,,,
231,136,4,259,"Und in der Gemeinde selbst gab es ja viele, die seinen Verlust herzlich bedauert hätten und ihren Pfarrer mehr liebten, als sie in der Aufregung der andern es äußern durften.",22,,,,,,,,,,,,,,,,
231,136,4,260,"So kam das Frühjahr 1804- heran. ",23,"4,1804",,,,,,,,,,,,,,,
231,136,4,261,"Jene, gewöhnlich der «Bockenkrieg [*38]» genannte Erhebung in mehreren Bezirken des Kantons Zürich, hauptsächlich am See, gegen die neu eingeführte, von Napoleon selbst der Schweiz oktroierte [*39] Verfassung, ist bekannt genug. ",23,,,"Zürich;",,,,,,,,,,,,,
231,136,4,262,"Ihr Mittelpunkt waren die Gemeinden Horgen und Wädenschweil, in der Kirche des letztern Ortes wurde die angeordnete Eidesleistung des Distriktes verweigert; daraufhin suchte die Regierung von Zürich Hülfe bei der Eidgenossenschaft, die sonst überall der neuen Verfassung den Eid der Treue geleistet hatte. ",23,,,"Zürich;",,,,,,,,,,,,,
231,136,4,263,"Der in jenem Jahre regierende - unter jener Verfassung mit viel mehr Vollmacht als die spätern «Präsidenten» ausgerüstete - Landammann der Schweiz, Wattenwyl in Bern, sandte sogleich Truppen von Bern und Aargau, um, mit dem Militär der Stadt Zürich vereint, die Widerstrebenden zum Gehorsam zu bringen. ",23,,,"Zürich;",,,,,,,,,,,,,
231,136,4,264,"Aber damals - ohne Eisenbahnen und Dampfschiffe ging das Vorrücken so langsam, daß die Aufständischen Zeit gewannen, sich zu rüsten. ",23,,,,,,,,,,,,,,,,
231,136,4,265,"Willi von Horgen - ehemals Soldat und sein Adjutant Schneebeli von Affoltern, ordneten den Widerstand an, und als endlich - am 28.März - die eidgenössischen Truppen von Zürich her anrückten, Wurden sie von einer überlegenen bewaffneten Menge empfangen.",23,"28.03.",,"Zürich;",,,,,,,,,,,,,
231,136,4,266,"In der Nähe von Bocken kam es zum Gefechte. ",23,,,,,,,,,,,,,,,,
231,136,4,267,"Dort, unten an der Hanegg, da wo jetzt die neue Straße über unbekannte Gräber führt, liegt mancher Berner und Aargauer begraben, der unter den Schüssen der ringsum in den Wäldern versteckten Schützen Willis fiel. ",23,,,,,,,,,,,,,,,,
231,136,4,268,"Es war am Mittwoch in der stillen Woche.",23,,,,,,,,,,,,,,,,
231,136,4,269,"Früh am Morgen schon ertönten rings aus allen benachbarten Kirchen die Sturmglocken, zum allgemeinen Kampfe auf rufend [46]. ",23,,,,,,,,,,,,,,,,
231,136,4,270,"Der Vater Schweizer hatte sich von dem Küster die Kirchenschlüssel übergeben lassen, indem er dem geängstigten Manne die Anweisung gab, er soll, wenn er zum Sturmläuten gedrängt werde, die Dränger zur Herausgabe an ihn, den Pfarrer, weisen. ",23,,,,,,,,,,,,,,,,
231,136,4,271,"Er selbst hatte die Gemeindevorsteher alle um sich versammelt und stellte ihnen überzeugend vor, wie ganz unsinnig und verderbenbringend dieser Widerstand gegen die Truppen der gesamten Eidgenossenschaft sei, selbst wenn sie für heute zurückgedrängt würden; ",23,,,,,,,,,,,,,,,,
231,136,4,272,"wie der ganze Aufstand durchaus keinen Erfolg haben könne, da er sich in letzter Linie gegen den allmächtigen Konsul Bonaparte (er stand eben im Begriff, sich die Kaiserkrone aufzusetzen) auflehne, der gewiß sein «Friedenswerk» in der Schweiz nicht wieder zerstört sehen wolle. ",23,,,,,,,,,,,,,,,,
231,136,4,273,"Der Gemeindeammann (Hürlimann) stand mit voller Überzeugung dem Pfarrer zur Seite;",23,,,,,,,,,,,,,,,,
231,136,4,274,"die übrigen Männer, von denen etliche jammernd und händeringend dastanden‚ unabsehbares Unglück so oder so befürchtend, konnten doch der ruhigen Auseinandersetzung der Dinge nichts entgegenhalten und gaben sich mit dazu her, denen – ",23,,,,,,,,,,,,,,,,
231,136,4,275,"übrigens nur noch wenigen, denn die Mehrzahl der Kampf lustigen hatte sich indessen schon nach Bocken aufgemacht -‚ welche die Kirchenschlüssel begehrten, zu sagen, die Vorsteherschaft gebe es nicht zu, daß im Namen der Gemeinde Sturm geläutet werde, - ",23,,,,,,,,,,,,,,,,
231,136,4,276,"wobei freilich der Pfarrer alle Verantwortung auf sich nahm und dafür von den vielen mit Drohungen überhäuft wurde.",23,,,,,,,,,,,,,,,,
231,136,4,277,"Der bange Tag ging zu Ende, aber ihm folgten noch bängere. ",23,,,,,,,,,,,,,,,,
231,136,4,278,"Die eidgenössischen Truppen waren zurückgeschlagen, das Pfarrhaus stand allein mitten in der Brandung der aufgeregten Gemüter. ",23,,,,,,,,,,,,,,,,
231,136,4,279,"Der Präsident Höhn im Kalbisau [*40], ein ehrenwerter, braver Mann, von Herzen «Patriot» und darum nicht ohne bedeutenden Einfluß auf die Menge, dabei seinem Pfarrer persönlich zugetan, kam zu ihm mit der dringenden Bitte, er - der Pfarrer - dessen Leben jetzt mehr als je bedroht sei, möchte sich, wenigstens für jede Nacht, zu ihm, Höhn, in sein Haus begeben, denn da könne er für seine Sicherheit gutstehen, sonst aber sei alles zu besorgen. ",23,,,,,,,,,,,,,,,,
231,136,4,280,"Allein der Vater [47] erklärte, daß er Weib und Kind nicht verlassen werde, am wenigsten in diesen Festtagen der Passionswoche.",23,,,,,,,,,,,,,,,,
231,136,4,281,"Ruhiger als es zu hoffen war, ging der hohe Donnerstag und Karfreitag vorüber. ",23,,,,,,,,,,,,,,,,
231,136,4,282,"Im Pfarrhause blieb alles still. ",23,,,,,,,,,,,,,,,,
231,136,4,283,"Am Nachmittag des Samstags vor Ostern saß unsre ganze Familie in der großen grünen Stube beisammen; ",23,,,,,,,,,,,,,,,,
231,136,4,284,"der Vater las der Mutter und der Tante den Schluß der Leidensgeschichte Jesu und daran anschließend Stellen aus Klopstocks oder Lavaters Messiade [*41] vor; ",23,,,,,,,,,,,,,,,,
231,136,4,285,"wir Kinder alle waren still vergnügt beschäftigt, mit grünen Kräutern und roter Seide unsere Eier zum morgenden Feste zu färben. ",23,,,,,,,,,,,,,,,,
231,136,4,286,"Plötzlich erhob die Tante ihre sonst so leise Stimme zu dem Schreckensaufruf: <<O Gott, seht doch!» ",23,,,,,,,,,,,,,,,,
231,136,4,287,"Da blickten alle auf und sahen den Kirchhof und das Sogenannte <<Schänzli>> dicht am Pfarrhaus angefüllt von Bewaffneten, die auf unsere Fenster anzulegen schienen.",23,,,,,,,,,,,,,,,,
231,136,4,288,"Bald hatten die Eltern über das Tun des Augenblicks sich verständigt: ",23,,,,,,,,,,,,,,,,
231,136,4,289,"die Mutter nahm ihre beiden Kleinsten an die Hand und führte uns hinunter in die Hausflur, um hinter den Mauern Schutz vor den Kugeln zu haben. ",23,,,,,,,,,,,,,,,,
231,136,4,290,"(Oft hat es die damals noch nicht fünfjährige Dorothea im spätern Leben bezeugt, wie sie in jener Todesangst, zunächst um des Vaters Leben, zum ersten Mal unmittelbar aus tiefstem Herzen zu Gott gerufen und dann auch den wunderbaren Trost des Gebetes empfunden habe.) ",23,,,,,,,,,,,,,,,,
231,136,4,291,"Die andern alle folgten uns, der Vater aber trat ans Fenster und fragte freundlich, was denn die <<guten Freunde» herführe. ",23,,,,,,,,,,,,,,,,
231,136,4,292,"Der Anführer, ein großer starker junger Mann, trat vor und sagte, er sei mit seinen 200 Mann von General Willi hergesandt, um den Pfarrer und den Gemeindammann von Hirzel als Gefangene ins Hauptquartier nach Horgen zu bringen, weil diese beiden die Gemeinde verhindert hätten, an dem siegreichen Kämpfe der Gutgesinnten teilzunehmen u. s. W. ",23,,,,,,,,,,,,,,,,
231,136,4,293,"Der Pfarrer erwiderte, daß er sich nicht weigere, ihnen zu folgen; ",23,,,,,,,,,,,,,,,,
231,136,4,294,"die Männer aber werden von ihrem Marsche ermüdet sein und zunächst noch einen Trunk Wein aus seinem Keller annehmen. ",23,,,,,,,,,,,,,,,,
231,136,4,295,"Dies wurde von der Menge freudig bejaht, und alsbald waren die beiden ältesten Schwestern - mutige Mädchen - geschäftig, Flaschen, Krüge, [48] Waschzüber und aller Arten Gefäße mit Wein zu füllen und sie den Soldaten zu reichen. ",23,,,,,,,,,,,,,,,,
231,136,4,296,"Der Schulmeister (damals noch nicht Herr Lehrer genannt) Strickler - ein wohlgesinnter",23,,,,,,,,,,,,,,,,
231,136,4,297,"verständiger Mann, Vater des «Lehrer Strickler>>[*42], den Ihr alle wohl kanntet - kam hinzu und lud die Kriegsleute ein, in seine warme geräumige Schulstube zu kommen, wo sie sich setzen und gemächlich ihren Wein genießen können.",23,,,,,,,,,,,,,,,,
231,136,4,298,"Sie folgten ihm, ohne auch nur eine Wache beim Pfarrhaus zurückzulassen. ",23,,,,,,,,,,,,,,,,
231,136,4,299,"Der erste Sturm war vorüber, aber auch die Herzensangst um den Vater sollte von uns genommen werden. ",23,,,,,,,,,,,,,,,,
231,136,4,300,"Jener Höhn, der vermittelnde Mann, fand sich auch im Schulhause ein, und ihm mit dem Schulmeister gelang es, durch verständige und freundliche Worte die Leute dahin zu bringen, daß sie eine Summe Geldes als Lösegeld für die beiden, die sie gefangen nehmen sollten, annahmen. ",23,,,,,,,,,,,,,,,,
231,136,4,301,"Der Anführer - so sagten die Berichterstatter - hätte den Antrag sogleich willig angenommen, was umsomehr auffiel, da er, ehe er noch mit seiner Truppe beim Pfarrhaus aufmarschiert sei, sich ganz außerordentlich wild gebärdet habe, dann aber unbegreiflich ruhig und gemäßigt ins Schulhaus gekommen sei. ",23,,,,,,,,,,,,,,,,
231,136,4,302,"Er heiße Schneebeli und sei ein Verwandter des gefürchteten Freundes (von) Willi“ - hatte der Knecht des Pfarrhauses in Erfahrung gebracht.",23,,,,,,,,,,,,,,,,
231,136,4,303,"Die Leute waren ruhig abgezogen. ",23,,,,,,,,,,,,,,,,
231,136,4,304,"Wie sie auf der <<Höhe>> ankamen - so wurde uns erzählt - begegnete ihnen ein Mann, von der Sihlbrücke herkommend, der ihnen mit Entsetzen berichtete, die Schwyzer seien in vollem Anzuge, und von allen Seiten rückten neue Hülfstruppen auf Zürich zu; ",23,,,"Schwyz; Zürich; Affoltern",,,,,,,,,,,,,
231,136,4,305,"«die gute Sache» sei unrettbar verloren. ",23,,,,,,,,,,,,,,,,
231,136,4,306,"Daraufhin habe der Anführer seine Leute entlassen, der eine sei dahin, der andere dorthin und wenige nur nach Horgen zurückgegangen.",23,,,,,,,,,,,,,,,,
231,136,4,307,"Jener Mann hatte wahr berichtet: von mehreren Seiten zugleich rückten die eidgenössischen Truppen heran, in so überlegener Zahl, daß kein Widerstand mehr gewagt wurde.",23,,,,,,,,,,,,,,,,
231,136,4,308,"Es war am vierten April, als von Zürich, durchs Knonaueramt und von Zug her Züricher, Berner und Schwyzer auf unserm Berge zusammentrafen; unter dem Oberkommando des [49] Obersten Ziegler [*44] - nachmals General in holländischen Diensten -, der für diesen Tag sein Hauptquartier im Hirzel aufschlug. ",24,"4,04",,"Schwyz; Zürich;",,,,,,,,,,,,,
231,136,4,309,"Freundlich, ja herzlich und mit dem Ausdruck genauer Kenntnis alles hier Vorgefallenen trat dieser Oberste, der seine Oberoffiziere alle im Pfarrhaus versammelt hatte, auf den Vater zu mit den Worten: «Nun Herr Pfarrer, da sind wir gekommen, Ihnen endlich einmal gründlich Ruhe zu schaffen. ",24,,,,,,,,,,,,,,,,
231,136,4,310,"Sagen Sie mir, wie ist es Ihnen in dieser Schreckenszeit ergangen, und was (hat) Ihre Gemeinde in diesem Aufstand verübt?» ",24,,,,,,,,,,,,,,,,
231,136,4,311,"Einfach erzählte der Gefragte den ganzen Hergang der Sache in seiner Umgebung, nicht ohne es zu betonen, daß die Gemeinde als solche keinen Anteil an dem blutigen Widerstand auf Bocken genommen habe; ",24,,,,,,,,,,,,,,,,
231,136,4,312,"kein Sturmgeläute habe stattgefunden, indem mit Bewilligung der Vorsteher die Kirchenschlüssel in den Händen des Pfarrers geblieben und von den einzelnen, die allerdings ins Gefecht gezogen, ihm nicht entrissen worden seien. ",24,,,,,,,,,,,,,,,,
231,136,4,313,"Er fügte die herzliche Bitte hinzu, daß bei Bestrafung des Aufstandes auf diese Haltung der Gemeinde Rücksicht genommen Werde, «denn» - sagte er «das würde mir am besten Ruhe verschaffen, wenn meine Gemeindekinder erkennen könnten, wie gut ich es mit ihnen meine, auch jetzt gemeint habe, als ich sie vom öffentlich ausgesprochenen Anteil an der verlorenen Sache zurückhielt.»",24,,,,,,,,,,,,,,,,
231,136,4,314,"Und das einfache Wort des Pfarrers, von dem es bekannt war, wie viel er von den Unruhigen gelitten hatte, fiel so sehr ins Gewicht, daß Hirzel wirklich nicht in die Reihe der aufrührerischen Gemeinden eingeschrieben wurde. ",24,,,,,,,,,,,,,,,,
231,136,4,315,"Einzelne, des Anteils am Aufruhr Überwiesene, wurden bestraft, aber während ringsum alle Nachbarorte wochenlang Exekutionstruppen tragen und dann schwere Kontribution zur Tilgung der Kriegskosten bezahlen mußten, blieb Hirzel nach wenigen Tagen - drei Tage lang hatten wir Berner, hernach noch sechs Tage «Zürichbieter» - von Exekutionstruppen und hernach von Kontribution gänzlich befreit. ",24,,,"Zürich;",,,,,,,,,,,,,
231,136,4,316,"Vor Abreise der Berner versammelte ihr Anführer - Oberst Kirchberger [*45], nachmals Mitglied des in Zürich niedergesetzten Kriegsgerichtes - die Gemeindevorsteher im Schulhause und erklärte [50] ihnen, daß die Gemeinde - als solche - frei ausgehn werde, und daß sie solches einzig und allein ihrem Pfarrer zu danken habe, dessen kräftiger Widerstand gegen das Sturmläuten und nun sein bei der Obrigkeit abgelegtes gutes Zeugnis sie vor der Strafe aller benachbarten Orte bewahrt habe.",24,,,"Zürich;",,,,,,,,,,,,,
231,136,4,317,"Und nun - welch ein Umschwung der Stimmung, der ganzen Lage! – ",25,,,,,,,,,,,,,,,,
231,136,4,318,"«Wenn eines Menschen Wege dem Herrn gefallen, so macht er auch seine Feinde mit ihm zufrieden!» sagte damals leise die Mutter. ",25,,,,,,,,,,,,,,,,
231,136,4,319,"Ja, zufrieden waren jetzt die Hirzler mit ihrem Pfarrer. ",25,,,,,,,,,,,,,,,,
231,136,4,320,"Überall lauter oder leiser Dank, überall lächelnde Gesichter, freundliches Entgegenkommen, Freude, wo sich der Pfarrer blicken ließ oder die Seinigen, denn auch wir Kinder empfanden glückselig die Veränderung der Dinge um uns her: ",25,,,,,,,,,,,,,,,,
231,136,4,321,"statt der beständigen Sorge um des Vaters Leben, um alles, was uns angehörte, nun Sicherheit und Ruhe, und wo wir uns blicken ließen, ein herzlicher Willkomm und dargebotene Kirschen oder Äpfel und dergleichen, uns ganz neue Freundlichkeiten. ",25,,,,,,,,,,,,,,,,
231,136,4,322,"Und was das Schönste war: ihrer viele, die in jenen Schreckenstagen am lautesten getobt hatten, kamen jetzt ihren Pfarrer um Vergebung zu bitten und erwiesen sich fortan als seine getreuen Anhänger. ",25,,,,,,,,,,,,,,,,
231,136,4,323,"Später noch, erst auf seinem Todbette, sprach auch der Mann sich aus, der einst den Hühnern Gift gestreut hatte, - eine Tat, die ihm keine Ruhe ließ, bis er sie endlich beichten konnte.",25,,,,,,,,,,,,,,,,
231,136,4,324,"Selbst - ja ganz besonders - jener Huber, der einst den Vater hatte ermorden wollen, kam zur Besinnung und zu seinem frühern schlichten Wesen zurück. ",25,,,,,,,,,,,,,,,,
231,136,4,325,"Der arme Mann hatte in seinem politischen Treiben seine eigenen Angelegenheiten jahrelang vernachlässigt; ",25,,,,,,,,,,,,,,,,
231,136,4,326,"von seinen Gesinnungsgenossen, die ihn früher immer gebraucht, zum äußersten gedrängt und gehetzt hatten, nun von Haus und Hof Vertrieben, wandte er sich, gänzlich verarmt, an seinen Pfarrer, der nun die süße Genugtuung hatte, seinem ehemaligen Feinde die Hand drückend, ihn mit Rat und Tat unterstützen zu können. ",25,,,,,,,,,,,,,,,,
