id,memberID,img,groupID,selection_class,agenttype1,agenttype2,gender,last_name,first_name,other_name,birthday,birth_location_map,deathday,death_location,workplace,knows,shortbio,data_evaluation,authority_record,authority_organization,birth_location
115,EdG1454,,,4,1,4,1,Edlibach,Gerold,,1454-01-01 00:00:00,,1530-01-01 00:00:00,,,,"combination of historiography and political functions - Zürcher Chronik oder Zürcher- und Schweizerchronik (1485/86) – combination of biography and historiography - Rotwelschglossar (fickabel des rotwelschtz) (1490) - Zürcher Wappenbuch (1480-) - Waldmannhandel (Waldmannscher Auflauf) (1489) – Aufzeichnungen zur Reformation (1520-1527) (Gamper & Gamper, 2005)",1,,,
116,EgHH1818,,,1,1,2,1,Egli,Hans Heinrich,,1818-01-01 00:00:00,,1839-01-01 00:00:00,,,,Sohn armer Eltern,1,,,Wetzikon/Zürich
117,ElF1794,,,2,1,1,1,Elgger,"Franz, von",,1794-01-01 00:00:00,,1858-01-01 00:00:00,Luzern,Rheinfelden,,,1,,,
118,EnC1785,,,1,1,2,1,Enderli,Caspar,,1785-01-01 00:00:00,,,,,,unbekannt,1,,,"Illnau, von Bisikon"
119,EnEgR1761,,,4,1,4,2,Engel,Regula,,1761-01-01 00:00:00,,1853-01-01 00:00:00,"Zürich, Switzerland","Flutern, Zürich, Switzerland",,"Frau Oberst Engel; von Cairo bis Nework. participated as wife of a militar in French mercenary services (Napoleon). published 1821 – she fought in the battle and was mother of 21 children (“Memoiren der Regula Engel: Die Frau Oberst | DIE ZEIT Archiv | Ausgabe 43/1977,” n.d.)",4,42629184,0,
120,EnJFL1783,,,2,1,2,1,Engelhard,Johann Friedrich Ludwig,,1783-01-01 00:00:00,,1862-01-01 00:00:00,"Murten, Switzerland","Zweibrücken, Pfalz",,Erinnerungen aus meinen Feldzügen in Spanien,4,D3923,0,
121,ErJH0000,,,2,1,3,1,Erni,Johann Heinrich,,,,,,,,"Gichteler (Neugläubiger), Buchbinder und Coeditor der Memorabilia mit Johann Balthasar Bullinger, Anton Werdmüller, Johann Heinrich Erni, Friedrich Vogel und Gottfried von Escher bis 1870",2,na,0,Pfäffikon
122,ErJU1803,,,2,1,2,1,Ernst,Johann Ulrich,,1803-01-01 00:00:00,,1846-01-01 00:00:00,,,,"Gichteler (Neugläubiger), publiziert Briefe von Gichtel und Campagne 1842",1,,,"Veltheim, Winterthur"
123,EsE1759,,,2,1,3,2,Escher,Elisabetha,,1759-01-01 00:00:00,,,na,na,,sister of H. Escher's father,2,na,0,
124,EsHJ1770,,,2,1,3,1,Escher,Hans Jakob,,1770-01-01 00:00:00,,1827-01-01 00:00:00,,,,Pfarrer in Kontakt mit Campagne,1,,,Pfäffikon
125,EsHe1781,,,2,1,2,1,Escher,Heinrich,,1781-01-01 00:00:00,,1860-01-01 00:00:00,,,,"Sohn von Hs. Konrad E. (1743-1814), V.D.M. Dr.phil.h.c., Professor der Geschichte, und Logik am obern. Gymnasium, Erziehungsrat, stimmte gegen die Berufung von Strauss",1,,,
126,EsA1789,,,1,1,2,1,Escher,Heinrich,,1789-01-01 00:00:00,,1870-01-01 00:00:00,,,,"Canzlist, öffentlicher Ankläger, Oberamtmann (Grüningen), Präsident Criminalgericht, Professor Staatswissenschaft (Uni ZH), Regierungsrath (1833)",1,,,Zürich
127,EsN1855,,,4,1,4,2,Escher,"Nanny, von",,1855-01-01 00:00:00,,1932-01-01 00:00:00,"Langnau am Albis, Switzerland","Zürich, Switzerland",,,4,3225736,0,
128,EsR1757,,,2,1,3,2,Orelli-Escher,"Regula, v.",,1757-01-01 00:00:00,,,na,na,,Schülerin Lavaters und Gattin von David von Orell,2,na,0,
129,EsH1776,,,2,1,2,1,Escher ,Heinrich,,1776-01-01 00:00:00,,1853-01-01 00:00:00,,,,vater von Alfred Escher,1,,,
130,EsgJH1819,,,1,1,1,1,Escher vom Glas,Johann Heinrich Alfred,,1819-01-01 00:00:00,,1882-01-01 00:00:00,"Enge, Zürich, Switzerland","Zürich, Switzerland",,"Hauptförderer der Eidg. Technischen Hochschule und des Gotthard-Durchstiches,",4,40175198,0,Zürich/Enge
131,EslHK1743,,,1,1,3,1,Escher vom Luchs,Hans Konrad,,1743-01-01 00:00:00,,1814-01-01 00:00:00,"Zürich, Switzerland","Zürich, Switzerland",,,4,D13461,0,Zürich/Zürich
132,EsJK1761,,,1,1,3,1,Escher vom Luchs,"Johan Konrad, von",,1761-01-01 00:00:00,,1833-01-01 00:00:00,"Zürich, Switzerland*","Baden, Switzerland",,Bürgermeister 1814,4,D47822,0,
133,EsLtHC1767,,,2,1,3,1,Escher von der Linth,Hans Conrad,,1767-01-01 00:00:00,,1823-01-01 00:00:00,,,,,1,,,Zürcher Politiker. Leiter der Korrektion der Linthebene
134,EskHC1755,,,2,1,3,1,Escher-Keller,Hans Caspar,,1755-01-01 00:00:00,,1831-01-01 00:00:00,,,,,1,,,
135,EsS 1764,,,2,1,3,2,Escher-Meyer,Susanna,,1764-01-01 00:00:00,,,na,na,,mother of Heinrich Escher,2,na,0,
136,EsSchH1777,,,2,1,3,1,Escher-Schulthess,Hans Heinrich,,1777-01-01 00:00:00,,1840-01-01 00:00:00,Zürich,Zürich,,,4,105271398X ,0,
138,EtP1507§,,,2,1,5,1,Etterlin,Petermann,,,,,,,,wrote Chronik Basel (1507),1,,,
140,FaD1868,,,2,1,3,1,Farbstein,David,,1868-01-01 00:00:00,,1953-01-01 00:00:00,"Zürich, Switzerland","Waschau, Poland",,,4,50145742,0,
141,FaeCW1793,,,1,1,2,1,Fäsi,Carl Wilhelm,,1793-01-01 00:00:00,,1852-01-01 00:00:00,,,,Diacon,1,,,
142,FaBoAL1762,,,2,1,3,1,Fauche (-Borel),Abraham Louise,,1762-01-01 00:00:00,,1829-01-01 00:00:00,Neuenburg,Neuenburg,,Von 1790 an setzte er sich als Buchhändler und Geheimagent für die Gegenrevolution ein. ,1,,,Neuchatel
143,FaJ1794,,,2,1,3,1,Fazy,James,,1794-01-01 00:00:00,,1878-01-01 00:00:00,"Petit-Saconnex, Geneva, Switzerland","Geneva, Switzerland",,"radikaler Führer Genf, gegen calvinistisch-konservative",1,,,Genf
144,Fehr1779,,,2,1,3,1,Fehr,Johannes,,1779-01-01 00:00:00,,1838-01-01 00:00:00,"St. Gallen, Switzerland?",,,"St. Gallen; als Reutiner zum katholischen Glauben übertritt übernehmen  die Herren Gonzenbach-Huber, Johannes de Julius Hieronymus Zollikofer, Conrad Fehr, Sebastian Kunkler und der Arzt Caspar Wetter – bildeten ein Konsortium, um eine Buchhandlung zu errichten. Sie erwarben den Büchervorrat von Reutiner. Später Conrad und dann sein Sohn Fehr bilden die Fehr'sche Buchhandlung.",1,,,
145,FeR1877,,,3,1,5,1,Feller,Richard,,1877-01-01 00:00:00,,1958-01-01 00:00:00,,,,"Schweizer Historiker (Kantonalsgeschichte Berns). Die schweizerische Geschichtsschreibung im 19. Jahrhundert – Geschichtsschreibung der Schweiz (Feller & Bonjour, 1979)",1,,,
146,FeA1723,,,2,1,5,1,Ferguson,Adam,,1723-01-01 00:00:00,,1818-01-01 00:00:00,,,,,1,,,
147,FiJ 1826,,,3,1,5,1,Ficker,Julius,,1826-01-01 00:00:00,,1902-01-01 00:00:00,,,,"wrote Das deutsche Kaiserreich in seinen universalen und nationalen Beziehungen (1861) defends the „universal Catholic idea of empire“ (Metzger, 2011) (p. 173)",1,,,
148,Fierz1787,,,2,1,3,1,Fierz,Johann Jakob,,1787-01-01 00:00:00,,1861-01-01 00:00:00,"Küsnacht, Zürich, Switzerland","Küsnacht, Zürich, Switzerland",,Brigadekommandant im Sonderbundskrieg,1,,,
149,FiGM1790,,,2,1,2,1,Fieschi,Giuseppe Marco,"also Joseph, Joseph Gérard or Joseph Mar",1790-01-01 00:00:00,,1836-01-01 00:00:00,"Paris, France","Murat, Corsica",,,1,,,
150,FiJJ1796,,,2,1,3,1,Finsler,Johann Jakob,,1796-01-01 00:00:00,,1836-01-01 00:00:00,,,,Seidenfabrikant auf dem Land,2,na,0,
151,FiCJ1773,,,2,1,3,1,Fischer,Conrad Johann,,1773-01-01 00:00:00,,1854-01-01 00:00:00,,,,Pionier der Stahlindustrie,1,,,
152,FiR0000,,,2,1,3,1,Fischer,"Rudolf, von",,,,,,,,Sarnerbund; Major,1,,,
153,FlC1750,,,3,1,5,2,Flachsland,Caroline,"Maria Karoline, Karoline, Maria Caroline",1750-01-01 00:00:00,,1809-01-01 00:00:00,Weimar,"Reichenweier, Alsace",,She married Johann Gottfried von Herder and belonged to the Weimar circle.,4,49387820,0,
154,FlM1805,,,2,1,1,2,Flaviny,"Marie, de","Marie, D'Agoult, Marie Catherine Sophie,",1805-01-01 00:00:00,,1876-01-01 00:00:00,"Paris, France","Frankfurt am Main, Germany",,,2,na,0,
155,FlD1431*,,,2,1,3,2,Flüeh-Wyss,"Dorothea, von",,,,,na,na,,,2,na,0,
156,FlE1851,,,2,1,3,2,Flühmann,Elisabeth,,1851-01-01 00:00:00,,1929-01-01 00:00:00,"Aarau, Switzerland","Schwandholz bei Krattigen, Saxeten",,Swiss pedagogue and fighter for women's rights.,4,308194913,0,
157,FoJ1840,,,2,1,2,1,Fontana,José,,1840-01-01 00:00:00,,,,,,,1,,,
158,FrS1796,,,2,1,2,1,Franscini,Stefano,,1796-01-01 00:00:00,,1857-01-01 00:00:00,,,,,1,,,
159,FrJoI1830,,,2,1,3,1,Franz Joseph I of Austria,,Franz I.,1830-01-01 00:00:00,,1916-01-01 00:00:00,"Schönbrunn Palace, Vienna","Schönbrunn Palace, Vienna",,Kaiser von Österreich,2,na,0,
160,FrWiIII1770,,,2,1,3,1,Frederick William III of Prussia,,Friedrich Wilhelm III.,1770-01-01 00:00:00,,1840-01-01 00:00:00,Berlin,"Potsdam, Prussia",,König von Preussen,4,50016770,0,
161,FrJR0000,,,2,1,3,1,Frey,Johann Rudolf,,,,,,,,Gichteler (Neugläubiger),2,na,0,Uster
163,FrJ1805,,,3,1,5,1,Fröbel,Julius,,1805-01-01 00:00:00,,1893-01-01 00:00:00,"Zürich, Switzerland","Griesheim, Thüringen",,publisches in Dittmar’s Die sociale Reform,4,2771521,0,
164,FrH1469§,,,2,1,5,1,Fründ,Hans,,,,,,,,"Geschichte des Alten Zürichkriegs aus Sicht der anti-habsburgischen Partei für die Jahre 1436-1447 (Fründ, 1469)",1,,,
165,FrJ0000,,,2,1,3,1,Frutiger,Johannes,,,,,,,,"Kaufmann, Auswanderung nach Jerusalem, Jude, zum Christentum konvertiert",1,,,
166,FuNI0000,,,2,1,6,1,Fuchs (von Einsiedeln),Nikolaus Ignaz ,,,,,,,,Major im Kgl. Englischem Dienste,2,na,0,Einsiedeln
167,FuE1876,,,3,1,5,1,Fueter,Eduard,,1876-01-01 00:00:00,,1928-01-01 00:00:00,,,,"Schweizer Historiker (Geschichte der Schweiz, Westeuropas und der USA, Geschichte der Historiographie)",1,,,
168,FuJ1805,,,1,1,2,1,Furrer,Jonas ,,1805-01-01 00:00:00,,1861-01-01 00:00:00,Bad Ragaz,"Winterthur, Switzerland",,"Dr. hon. Bürgermeister, Anwalt",4,64412774,0,Winterthur/Bad Ragaz
169,FueHH1745,,,4,1,4,1,Füssli,Hans Heinrich,,1745-01-01 00:00:00,,1832-01-01 00:00:00,,,,Historiker für Vaterländische Geschichte,1,,,
170,FueJJ1792,,,1,1,2,1,Füssli,Johann Jakob,,1792-01-01 00:00:00,,1860-01-01 00:00:00,,,,Wollishofen/Neumünster,1,,,Zürich
171,Füssli0000,,,2,1,6,1,Füssli,,,,,,,,,Oberst,2,na,0,
172,FueCK0000,,,2,1,6,1,Füsslin,Christian Karl,,,,,,,,,1,,,
173,FuJC1704,,,2,1,2,1,Füsslin,Johan Conrad,,1704-01-01 00:00:00,,1775-01-01 00:00:00,,,,,1,,,
174,FueJJ1646§,,,2,1,6,1,Füsslin,Johann Jacob,,,,,,,,,1,,,
175,GaExxxx,,,3,1,5,1,Gagrliardi,Ernst,,,,,,,,"Schweizer Geschichte in 3 volumes (Universität Basel, 2010)",1,,,
176,GaA1810,,,2,1,2,1,Galeer,Albert,,1810-01-01 00:00:00,,,,,,,1,,,
177,GaF1876,,,3,1,5,2,Gallati,Frieda,,1876-01-01 00:00:00,,1955-01-01 00:00:00,,,,Schweizer Historikerin,1,,,
178,GaG1807,,,2,1,2,1,Garibaldi,Giuseppe,,1807-01-01 00:00:00,,1882-01-01 00:00:00,"Caprera, Italy","Nizza, France",,Garibaldi was an Italian freedom fighter. He was quite popular amongst radical-liberals in Switzerland.,4,100192194,0,
179,GaAxxxx,,,3,1,5,1,Gasser,Adolf,,,,,,,,"“genossenschaftlichkeit” (Universität Basel, 2010)",1,,,
180,GeM1886,,,3,1,5,1,Gelzer,Matthias,,1886-01-01 00:00:00,,1974-01-01 00:00:00,,,,Schweizer Althistoriker (Römische Geschichte),1,,,
181,GeG1765,,,1,1,3,1,Gessner,Georg,,1765-01-01 00:00:00,,1843-01-01 00:00:00,,,,"Pfarrer am Grossmünster, Antistes",1,,,
182,GeHeJ1765§,,,4,1,4,2,Gessner-Heidegger,Judith,,,,,,,,Biographer. Wife of Salomon Gessner 1730-1788.,1,,,
183,GlCW0000,,,2,1,3,1,Glück,"Christian Wilhelm, von",,,,1866-01-01 00:00:00,,,,1866 Selbstmord,1,,,
184,GlC1825,,,3,1,5,2,Glümer,"Claire, von",,1825-01-01 00:00:00,,1906-01-01 00:00:00,Blasewitz,"Blankenburg, Harz",,German writer and translator. Participated in the Dresden May Upheavel. publisches in Dittmar’s Die sociale Reform,4,77073936,0,
185,GoM1870,,,2,1,3,2,Gobat,Marguerite,,1870-01-01 00:00:00,,1937-01-01 00:00:00,"Magglingen, Switzerland","Delsberg, Switzerland",,Co-founder of the International Women's Organization.,4,D9304,0,
186,GoeM1826,,,2,1,2,2,Goegg-Pouchoulin,Marie,,1826-01-01 00:00:00,,1899-01-01 00:00:00,na,na,,,2,na,0,
187,GoJW1749,,,2,1,3,1,Goethe,Johann Wolfgang,,1749-01-01 00:00:00,,1832-01-01 00:00:00,Weimar,"Frankfurt am Main, Germany",,"machte enthusiastische Reiseberichte über die ""wildromantische"" Schweiz",4,24602065,0,
188,GoFA1793,,,2,1,3,1,Good,Franz Anton,,1793-01-01 00:00:00,,1866-01-01 00:00:00,"Mels, St. Gallen, Switzerland","Mels, St. Gallen, Switzerland",,,4,D18268,0,
189,GoJ 1797,,,2,1,3,1,Gotthelf,Jeremias,,1797-01-01 00:00:00,,1854-01-01 00:00:00,"Lützelflüh, Switzerland","Murten, Switzerland",,fromm-konservative Volksbewegung,4,49303093,0,
190,GoO1748,,,3,1,5,2,Gouges ,"Olympe, de",,1748-01-01 00:00:00,,1793-01-01 00:00:00,"Paris, France","Montauban, France",,"human rights (Gouges, n.d.) – special emphasis in education (Valls et al., 2002) (p. 41) – uncovers logical inconsistencies between a patriarchal society and the theory of natural law (Heinzelmann, 2007)(p. 82) – begin of the discourse that links violence, misogyny in the historiography of human rights, the problem of defining the subject of rights “person” (Cazés & Huerta Rojas, 2005) (p. 149) the mexican describes the actuality and urgency  of this question",2,na,0,
191,Goumoens1771,,,2,1,2,1,Goumoëns,"Rudolf Ludwig, von",,1771-01-01 00:00:00,,1839-01-01 00:00:00,"Bern, Switzerland","Bern, Switzerland",,Berner Hauptmann im Bockenkrieg,4,D23727,0,Bern
192,GoE 1879,,,4,1,4,2,Gourd,Emilie,,1879-01-01 00:00:00,,1946-01-01 00:00:00,"Geneva, Switzerland","Geneva, Switzerland",,,4,D9308,0,
193,GrJM1807,,,2,1,2,1,Gräflein,Johann Melchior,,1807-01-01 00:00:00,,1849-01-01 00:00:00,"Weinfelden, Switzerland","Steckborn, Switzerland",,,4,D5114,0,
194,GrJJ1579,,,2,1,5,1,Grasser,Johann Jacob ,,1579-01-01 00:00:00,,1627-01-01 00:00:00,,,,Schweitzerisch Heldenbuch – Reformation and counter reformation,1,,,
195,GrH1842,,,2,1,2,1,Greulich,Hermann,,1842-01-01 00:00:00,,,,,,,1,,,
196,GrR0000,,,2,1,3,1,Grob,R.,,,,,,,,Gichteler (Neugläubiger),2,na,0,"Wallikoen, Pfäffikon"
197,GrAM1761,,,2,1,3,2,Grosholtz,Anna Maria ,Marie Tussaud,1761-01-01 00:00:00,,1850-01-01 00:00:00,"London, England",Strassbourg,,,4,96273854,0,
198,GrE1795,,,4,1,4,2,Grossmann,Elisabetha,,1795-01-01 00:00:00,,1858-01-01 00:00:00,,,,Biographer,1,,,
199,GrA1749,,,3,1,5,2,Grün,"Albertine, von",,1749-01-01 00:00:00,,1792-01-01 00:00:00,na,na,,German poet.,2,na,0,
200,GrH1819,,,1,1,2,1,Grunholzer,Heinrich,,1819-01-01 00:00:00,,1873-01-01 00:00:00,,,,"Sekundarlehrer, Seminardirektor, Industrieller",1,,,Bauma (ZH)
201,Guard0000,,,2,1,3,1,Guard,,,,,,,,,,2,na,0,
202,GuJ1807,,,1,1,2,1,Gubler,Johannes,,1807-01-01 00:00:00,,,,,,unbekannt,1,,,Pfäffikon
203,GueSxxxx,,,3,1,5,1,Guex,Sébastien,,,,,,,,model of consensus…,1,,,
204,GvMU0000,,,2,1,6,1,Gugelberg v. Moos,Ulisses,,,,,,,,Bündner im Regiment Roll,2,na,0,
205,GuG1845,,,2,1,3,2,Guillaume-Schack,Gertrud,,1845-01-01 00:00:00,,1903-01-01 00:00:00,na,na,,,4,233789078,0,
206,GuH1801,,,1,1,2,1,Gujer,Heinrich,,1801-01-01 00:00:00,,1868-01-01 00:00:00,,,,Müller,1,,,Kempten/Bauma (ZH)
207,Gysi1803,,,2,1,3,1,Gysi-Schinz,Heinrich,,1803-01-01 00:00:00,,1878-01-01 00:00:00,,,,"Stadtrat, Präsident Stadtpolizei, Freemason",2,na,0,
208,HaA1281,,,4,1,4,2,Habsburg,"Agnes, von","Agnes von Ungarn,",1281-01-01 00:00:00,,1364-01-01 00:00:00,Königsfelden,na,,,4,15645841,0,
209,HaA1708,,,3,1,5,1,Haller,"Albrecht, von",,1708-01-01 00:00:00,,1777-01-01 00:00:00,,,,CH – opponent to Voltaire,1,,,
210,HSdGA1808,,,2,1,3,1,"Haller, Seigneur de Goumoen",Albert,,1808-01-01 00:00:00,,1858-01-01 00:00:00,"Chur, Switzerland","Bern, Switzerland",,Berner Hauptmann im Bockenkrieg,1,,,Bern
211,HaHH0000,,,2,1,3,1,Hartmeyer,Hans Heinrich,,,,,,,,Gichteler (Neugläubiger),2,na,0,Mönchaltorf
212,Hauser0000,,,2,1,3,1,Hauser,,,,,,,,,,2,na,0,
213,He0000,,,2,1,3,1,Heer,,,,,,,,,Dekan Phil. Fakultät,2,na,0,
214,HeGWF1770,,,3,1,5,1,Hegel,Georg Willhelm Friedrich,,1770-01-01 00:00:00,,1831-01-01 00:00:00,"Berlin, Prussia","Stuttgart, Württemberg",,unversal history,4,89774942,0,
215,HeJ1789,,,1,1,2,1,Hegetschweiler,Johannes,,1789-01-01 00:00:00,,1839-01-01 00:00:00,,,,"Arzt, Naturwissenschaftler, Alpinist",1,,,Rifferswil/Stäfa
216,HeG0000,,,2,1,1,1,Heidegger,Georg,,,,,,,,,2,na,0,
217,HeGF1785,,,2,1,3,1,Heilmann,Georg Friedrich,,1785-01-01 00:00:00,,1862-01-01 00:00:00,"Biel, Switzerland","Biel, Switzerland",,,4,45199718,0,
218,HeMoeM1845,,,4,1,4,2,Heim-Vögtlin,Marie,,1845-01-01 00:00:00,,1916-01-01 00:00:00,"Zürich, Switzerland",Bözen,,,4,95186121,0,
219,HeJR0000,,,2,1,1,1,Heiz,Johann Rudolf,,,,,na,na,,around 1846-1870,1,,,Albisrieden
220,HeF1741,,,1,1,3,1,Herder,Felix,,1741-01-01 00:00:00,,1810-01-01 00:00:00,,,,Pfarrer Kirche zu Predigern 1810,1,,,
221,HeJG1744,,,3,1,5,1,Herder,Johann Gottfried,,1744-01-01 00:00:00,,1803-01-01 00:00:00,"Weimar, Saxe-Weimar","Mohrungen, East Prussia, Kingdom of Prussia",,"„romantisch-nationale Geschichtsauffassung“ (Tuchtenhagen, 2011) (p. 44)",4,95187266,0,
222,HeN1818,,,2,1,3,1,Hermann,Nicolaus,,1818-01-01 00:00:00,,1888-01-01 00:00:00,"Sachseln, Switzerland","Sachseln, Switzerland",,,4,232589443,0,
223,HeD1697,,,3,1,5,1,Herrliberger,David,,1697-01-01 00:00:00,,1777-01-01 00:00:00,,,,Zürcher Kupferstechers. «Neue und vollständige Topographie der Eidgnossschaft» des ,2,na,0,
224,HeSiE1817,,,4,1,4,2,Herwegh-Siegmund,Emma,,1817-01-01 00:00:00,,1904-01-01 00:00:00,"Paris, France",Magdeburg,,"historiography of the French revolutions (E. Herwegh, 1849) and its influence on men like Wedekind (Krausnick, 2013) – women’s rights (E. Herwegh, 1998) – political orientation in letters with her husband (G. Herwegh & Herwegh, 1898) - more in (Wedel, 2010) (p. 335) - ",4,10605395,1,
225,HeHJ1764,,,3,1,5,2,Herz,Henriette (Julie) ,,1764-01-01 00:00:00,,1847-01-01 00:00:00,,,,"– salonnière in Berlin – expects reconstitution of (natural) liberal rights in the beginning of French Revolution and suffers great deception (Vahsen, 2000) (p. 50) – they see the cause of the brutalisation of the revolution in the change of the revolutionary leaders and the building of parties (especially the Jacobin lobby making) instead of being led by virtue. – she belongs to a rather conservative anti-revolutionary opinion",1,,,Berlin
227,HeT1860,,,2,1,3,1,Herzl,Theodor,,1860-01-01 00:00:00,,1904-01-01 00:00:00,"Edlach, Austria-Hungary","Budapest, Kingdom of Hungary",,,4,76317061,0,
228,HeJC1793,,,2,1,3,1,Hess,Johann Caspar,,1793-01-01 00:00:00,,1858-01-01 00:00:00,,,,"Briefwechsel mit Conrad Ferdinand Meyer, married with Anna Maria Corrodi",1,,,
229,HeJJ1791,,,1,1,2,1,Hess,Johann Jakob,,1791-01-01 00:00:00,,1857-01-01 00:00:00,,,,"Bürgermeister, Präsident des Polizeirates",1,,,Zürich
230,HeS1763,,,1,1,3,1,Hess,Salomon,,1763-01-01 00:00:00,,1837-01-01 00:00:00,,,,Diacon St. Peter,1,,,
231,HeM1797,,,1,1,1,2,Heusser-Schweizer,Anna Margaretha Barbara (Meta),,1797-01-01 00:00:00,,1876-01-01 00:00:00,"Hirzel, Zürich, Switzerland","Hirzel, Zürich, Switzerland",,Arztfrau und Dichterin,4,20440576,0,Zürich
232,Hi853§,,,2,1,5,2,Hildegard,,,,,,,,,"Princess Abbess of the Imperial Abbey of Fraumünster (Zürich). Received the abbey as a donation from her father Louis the German, grandson of Charlemagne.",1,,,
233,HiC 1833,,,2,1,3,1,Hilty,Carl,,1833-01-01 00:00:00,,1909-01-01 00:00:00,"Clarens, Switzerland","Grabs, Switzerland",,,4,3265317,0,
234,HiB1807,,,1,1,1,1,Hirzel,Bernhard,,1807-01-01 00:00:00,,1847-01-01 00:00:00,"Paris, France","Enge, Zürich, Switzerland",,"Pfarrer, Theologe, Orientalist",4,776315,0,Pfäffikon (ZH)
235,HiCM1793,,,1,1,2,1,Hirzel,Conrad Melchior,,1793-01-01 00:00:00,,1843-01-01 00:00:00,,,,"Bürgermeister   , Onkel von Bernhard Hirzel",1,,,Zürich
236,HiHC1751,,,1,1,3,1,Hirzel,Hans Caspar,,1751-01-01 00:00:00,,1817-01-01 00:00:00,,,,Stadtarzt,1,,,
237,HiHC1798,,,2,1,3,1,Hirzel,Hans Caspar,,1798-01-01 00:00:00,,1866-01-01 00:00:00,,,,"Professor of Philosophy in the Carolinum. 1866 suicide, possibly because of bankrupcy.",4,81755492,0,
238,HiJC1749,,,2,1,3,1,Hirzel,Johannes,,1749-01-01 00:00:00,,1813-01-01 00:00:00,,,,Grossvater Bernhards,1,,,
239,HiJ1803,,,2,1,2,1,Hirzel,Johannes,,1803-01-01 00:00:00,,1865-01-01 00:00:00,,,,"Tuscher, Presser, Bruder von Bernhard",1,,,
240,HiL1801,,,2,1,2,1,Hirzel,Ludwig,,1801-01-01 00:00:00,,1841-01-01 00:00:00,,,,Professor Prof. Theologie,1,,,
241,HiS1719,,,1,1,3,1,Hirzel,Salomon,,1719-01-01 00:00:00,,1791-01-01 00:00:00,,,,Oberst,1,,,
242,HiS1727,,,1,1,3,1,Hirzel,Salomon,,1727-01-01 00:00:00,,1818-01-01 00:00:00,,,,,1,,,
243,HiS1762,,,1,1,3,1,Hirzel,Salomon,,1762-01-01 00:00:00,,1833-01-01 00:00:00,,,,Offizier in französischen Diensten,1,,,
244,HiS1790,,,2,1,2,1,Hirzel,Salomon,,1790-01-01 00:00:00,,1844-01-01 00:00:00,,,,"Oberstartillerieinspektor; coronel (Oberst) during Züriputsch.
",1,80570408,,
245,HiS1804,,,1,1,2,1,Hirzel,Salomon,,1804-01-01 00:00:00,,1877-01-01 00:00:00,,,,Verlagsbuchhändler in Leibzig,1,,,
246,HiH1766,,,1,1,3,1,Hirzel ,Heinrich,,1766-01-01 00:00:00,,1840-01-01 00:00:00,,,,Theologieprofessor,1,,,
247,HiA1801*,,,2,1,2,2,Hirzel-Bürkli,Anna Margaretha,,,,1816-01-01 00:00:00,na,na,,Schwester von Bernhard,2,na,0,
248,HiJ1776,,,2,1,3,1,Hirzel-Bürkli,Johannes,,1776-01-01 00:00:00,,1884-01-01 00:00:00,,,,"Tuchhändler, Vater von Bernhard",1,,,
249,HiM1778,,,2,1,3,2,Hirzel-Bürkli,Margaretha,,1778-01-01 00:00:00,,1851-01-01 00:00:00,na,na,,Mutter von Bernhard,2,na,0,
250,HiHC1800,,,1,1,2,1,Hirzel-Escher,Hans Caspar,,1800-01-01 00:00:00,,1883-01-01 00:00:00,,,,,1,,,
251,HiJC1792,,,2,1,2,1,Hirzel-Escher,Johann Caspar,,1792-01-01 00:00:00,,1851-01-01 00:00:00,,,,Regierungsrat,1,,,
252,HoJ1820,,,1,1,2,1,Hofmann,Johannes,,1820-01-01 00:00:00,,,,,,Tischler-Lehrling in Zürich,1,,,Kloten
253,HoA1758,,,3,1,5,2,Holst,Amalia,,1758-01-01 00:00:00,,1829-01-01 00:00:00,na,na,,"She was a German writer, intellectual, and feminist. Her work examined traditional pedagogy and challenged Enlightenment writers such as Jean-Jacques Rousseau. She is often called the German counterpart to Mary Wollstonecraft (Wikipedia).",2,na,0,
254,HoE1839,,,2,1,3,2,Honegger,Elise,,1839-01-01 00:00:00,,1912-01-01 00:00:00,"Rotmonten, St. Gallen, Switzerland","Stäfa, Zürich, Switzerland",,"corrector and co-editor of the ""Republican""",4,295678702,0,
255,HoJJ1652,,,2,1,3,1,Hottinger,Johann Jakob,,1652-01-01 00:00:00,,1735-01-01 00:00:00,"Zürich, Switzerland","Zürich, Switzerland",,,4,D10680,0,
256,Ho1783,,,3,1,5,1,Hottinger,,,1783-01-01 00:00:00,,1860-01-01 00:00:00,"Zürich, Switzerland","Zürich, Switzerland",,"Professor of philology at the Carolinum in Zürich. Vizepräsident Erziehungsrat. since 1749 Schweizer Monatchronik – modern version of chronicle (Schweizerische monats-chronik, Volumes 13-14 (Google eBook), 1828) redigiert by Johann Jakob Hottinger",4,19835905,0,
257,Ho0000,,,2,1,3,1,Hotz,,,,,,,,,,2,na,0,
258,HuT1764,,,3,1,5,2,Huber,Therese,,1764-01-01 00:00:00,,1829-01-01 00:00:00,Augsburg,"Heyne, Göttingen",,"was a German author. She was one of the so-called Universitätsmamsellen, a group of five academically active women during the 18th-and 19th century, daughters of academics on Göttingen University, alongside Meta Forkel-Liebeskind, Caroline Schelling, Philippine Engelhard, and Dorothea Schlözer.",4,29584708,0,
259,Hu0000,,,2,1,3,1,Huber,,,,,,,,,,2,na,0,
