"id","img","author_name","author_id","type","genre","created","published","title","subtitle","publisher","location","citation","description","source","medium","language","format","subject","rights","rights_holder","data_evaluation","authority_record","authority_organization","pdf_book","ext_source"
"77",NULL,"0","0","2","2",NULL,"1798-01-01 00:00:00","Zürcher Zentralbibliothek (ZBB), Handschriftabteilung","Privatbestände Gessner Georg. Gessner, Georg Ms ZV 686 f. Gessner, Georg: Neu-Jahrs-Predigt, Ermunterung zur frohen Hoffnung, Hesajas XXX. 15. den 1. Januar 1798",NULL,NULL,NULL,"author: Gessner, Georgsubject: Gessner","Ognois, Laure",NULL,"1","Handschriftliche Quellen",NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"78",NULL,"0","0","2","2",NULL,"1798-01-01 00:00:00","Zürcher Zentralbibliothek (ZBB), Handschriftabteilung","Privatbestände Gessner Georg. Gessner, Georg Ms ZV 686 f. Gessner, Georg: Neu-Jahrs-Predigt, Lukas VIII. 50 den 1. Januar 1798",NULL,NULL,NULL,"author: Gessner, Georgsubject: Gessner","Ognois, Laure",NULL,"1","Handschriftliche Quellen",NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"79",NULL,"0","0","2","2",NULL,"1798-01-01 00:00:00","Zürcher Zentralbibliothek (ZBB), Handschriftabteilung","Privatbestände Gessner Georg. Gessner, Georg Ms ZV 686 l. Gessner, Georg: Erste Passions-Predigt, Matthäus XXVI. 1-5, Morgens den 1. Apr. 1798",NULL,NULL,NULL,"author: Gessner, Georgsubject: Gessner","Ognois, Laure",NULL,"1","Handschriftliche Quellen",NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"80",NULL,"0","0","2","2",NULL,"1799-01-01 00:00:00","Zürcher Zentralbibliothek (ZBB), Handschriftabteilung","Asc. Ges. B, III. 101. Gessner, Pf[arre, L.O.]r. beym Fraumünster. Kurze Antwort auf die Aufgabe. ""Wie hat, in der izigen Lage, ein Pfarre sich gegen die sogenannten Patrioten zu benehmen, die ihre Unzufriedenheit über die geänderten Umstände nicht verbergen können! Wie gegen sochle, die ihren Unwillen zwar nicht lau äussern, aber ihn doch stillschweigend, namentlich durch Entfernun von der Kirche, und durch Verm eidung allen Umganges mit dem Pfarre, merken lassen. Der asc.[etischen] Gesellschaft vorgelesen, den 18. Juli 1799.",NULL,NULL,NULL,"author: Gessner, Georgsubject: Gessner","Ognois, Laure",NULL,"1","Handschriftliche Quellen",NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"81",NULL,"0","0","2","2",NULL,"1800-01-01 00:00:00","Zürcher Zentralbibliothek (ZBB), Handschriftabteilung","Privatbestände Gessner Georg. Gessner, Georg Ms ZV 686 x. Gessner, Georg: Gelegenheitspredigten 9 1800-01. Ernte predigt 1800. Jeremias V. 24. Morgens den 20. Juli 1800 (im Fraumünster Versammlunssaale).",NULL,NULL,NULL,"author: Gessner, Georgsubject: Gessner","Ognois, Laure",NULL,"1","Handschriftliche Quellen",NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"82",NULL,"0","0","2","2",NULL,"1801-01-01 00:00:00","Zürcher Zentralbibliothek (ZBB), Handschriftabteilung","Privatbestände Gessner Georg. Gessner, Georg Ms ZV 686 l. Gessner, Georg: Passionspredigten 3. 1798-1801",NULL,NULL,NULL,"author: Gessner, Georgsubject: Gessner","Ognois, Laure",NULL,"1","Handschriftliche Quellen",NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"83",NULL,"0","0","2","2",NULL,"1801-01-01 00:00:00","Zürcher Zentralbibliothek (ZBB), Handschriftabteilung","Privatbestände Gessner Georg. Gessner, Georg Ms ZV 686 x. Gessner, Georg: Gelegenheitspredigten 9 1800-01. Christliche Belehrungen mit Hinsicht auf die gegewärtige Lage unsers Vaterlandes, Sprüche Salomons, XIV. 34, 7. 9ten 1801.",NULL,NULL,NULL,"author: Gessner, Georgsubject: Gessner","Ognois, Laure",NULL,"1","Handschriftliche Quellen",NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"84",NULL,"0","0","2","2",NULL,"1802-01-01 00:00:00","Zürcher Zentralbibliothek (ZBB), Handschriftabteilung","Privatbestände Gessner Georg. Gessner, Georg Ms ZV 686 y. Gessner, Georg: Gelegenheitspredigten 10. 1802. Ohne Titel, 12. September 1802",NULL,NULL,NULL,"author: Gessner, Georgsubject: Gessner","Ognois, Laure",NULL,"1","Handschriftliche Quellen",NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"85",NULL,"0","0","2","2",NULL,"1802-01-01 00:00:00","Zürcher Zentralbibliothek (ZBB), Handschriftabteilung","Privatbestände Gessner Georg. Gessner, Georg Ms ZV 686 y. Gessner, Georg: Gelegenheitspredigten 10. 1802. Warnung vor dem Stolze, beyy der Erfahrun ausgezeichneter Gnaden, Röm. XI. 20, 17. Oct. 1802.",NULL,NULL,NULL,"author: Gessner, Georgsubject: Gessner","Ognois, Laure",NULL,"1","Handschriftliche Quellen",NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"86",NULL,"0","0","2","2",NULL,"1802-01-01 00:00:00","Zürcher Zentralbibliothek (ZBB), Handschriftabteilung","Privatbestände Gessner Georg. Gessner, Georg Ms ZV 686 y. Gessner, Georg: Gelegenheitspredigten 10. 1802. Nachtrag zur Bettagsfeyer, Jeremias XXII. 29, 1802",NULL,NULL,NULL,"author: Gessner, Georgsubject: Gessner","Ognois, Laure",NULL,"1","Handschriftliche Quellen",NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"87",NULL,"0","0","2","2",NULL,"1802-01-01 00:00:00","Zürcher Zentralbibliothek (ZBB), Handschriftabteilung","Privatbestände Gessner Georg. Gessner, Georg Ms ZV 686 y. Gessner, Georg: Gelegenheitspredigten 10. 1802. Vorbereitung auf Kommunions und Bettagsfeyer, Vom Richten unserer Selbst- 1. Korinth. XI. 31, den 29.ten August 1802",NULL,NULL,NULL,"author: Gessner, Georgsubject: Gessner","Ognois, Laure",NULL,"1","Handschriftliche Quellen",NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"88",NULL,"0","0","2","2",NULL,"1802-01-01 00:00:00","Zürcher Zentralbibliothek (ZBB), Handschriftabteilung","Privatbestände Gessner Georg. Gessner, Georg Ms ZV 686 y. Gessner, Georg: Gelegenheitspredigten 10. 1802. Ermunterung zur christlichen Weisheit, vorgetragen nach Verlesung der Promulgation der provisorischen Regierung des Cantons Zürich, Esches. V. 15. Morges den 3.ten Oct. 1802.",NULL,NULL,NULL,"author: Gessner, Georgsubject: Gessner","Ognois, Laure",NULL,"1","Handschriftliche Quellen",NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"89",NULL,"0","0","2","2",NULL,"1803-01-01 00:00:00","Zürcher Zentralbibliothek (ZBB), Handschriftabteilung","Privatbestände Gessner Georg. Gessner, Georg Ms ZV 686 f. Gessner, Georg: Neu 5. Neujahrspredigt 1803, Offenbarung Johannes XXI.",NULL,NULL,NULL,"author: Gessner, Georgsubject: Gessner","Ognois, Laure",NULL,"1","Handschriftliche Quellen",NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"90",NULL,"0","0","2","2",NULL,"1803-01-01 00:00:00","Zürcher Zentralbibliothek (ZBB), Handschriftabteilung","Privatbestände Gessner Georg. Gessner, Georg Ms ZV 686 z. Gessner, Georg: Gelegenheitspredigten 11. 1803. Ermunterungen, dem Vaterlande wieder aufzuhelfen, Nehemias II. 17.18, den 20. Mars 1803. Bey Verlesung der Proklamation der Regierungskomission.",NULL,NULL,NULL,"author: Gessner, Georgsubject: Gessner",NULL,NULL,"1","Handschriftliche Quellen",NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"91",NULL,"0","0","2","2",NULL,"1805-01-01 00:00:00","Zürcher Zentralbibliothek (ZBB), Handschriftabteilung","Privatbestände Gessner Georg. Gessner, Georg Ms ZV 686 5. Gessner, Georg: Osterpredigten 2, 1796-1805. Zweyte Oster-Predigt. Röm VI. 4. Montag morgens den 14. Apr. 1800 im Fraumünster Versammlungssaale.",NULL,NULL,NULL,"author: Gessner, Georgsubject: Gessner",NULL,NULL,"1","Handschriftliche Quellen",NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"92",NULL,"0","0","3","8",NULL,"1831-01-01 00:00:00","Die gelehrten Theologen Deutschlands im achtzehnten und neunzehnten Jahrhundert: nach ihrem Leben und Wirken dargestellt, Band 1",NULL,"J. K. G. Wagner",NULL,NULL,"author: Döring, Heinrichsubject: Gessner","Ognois, Laure",NULL,"1",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"93",NULL,"0","0","2","1",NULL,"1862-01-01 00:00:00","Georg Gessner weiland Pfarrer am Grossm",NULL,"Bahnmaier'sche Buchhandlung","Basel",NULL,"author: Finsler, Georgsubject: Gessner","Gubler, Bernhard Andreas: Der ""Züriputsc",NULL,"1",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"94",NULL,"0","0","3","1",NULL,"1862-01-01 00:00:00","Georg Gessner: Ein Lebensbild aus der zürcherischen Kirche",NULL,NULL,"Basel",NULL,"author: Finsler, Georgsubject: Gessner","Mörgeli, Christoph: Der ""Züriputsch"" aus",NULL,"1",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"95",NULL,"0","0","3","1",NULL,"2003-01-01 00:00:00","Escher-Schulthess Heinrich 1777-1840",NULL,"Schulthess Juristische Medien AG","Zürich",NULL,"author: Regierungsratsubject: Gessner",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"96",NULL,"0","0","3","1",NULL,"1876-01-01 00:00:00","Heinrich Grunholzer I",NULL,"Schiller & Co.","Zürich",NULL,"author: Koller, Traugottsubject: Grunholzer","Mörgeli, Christoph: Der ""Züriputsch"" aus",NULL,"1",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"97",NULL,"0","0","3","1",NULL,"1986-01-01 00:00:00","Dr. med. Johannes Hegetschweiler (1789-1739), Opfer des ""Züriputschs"", Wissenschafter und Staatsmann zwischen alter und moderner Schweiz",NULL,NULL,"Zürich",NULL,"author: Mörgeli, Christophsubject: Hegetschweiler",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"98",NULL,"0","0","1","1",NULL,"2007-01-01 00:00:00","Hegetschweiler Johannes, 1789-1839",NULL,"Schulthess Juristische Medien AG","Zürich, Basel, Genf",NULL,"author: unknownsubject: Hegetschweiler",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"99",NULL,"0","0","2","2",NULL,NULL,"Staatsarchiv des Kanton Zürichs (StAZ)","W 52 11.6.257",NULL,NULL,NULL,"author: varioussubject: Hegetschweiler (Hess)",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"100",NULL,"0","0","1","1",NULL,"1793-01-01 00:00:00","Tagebuch eines unsichtbaren Reisenden",NULL,NULL,NULL,NULL,"author: Heidegger, Hans Heinrichsubject: Heidegger",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"101",NULL,"0","0","2","16",NULL,"1798-01-01 00:00:00","Ueber das Eigenthum der Munizipalität Zürich",NULL,NULL,NULL,NULL,"author: Heidegger, Hans Heinrichsubject: Heidegger",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"102",NULL,"0","0","2","16",NULL,"1798-01-01 00:00:00","Ueber das Munizipalwesen der Stadt Zürich",NULL,NULL,NULL,NULL,"author: Heidegger, Hans Heinrichsubject: Heidegger",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"103",NULL,"0","0","1","1",NULL,"1847-01-01 00:00:00","Meine Erlebnisse als Feldprediger im Sonderbundskrieg",NULL,NULL,NULL,NULL,"author: Heiz, Rudolfsubject: Heiz",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"104",NULL,"0","0","1","1",NULL,"1867-01-01 00:00:00","Meine Nichtbestätigung im Pfarramt zu Rafz",NULL,NULL,NULL,NULL,"author: Heiz, Rudolfsubject: Heiz",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"105",NULL,"0","0","3","8",NULL,"2003-01-01 00:00:00","Die Helbling, Rapperswil und Jona. Lebensbilder einer Familie aus sechs Jahrhunderten.",NULL,"Neue Zürcher Zeitung","Zürich",NULL,"author: Helbling, Carlsubject: Helbling",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"106",NULL,"224","224","1","1",NULL,"1849-01-01 00:00:00","Zur Geschichte der deutschen demokratischen Legion aus Paris","Von einer Hochverrätherin","Levy","Grünberg",NULL,"author: Herwegh, Emmasubject: Herwegh",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"107",NULL,"0","0","1","9",NULL,"1906-01-01 00:00:00","Georg Herwegh's Briefwechsel mit seiner Braut: Herausg. Unter Mitwirkung von",NULL,"Robert Lutz","Stuttgart",NULL,"author: Herwegh, Georg; Herwegh(-Siegmund), Emma; Herwegh, Marcelsubject: Herwegh",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"108",NULL,"0","0","1","15",NULL,"1929-01-01 00:00:00","Au printemps des dieux",NULL,"Gallimard",NULL,NULL,"author: Stern, Daniel; Herwegh, Georg, Wagner, Cosima; Siegmund Herwegh, Emmasubject: Herwegh","Krausnick, Michail. Nicht Magd mit den K",NULL,"1",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"109",NULL,"224","224","3","1",NULL,"1998-01-01 00:00:00","Nicht Magd mit den Knechten: Emma Herwegh : eine biographische Skizze",NULL,"Deutsche Schillergesellschaft",NULL,NULL,"author: Krausnick, Michailsubject: Herwegh","Aerne, Peter: Pfarrer Bernhard Hirzel, A",NULL,"1",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"110",NULL,"224","224","3","1",NULL,"2000-01-01 00:00:00","Emma Herwegh: die grösste und die beste Heldin der Liebe",NULL,"Limmar",NULL,NULL,"author: Rettenmund, Barbara; Voirol, Jeanettesubject: Herwegh","Ognois, Laure",NULL,"1",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"111",NULL,"224","224","1","1",NULL,"1875-01-01 00:00:00","Eine Erinnerung an Georg Herwegh","Separat-Abdruck aus dem ""Volksstaat""","Genossenschaftsdruckerei","Leipzig",NULL,"author: Herwegh, Emmasubject: Herwegh","Ognois, Laure",NULL,"1",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"112",NULL,"0","0","2","1",NULL,"1839-01-01 00:00:00","Ein thurgauischern Augenzeuge des ""Züriputsches"" vom 6. September 1839, mitgeteilt von Anna Löffler-Herzog","Der Thurgauische Beitgräge zur vaterländischen Geschichte. Heft 79",NULL,NULL,NULL,"author: Löffler-Herzog, Annasubject: Herzog","Aerne, Peter: Pfarrer Bernhard Hirzel, A",NULL,"1","Gedruckte Quellen",NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"113",NULL,"0","0","2","2",NULL,NULL,"Akten der Helvetik","KII b und c Korrespondenzen des Antistes Hess während der Helvetik",NULL,NULL,NULL,"author: varioussubject: Hess",NULL,NULL,"1","Handschriftliche Quellen",NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"114",NULL,"0","0","2","2",NULL,NULL,"Akten der Helvetik","Nachlass Hess",NULL,NULL,NULL,"author: varioussubject: Hess",NULL,NULL,"1","Handschriftliche Quellen",NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"115",NULL,"0","0","1","9",NULL,"1950-01-01 00:00:00","Zürcher Taschenbuch (ZTB)","Der Briefwechsel des Ferdinand Meyers mit Johann Caspar Hess, mitgeteilt von Anton Largiadèr",NULL,NULL,NULL,"author: Meyer, Ferdinandsubject: Hess",NULL,NULL,"1","Gedruckte Quellen",NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"116",NULL,"0","0","2","19",NULL,"1775-01-01 00:00:00","Geschichte der drey letzten Lebensjahre Jesu","Zweiter Theil","Johannes Barhoffer","Frankfurt am Main",NULL,"author: Hess, Johann Jakob subject: Hess",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"117",NULL,"0","0","2","19",NULL,"1784-01-01 00:00:00","Lebensgeschichte Jesu",NULL,"Wilhelm Heinrich Schramm und Ehr. Gottl.","Thübingen",NULL,"author: Hess, Johann Jakob subject: Hess",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"118",NULL,"0","0","2","1",NULL,"1829-01-01 00:00:00","Blicke auf das Leben und Wesen des verewigten Johann Jakob Hess",NULL,"unknown","Zürich",NULL,"author: Gessner, Georgsubject: Hess",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"119",NULL,"0","0","3","1",NULL,"1859-01-01 00:00:00","Johann Jakob Hess als Bürger und Staatsmann des Standes Zürich und eigenössischer Bundespräsident","Ein biographischer Beitrag zur Geschichte der schweizerischen Eidgenossenschaft und des schweizerischen Gemeinsinns in der Restaurations- und Regenerationszeit","Druck und Verlag bei J.J. Ulrich bei S.H","Leibzig",NULL,"author: Pupikofer, J.A.subject: Hess",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"120",NULL,"0","0","3","1",NULL,"2003-01-01 00:00:00","Hess Johann Jakob 1791-1857",NULL,"Schulthess Juristische Medien AG","Zürich",NULL,"author: Regierungsratsubject: Hess",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"121",NULL,"0","0","1","1",NULL,"1790-01-01 00:00:00","Erasmus von Rotterdam, nach seinem Leben und Schriften, Volume 1",NULL,"Ziegler und Söhne","Zürich",NULL,"author: Hess, Salomonsubject: Hess",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"122",NULL,"0","0","2","1",NULL,"1793-01-01 00:00:00","Biographien berühmter Schweizerscher Reformatoren",NULL,"Ziegler und Söhne","Zürich",NULL,"author: Hess, Salomonsubject: Hess",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"123",NULL,"0","0","2","19",NULL,"1811-01-01 00:00:00","Geschichte des Zürcher Catechismus von seinem Entstehen an bis auf die jetzigen Zeiten",NULL,"Johann Caspar Näf","Zürich",NULL,"author: Hess, Salomonsubject: Hess",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"124",NULL,"0","0","2","19",NULL,"1819-01-01 00:00:00","Das Reformations Fest",NULL,"David Bürkli","Zürich",NULL,"author: Hess, Salomonsubject: Hess",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"125",NULL,"0","0","2","1",NULL,"1820-01-01 00:00:00","Anna Reinhard, Gattin und Wittwe von Ulr. Zwingli",NULL,"Johann Caspar Näf","Zürich",NULL,"author: Hess, Salomonsubject: Hess",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"126",NULL,"0","0","2","19",NULL,"1820-01-01 00:00:00","Ursprung Gang und Folgen der durch Ulrich Zwingli in Zürich bewirkten Glaubens-Verbesserung und Kirchen-Reformation",NULL,"Orell Füssli und Comp.","Zürich",NULL,"author: Hess, Salomonsubject: Hess","Mörgeli, Christoph: Der ""Züriputsch"" aus",NULL,"1",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"127",NULL,"0","0","2","1",NULL,"1828-01-01 00:00:00","Lebensgeschichte M. Heinrich Bullingers",NULL,"Friedrich Schulthess","Zürich",NULL,"author: Hess, Salomonsubject: Hess",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"128",NULL,"0","0","3","13",NULL,"2014-01-01 00:00:00","Vorkommen Hess in der Schweiz","Geneal-Forum",NULL,NULL,NULL,"author: Geneal-Forumsubject: Hess",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"129",NULL,"0","0","3","19",NULL,"2009-01-01 00:00:00","Reformierte Wahrnehmung",NULL,NULL,NULL,NULL,"author: Ognois, Lauresubject: Hess  ",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"130",NULL,"0","0","3","1",NULL,"2009-01-01 00:00:00","Die Pfarrer und der Umbruch","Reformierte Wahrnehmung und Deutung von Krieg und Nation in der Waadt und in Zürich während der Helvetik (1798-1803)","Aschendorff Verlag GmbH","Münster",NULL,"author: Ognois, Lauresubject: Hess, Gessner, Herder, Nüscheler, von Orelli",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"131",NULL,"0","0","2","12",NULL,"1839-01-01 00:00:00","Staatsarchiv des Kanton Zürichs (StAZ)","MM 2.50 Protokoll des Regierungsrates vom 6.9.1839",NULL,NULL,NULL,"author: subject: Hess, Hegetschweiler, Rahn-Escher, Weiss",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"132",NULL,"231","231","1","15",NULL,"1834-01-01 00:00:00","Gedichte","in: Christoterpe","C. F. Osiander","Tübingen",NULL,"author: Heusser-Schweizer, Meta; Knapp, Albertsubject: Heusser-Schweizer",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"133",NULL,"231","231","1","15",NULL,"1858-01-01 00:00:00","Lieder einer Verborgenen",NULL,"Otto Holze","Leipzig",NULL,"author: Heusser-Schweizer, Meta (anonymous); Knapp Albert (Hsg.)subject: Heusser-Schweizer",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"134",NULL,"231","231","1","9",NULL,"1862-01-01 00:00:00","Frauenbriefe",NULL,"Julius Fricke",NULL,NULL,"author: Heusser-Schweizer, Meta; Schlatter, Anna (Hsg.)subject: Heusser-Schweizer",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"135",NULL,"231","231","1","15",NULL,"1863-01-01 00:00:00","Gedichte","Der ""Lieder einer Verborgenen"" zweite, vermehrte Auflage","Otto Holze","Leipzig",NULL,"author: Heusser-Schweizer, Metasubject: Heusser-Schweizer",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"136",NULL,"231","231","1","1",NULL,"1876-01-01 00:00:00","Hauschronik",NULL,"Verlag Mirio Romano ","Kilchberg",NULL,"author: Heusser-Schweizer, Meta; Fehr, Karl (ed.)subject: Heusser-Schweizer",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"137",NULL,"231","231","1","1",NULL,"1876-01-01 00:00:00","Memorabilien",NULL,NULL,NULL,NULL,"author: Heusser-Schweizer, Meta; Schindler, Regine (ed.)subject: Heusser-Schweizer",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"138",NULL,"231","231","3","1",NULL,"2007-01-01 00:00:00","Die Memorabilien der Meta Heuser-Schweizer (1797-1876)",NULL,"NZZ-Libro","Zürich",NULL,"author: Schindler, Reginesubject: Heusser-Schweizer","Gubler, Bernhard Andreas: Der ""Züriputsc",NULL,"1",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"139",NULL,"0","0","2","2",NULL,"2005-01-01 00:00:00","Parish Books Hintermeister 1300 - 1900. 01.12.2005",NULL,NULL,NULL,NULL,"author: subject: Hintermeister","Mörgeli, Christoph: Der ""Züriputsch"" aus",NULL,"1",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"140",NULL,"0","0","2",NULL,NULL,"1833-01-01 00:00:00","Sakuntala",NULL,"Orell Füssli","Zürich",NULL,"author: Hirzel, Bernhardsubject: Hirzel","Mörgeli, Christoph: Der ""Züriputsch"" aus",NULL,"1",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"141",NULL,"0","0","2","2",NULL,"1836-01-01 00:00:00","Zürcherisches Wochenblatt. Band 33. No. 1. 01.1836",NULL,"im Berichthaus neben der Post","Zürich",NULL,"author: Ulrich, J. subject: Hirzel",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"142",NULL,"0","0","2",NULL,NULL,"1838-01-01 00:00:00","Urwasi und der Held. Indisches Melodram von Kalidasa dem Dichter von Sakuntala","Aus dem Sanskrit und Prakrit, metrisch übersetzt von Dr. Bernhad Hirzel","Ch. Beyel","Frauenfeld",NULL,"author: Hirzel, Bernhardsubject: Hirzel",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"143",NULL,"234","234","1","1",NULL,"1839-01-01 00:00:00","Mein Antheil an den Ereignissen des 6. Septembers 1839",NULL,NULL,NULL,NULL,"author: Hirzel, Bernhardsubject: Hirzel",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"144",NULL,"0","0","2","10",NULL,"1839-01-01 00:00:00","Beobachter der östlichen Schweiz","11.9.1839",NULL,NULL,NULL,"author: unknownsubject: Hirzel",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"145",NULL,"0","0","2","10",NULL,"1839-01-01 00:00:00","Landbote","16.9.1839",NULL,NULL,NULL,"author: unknownsubject: Hirzel",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"146",NULL,"234","234","2",NULL,NULL,"1840-01-01 00:00:00","Das Lied der Lieder oder Sieg der Treue (Das hohe Lied). Übersetzt und erklärt von Dr. Bernhard Hirzel",NULL,"C.H. Beyel","Zürich und Frauenfeld",NULL,"author: Hirzel, Bernhardsubject: Hirzel",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"147",NULL,"234","234","2",NULL,NULL,"1846-01-01 00:00:00","Prabodhatschandodaja oder der Erkenntnismondaufgang. Philosophische Dramen von Krischnamisra. Meghaduta oder der Wolkenbote. Lyrisches Gedicht von Kalidasa.","beides metrisch übersetzt von Dr. Bernhard Hirzel","Verlag von Meyer und Zeller","Zürich",NULL,"author: Hirzel, Bernhardsubject: Hirzel",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"148",NULL,"0","0","3",NULL,NULL,"1917-01-01 00:00:00","Geschichte der Sanskrit-Philologie und Indischen Altertumskunde","Grundriss der Indo-Arischen Philologie und Altertumskunde. I. Band. I. Heft. Hsg. H. Lüders und J. Wackernagel","M. du Mont Schauberg","Strassburg",NULL,"author: Windisch, Ernstsubject: Hirzel",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"149",NULL,"0","0","3","8",NULL,"1996-01-01 00:00:00",,"Zurlaubiana Acta Helvetica. Register zur Serie 14. Bände 107-114","Aargauische Kantonsbibliothek","Aarau",NULL,"author: Schmid, Arthursubject: Hirzel",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
"150",NULL,"0","0","3","8",NULL,"2003-01-01 00:00:00","Ohne Napoleon und das Bürgli. Was die Quellen zum Hintergrund von Walsers «Gehülfen»
erzählen (Referat)","28/06/2003","Robert-Walser-Gesellschaft",NULL,NULL,"author: Echte, Bernhardsubject: Hirzel",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL
