Author,Biblio,Transcript,Unit,text,invivo,chronology,people,places,comments,footing (IM),encounter,PC,Dramatica,StoryPoint,Character Building,MC Choices,Plot Choices,Theme Choices,Illustrating,Theme Development,Scene No.,Scene Title
367,215,15,169,"und am 20. und 21. Oktober gelang es dem Feind, eine Brücke auf das linke Dünaufer zu machen.",,,,,,,,,,,,,,,,,,
367,215,15,170,Unsere Kavallerie und Artillerie war schon früher nach Klein-Polzk gegangen.,,,,,,,,,,,,,,,,,,
367,215,15,171,Dem 4. Schweizerregiment wurde die Verteidigung von Polozk in den Strassen auferlegt.,,,,,,,,,,,,,,,,,,
367,215,15,172,"Die Gegenmacht war zu gross, sie musste weichen und Herr Heinrich Cunkler von St. Gallen war der letzte, der mit seiner Kompagnie über die Brücke ging, und sie wegschiessen liess, als der Feind anrückte.",,,,,,,,,,,,,,,,,,
367,215,15,173,"Als wir am 20. Oktober unter Kanonendonner auf die andere Seite der Stadt hingingen, gab es ein furchtbares Getümmel an der Brücke nach Klein-Polozk.",,,,,,,,,,,,,,,,,,
367,215,15,174,"Jedes Fuhrwerk wollte zuerst sein, die Fussgänger ebenso, so dass man froh sein konnte, wenn man nicht in die Massen gestossen wurde.",,,,,,,,,,,,,,,,,,
367,215,15,175,Heinrich war beim Herrn Oberst Castella.,,,,,,,,,,,,,,,,,,
367,215,15,176,Er musste sein Silber-Service im Chaisenkasten verpacken und verbergen, dasselbe dürfte aber kaum nach der Schweiz gekommen sein. [35],,,,,,,,,,,,,,,,,
367,215,15,177,"Am Morgen früh ging ich noch ins Lager und konnte sehen, wie das arme Regiment so klein an Zahl geworden war, es war jämmerlich das kleine Häuflein anzusehen!",,,,,,,,,,,,,,,,,,
367,215,15,178,Auch unser französischer Marschall St. Cyr wurde in diesen Tagen verwundet.,,,,,,,,,,,,,,,,,,
367,215,15,179,"Wir blieben in der Stadt und arbeiteten, bis die Kugeln von unserer Wohnung herabfielen;",,,,,,,,,,,,,,,,,,
367,215,15,180,dann packten wir in allermöglichster Eile unsere Sachen in unseren Wagen und eilten nach Klein-Polozk. ,,,,,,,,,,,,,,,,,,
367,215,15,181,Die Musik war tags vorher schon zurückgegangen.,,,,,,,,,,,,,,,,,,
367,215,15,182,Ich stieg halb betäubt in den Wagen.,,,,,,,,,,,,,,,,,,
367,215,15,183,"Der Oberst kam mit seiner Equipage und befahl uns, mit ihm nach Wilna zurückzufahren.",,,,,,,,,,,,,,,,,,
367,215,15,184,"Auf Ordre des Kommandanten Füsslin mussten wir einen blessieren Offizier aus Freiburg, einen Vetter des Obersten, in unsern Wagen nehmen bis Wilna, weil nicht genug Pferde vorhanden waren, die blessierten Offiziere zu führen.",,,,,,,,,,,,,,,,,,
367,215,15,185,Herr Kommandant Füsslin war am rechten Arme stark blessiert.,,,,,,,,,,,,,,,,,,
367,215,15,186,"Auch mehrere Hauptleute und Lieutenants waren bei unserem Detachement nebst der Musik, die wir am zweiten Tage einholten.",,,,,,,,,,,,,,,,,,
367,215,15,187,"Wir hatten drei Pferde vor unserem Wagen und eines zum Reiten, welches mir Herr Money gegeben hatte, dass ich für den Fall, wo wir den Wagen zurücklassen müssten, ein Pferd zum Reiten hätten.",,,,,,,,,,,,,,,,,,
367,215,15,188,Wir nahmen unsere Route durch Abwege,,,,,,,,,,,,,,,,,,
367,215,15,189,des Abends bivouakierten wir oder schliefen in Scheunen [36] oder in einem Wagen.,,,,,,,,,,,,,,,,,,
367,215,15,190,Die Offizier wurden alle Tage einmal vom Doktor Major verbunden.,,,,,,,,,,,,,,,,,,
367,215,15,191,[...],,,,,,,,,,,,,,,,,,
367,215,15,192,"Bei Borissow, hatte ich einen Verdruss. ",,,,,,,,,,,,,,,,,,
367,215,15,193,"Mein Pferd, meine Minetta, ging mir verloren.",,,,,,,,,,,,,,,,,,
367,215,15,194,"Wir hatten uns im Walde auf den Boden hingelegt, um im Schatten ein wenig auszuruhen.",,,,,,,,,,,,,,,,,,
367,215,15,195,"Dem Pferdchen wurden die vordern Beine zusammengebunden, dass es nicht zu weit gehen konnte.",,,,,,,,,,,,,,,,,,
367,215,15,196,"So entfernte es sich hüpfend eine kleine Strecke von der Hauptstrasse, auf welcher das Armeecorps langsam und ganz still einher marschierte.",,,,,,,,,,,,,,,,,,
367,215,15,197,"Als ich später aufwachte, fand ich keine Minetta mehr, ich suchte und fragte überall, allein das Pferdchen war nicht zu finden, obwohl dasselbe bekannt war; es hiess nur le cheval de la petite Suisse.",,,,,,,,,,,,,,,,,,
367,215,15,198,"Als wir dann in die Nähe des nächsten Dorfes kamen, begegnete mir ein Gardist von den Kaiserlichen und meldete mir, das Pferd sei in dem und dem Stalle, ein Offizier habe dasselbe genommen, ich solle nur hingehen und es wieder packen. [37]",,,,,,,,,,,,,,,,,,
367,215,15,199,[...],,,,,,,,,,,,,,,,,,
367,215,15,200,Welch einen entsetzlichen Anblick bot die Armee bei der Beresina! ,,,,,,,,,,,,,,,,,,
367,215,15,201,"Unter der Last des Elends, fliehen über Moräste, blass, entstellt, vor Hunger und Frost sterbend, ohne allen weitern Schutz gegen die Strenge der Jahreszeit, als einige Pelzfetzen von halbverbranntem Schaftpelz, ",,,,,,,,,,,,,,,,,,
367,215,15,202,"so drängten sich alle Soldaten um das unglückliche Ufer, mit einer Starrheit, vor welcher man hätte erbeben können, ",,,,,,,,,,,,,,,,,,
367,215,15,203,"Deutsche, Polen, Italiener, Spanier, Croaten, Portugiesen, Franzosen, alle bunt durcheinander gemischt, jeder in seiner Mundart seiner Verzweiflung Ausdruck gebend. Keiner verstand den andern, ",,,,,,,,,,,,,,,,,,
367,215,15,204,"Offiziere, ja Generäle, ohne Pferd, zu Fuss, in schmutzige Pelze eingewickelt.",,,,,,,,,,,,,,,,,,
367,215,15,205,"Kurz, die Verwirrung überstieg jede Beschreibung!",,,,,,,,,,,,,,,,,,
367,215,15,206,"Hier sah man, bis zu welchem Grade von Entmenschlichung ein Uebermass von Elend führen kann!",,,,,,,,,,,,,,,,,,
367,215,15,207,"In den Bivouaken, an den Feuern, welche die todmüden Soldaten angezündet hatten, schlug man sich noch um ein Stück Brot; ",,,,,,,,,,,,,,,,,,
367,215,15,208,"oder, wenn der eine oder andere, von Kälte erstarrt, sich dem Feuer näherte, zu dem er nicht beigetragen hatte, so jagte man ihn unbarmherzig weg.",,,,,,,,,,,,,,,,,,
367,215,15,209,"Nichts war unter diesen Umständen natürlicher, als dass die entkräfteten Soldaten in Gräber stürtzen in der Dunkelheit, aus welchem sie sich selten hervorarbeiten konnten;",,,,,,,,,,,,,,,,,,
367,215,15,210,"andere, schlecht bekleidet [38] und noch schlechter beschuht, setzten klagend ihren Weg fort;",,,,,,,,,,,,,,,,,,
367,215,15,211,"da sie nichts zu essen oder zu trinken hatten, fielen sie vor Ermattung nieder und starben nach wenigen Augenblicken, sie sprachen noch einmal den Namen ihrer Mutter aus oder ihrer Geliebten und des Landes, aus dem sie stammten, und der Tod nahm sie in seine Arme, ",,,,,,,,,,,,,,,,,,
367,215,15,212,"bald sah man ihre Leichname nicht mehr, nur die Schneehaufen zu beiden Seiten der Strasse, die sich das Heer durch die Wüsteneien bahnte, verrieten ihre Spur.",,,,,,,,,,,,,,,,,,
367,215,15,213,"Das grosse, weisse Leichtentuch blähte sich immer mächtiger auf und die ganze Gegend, wo der Zug des Todes durchkam, verwandelte sich in einen einzigen Riesenkirchhof!",,,,,,,,,,,,,,,,,,
367,215,15,214,[...],,,,,,,,,,,,,,,,,,
367,215,15,215,"Es ist eigentlich nicht meine Aufgabe den Krieg zu beschreiben, sondern nur meine persönlichen Erlebnisse.",,,,,,,,,,,,,,,,,,
367,215,15,216,Dor nur noch eins!,,,,,,,,,,,,,,,,,,
367,215,15,217,"Man denke sich eine Armee, welche in der strengsten Winterkälte auf Schnee kampiert, dem sie verfolgenden Feinde weder Reiterei noch Artillerie entgegenstellen kann, ohne Schuhwerk, beinahe ohne Kleider, von Hunger erschöpft.",,,,,,,,,,,,,,,,,,
367,215,15,218,"Auf ihren Tornistern liegend, schlafen sie ein, die armen Soldaten, um nicht mehr zu erwachen. ",,,,,,,,,,,,,,,,,,
367,215,15,219,Oder sie kämpfen um ein Stück Pferdefleisch, sie haben kein Holz es zu braten und essen es roh.,,,,,,,,,,,,,,,,,
367,215,15,220,"Andere kauen Tabak, den die Offiziere ausgespuckt haben.",,,,,,,,,,,,,,,,,,
367,215,15,221,"Sie reissen selbst die Häuser nieder, in denen ihre Generäle schlafen, um Bivouakfeuer anzünden zu können. [39]",,,,,,,,,,,,,,,,,,
367,215,15,222,"Wenn die Soldaten, die den ganzen Tag von Kosaken gehetzt wurden, spät und zu Tode ermattet in den allgemeinen Bivouaken ankommen, erkennt einer den andern nicht; es kann niemand das Regiment weisen, zu dem es gehört.",,,,,,,,,,,,,,,,,,
367,215,15,223,"Nachdem es einen Tag marschiert hatte, musste er noch in der Nacht herumirren, um seine Leute zu finden, was selten gelingt.",,,,,,,,,,,,,,,,,,
367,215,15,224,"Man kennt die Stunden des Abmarsches nicht; man überlässt sich dem Schlummer, und beim Erwachen befindet man sich mitten unter Feinden.",,,,,,,,,,,,,,,,,,
367,215,15,225,"{Die Russen wollten um jeden Preis die Armee am Uebergang über die Beresina verhindern, die letzten Trümmer derselben gänzlich aufreiben und wenn immer möglich, Napoleon selbst gefangen nehmen.",,,,,,,,,,,,,,,,,,
367,215,15,226,"Dem tapfern Rest der Schweizerregimenter war es wesentlich zu verdanken, dass der russische Plan nicht ganz zur Ausführung kommen konnte.}",,,,,,,,,,,,,,,,,,
367,215,15,227,"Während des Kampfes flogen die feindlichen Kanonenkugeln nach der Menge hin, welche sich um die Beresinabrücke drängten; Haubitzengranaten sogar platzten in ihrer Mitte.",,,,,,,,,,,,,,,,,,
367,215,15,228,Da bemächtigte sich Schrecken und Verzweiflung aller Gemüter und der Selbsterhaltungstrieb richtete die furchtbarste Verwirrung an.,,,,,,,,,,,,,,,,,,
367,215,15,229,"Weiber und Kinder, welche so viele Gefahren und Unfällen entronnen, waren nur erhalten, um einen noch bejammernswertern Tod zu erdulden!",,,,,,,,,,,,,,,,,,
367,215,15,230,"Man sah sie ihre Fuhrwerke preisgeben und die Knie des ersten besten, der ihnen in den Wurf kam, [40][Bild] [41] umfassen und unter Tränen um Beistand bitten.",,,,,,,,,,,,,,,,,,
367,215,15,231,"Auf gleiche Weise suchten Kranke und Verwundete, auf Baumstämmen sitzend, oder auf Krücken gelehnt, unruhigen Blickes einen Freund in der Not.",,,,,,,,,,,,,,,,,,
367,215,15,232,"Aber ach, da war an keinen Beistand zu denken; denn jeder dachte nur auf seine eigene Erhaltung!",,,,,,,,,,,,,,,,,,
367,215,15,233,Und gleiches Elend jenseits der Beresina!,,,,,,,,,,,,,,,,,,
367,215,15,234,"Die Kälte war so streng, dass die Soldaten, um nicht zu erfrieren, ganze Häuser anzündeten und hinterher sah man dann die halbverbrannten Leichname derer, die, weil sie dem Feuer allzu nahe getreten, nicht mehr die Kraft hatten, zu entfliehen.",,,,,,,,,,,,,,,,,,
367,215,15,235,"Geschwärzt von Rauch und Dampf, wandelten Unglückliche wie Gespenster um die brennenden Häuser, warfen gefühllose Blocke auf die Leichname ihrer Kameraden, und starben zuweilen im nächsten Augenblick, wie diese.",,,,,,,,,,,,,,,,,,
367,215,15,236,"Sobald ein Soldat starb, stürzte sich ein nächster Nachbar auf ihn, und noch ehe er ganz gestorben war, hatte man den Unglücklichen seiner Kleidungsstücke beraubt. ",,,,,,,,,,,,,,,,,,
367,215,15,237,Da half kein Bitten und kein Flehen!,,,,,,,,,,,,,,,,,,
367,215,15,238,"Viele der Armen, die zu erschöpft zum Gehen waren, warfen sich auf den Wagen oder Schlitten, sie glaubten sich so zu retten, aber die meisten verloren dabei ihre Glieder, ja selbst das Leben.",,,,,,,,,,,,,,,,,,
367,215,15,239,"Beim Eintreffen im Nachtlager hatten sie erfrorene Nasen, Ohren, Hände und Füsse. [42] {...} [43]",,,,,,,,,,,,,,,,,,
367,215,15,240,{Am 7. November kam sie mit Mann nach Kowno am Niemen und sie blieben dorten auf Befehl des Obersten Castella bis zum 17.},,,,,,,,,,,,,,,,,,
367,215,15,241,"Bis dahin waren wir glücklich und gesund; weder die vielen Strapazen, noch die Kälte hatten unserer Gesundheit Schaden gebracht.",,,,,,,,,,,,,,,,,,
367,215,15,242,"Wir liessen unseren Wagen und die zwei Pferde, die ganz abgemattet waren, in Kowno zurück.",,,,,,,,,,,,,,,,,,
367,215,15,243,Non ging unser Elend erst an.,,,,,,,,,,,,,,,,,,
367,215,15,244,"Heinrich wurde krank und bekam das Fieber, als wir 6 Stunden von Kowno entfernt waren.",,,,,,,,,,,,,,,,,,
367,215,15,245,"Am zweiten Abend war ich auch krank und zwar so, dass ich das Reiten nicht ertragen konnte. ",,,,,,,,,,,,,,,,,,
367,215,15,246,Wir gaben das Pferd den Musikanten zum Reiten und endlich vertauschten wir ein Pferd an einen Schlitten, unser Geld war auf diese Weise bald aufgebraucht.,,,,,,,,,,,,,,,,,
367,215,15,247,Nach etlichen mühsamen Tagen kamen wir nach Königsberg.,,,,,,,,,,,,,,,,,,
367,215,15,248,"Hier kam ein polnischer Offizier an arretierte mir mein Pferd, das mir noch einzig übrig geblieben, indem er sagte, es sei sein Pferd ihres Regimentes und er habe das Recht, alle Kavalleriepferde, die hier passieren, zu arretieren.",,,,,,,,,,,,,,,,,,
367,215,15,249,Ich verlangte den Platzkommandanten zu sprechen.,,,,,,,,,,,,,,,,,,
367,215,15,250,"Dieser, ein artiger, höflicher Herr und ein Freund unseres Obersten, liess mir mein Pferd, mit dem Rat, selbiges sogleich zu verkaufen.",,,,,,,,,,,,,,,,,,
367,215,15,251,"Vier Stunden von Königsberg verkaufte ich dasselbe an einen Postmeister, der mir samt Sattel und Schlitten 13 preussische Thaler dafür bezahlte.",,,,,,,,,,,,,,,,,,
367,215,15,252,Er musste [44] uns dazu noch unentgeltlich nach Königsberg zurücktransportieren.,,,,,,,,,,,,,,,,,,
367,215,15,253,"Als wir hier ankamen, war es Sonntag.",,,,,,,,,,,,,,,,,,
367,215,15,254,Wir trafen die übrigen Musikanten an.,,,,,,,,,,,,,,,,,,
367,215,15,255,"Ich war äusserst krank und elend und erst als es Nacht war, gelang es uns, unser billet de logement zu bekommen.",,,,,,,,,,,,,,,,,,
367,215,15,256,"Als wir fast die ganze Stadt durchgelaufen und das Billet dreimal geändert hatten, traf es uns in das Haus eines Bierbrauers, der durchaus nicht als der menschenfreundlichste sich zeigte.",,,,,,,,,,,,,,,,,,
367,215,15,257,"Obwohl es äusserst kalt war, mussten wir oft bis am Abend ohne Feuer sein.",,,,,,,,,,,,,,,,,,
367,215,15,258,Ich bekam einen Strohsack, auf diesem musste ich ohne Decke in der grässlichen Kälte vorlieb nehmen.,,,,,,,,,,,,,,,,,
367,215,15,259,"Am zweiten Tage schon konnte ich auf keinem Bein mehr stehen, so hatte mich das Nervenfieber angegriffen.",,,,,,,,,,,,,,,,,,
367,215,15,260,Speisen konnte ich keine ertragen.,,,,,,,,,,,,,,,,,,
367,215,15,261,"Ein Doktor aus dieser Stadt besuchte mich öfters und allemal schüttelte er den Kopf, so oft er mich sah.",,,,,,,,,,,,,,,,,,
367,215,15,262,"Aus Mitleid für mich sagte er öfters: „O Gott, es ist doch schade, eine so junge Person in solchem Elend zu sehen, die ja auf diese Art zu Grunde gehen muss, indem sie ohne gehörige Pflege, ohne Bett in dieser Misère sich befindet, da ihr doch unter günstigeren Umständen geholfen werden könnte!“",,,,,,,,,,,,,,,,,,
367,215,15,263,[...],,,,,,,,,,,,,,,,,,
367,215,15,264,18 Tage lang lag ich krank. Auf das Drängen des Arztes konnte mein Mann mit Hülfe [45] des Sekretärs unseres Obersten das Quartier ändern.,,,,,,,,,,,,,,,,,,
367,215,15,265,"Rechte Quartiere waren in dieser Stadt äusserts rar, weil Königsberg von Militär überhäuft war.",,,,,,,,,,,,,,,,,,
367,215,15,266,"In dieser Stadt waren so viele Offiziere krank, dass der Doktor Major unseres Regimentes mich nicht einmal besuchen konnte.",,,,,,,,,,,,,,,,,,
367,215,15,267,Mein neues Quartier war ein wenig besser als das alte.,,,,,,,,,,,,,,,,,,
367,215,15,268,"Nun war ich aber ohne Arzt, denn unser Geld war aufgebraucht, da alles so teuer war, besonders die Medikamente, die mein Mann mir in der Apotheke holte.",,,,,,,,,,,,,,,,,,
367,215,15,269,Man liess daher die Natur walten!,,,,,,,,,,,,,,,,,,
367,215,15,270,"8 Tage war ich ohne Besinnungskraft, meine Lefzen waren schwarz und meine Zunge so schwer und so dick, dass ich fast nicht mehr reden konnte.",,,,,,,,,,,,,,,,,,
367,215,15,271,"Meine Lage verschlimmerte sich täglich, der Feind rückte indessen heran und ich konnte kaum transportier werden.",,,,,,,,,,,,,,,,,,
367,215,15,272,Tag für Tag starben am Nervenfieber 30 bis 40 Personen. ,,,,,,,,,,,,,,,,,,
367,215,15,273,"Die Musik erhielt Ordre, sich marschfertig zu machen, wenn sie nicht wollte gefangen werden.",,,,,,,,,,,,,,,,,,
367,215,15,274,"Am 15. Dezember verliess sie Königsberg; auch unser Oberst, welcher meinen Mann kommen liess und ihm sagte, er solle mich fortführen, weil der Feind bloss 6 Stunden von der Stadt entfernt sei.",,,,,,,,,,,,,,,,,,
367,215,15,275,Mein Mann bekam ein wenig Geld vom Musikdirektor, ,,,,,,,,,,,,,,,,,
367,215,15,276,"er mietete einen gedeckten Schlitten, kleidete mich mit einem alten, gekauften Ueberrock und trug mich mit einem Musikanten, Namens Jäger die Treppe hinunter.",,,,,,,,,,,,,,,,,,
367,215,15,277,"Die Frau vom Hause kam [46] noch in mein Zimmer, schlug die Hände über dem Kopf zusammen und sagte zu meinem Manne: „Die Frau bringt ihr heute abend nicht lebend ins Quartier!“",,,,,,,,,,,,,,,,,,
367,215,15,278,Wir nahmen noch einen kranken Musikanten mit und fuhren nach Braunsberg.,,,,,,,,,,,,,,,,,,
367,215,15,279,"Die Kälte war fürchterlich; als wir 3 Stunden von Königsberg entfernt waren, forderte ich etwas zu geniessen, Suppe oder Kaffee, als wir vor einem Wirtshause eine kleine Weile rasteten.",,,,,,,,,,,,,,,,,,
367,215,15,280,"Mein Mann sagte mir, dass er keinen Heller Geld mehr besitze; er habe sein letztes Geld für die Fahrt ausgeben müssen.",,,,,,,,,,,,,,,,,,
367,215,15,281,"Da kam der Musikant Jäger und brachte mir ein Gläschen Schnaps, welches ich begierig trank, ohne mich lange zu besinnen, ob es mir gut oder schädlich sei.",,,,,,,,,,,,,,,,,,
367,215,15,282,"Das Abends ass ich Kartoffeln, weil ich nichts anderes bekam.",,,,,,,,,,,,,,,,,,
367,215,15,283,Am 21. Dezember kamen wir nach Elbin.,,,,,,,,,,,,,,,,,,
367,215,15,284,Unmöglich konnte ich weiter transportiert werden.,,,,,,,,,,,,,,,,,,
367,215,15,285,"Ich verlangte ins Spital gebracht zu werden, besonders, da der Kommissär uns nicht wollte führen lassen.",,,,,,,,,,,,,,,,,,
367,215,15,286,"Er gab meine Mann zur Antwort, er solle weiters marschieren, und wenn ich nicht laufen könne, so solle ich ins Spital.",,,,,,,,,,,,,,,,,,
367,215,15,287,Wir hatten kein Geld und nichts mehr als unsere Kleider.,,,,,,,,,,,,,,,,,,
367,215,15,288,Der Musikmeister nebst den übrigen Musikanten waren voraus und wir ohne Feldroute.,,,,,,,,,,,,,,,,,,
367,215,15,289,"Als wir abends vor der Pforte des Spitales ankamen, waren viele Kranke vor dem Tor, um Einlass zu bitten.",,,,,,,,,,,,,,,,,,
367,215,15,290,Mein Mann sass auf einem Stein [47] und zitterte vor Frost.,,,,,,,,,,,,,,,,,,
367,215,15,291,"Auf einmal erblickte er Schweizer in roter Uniform; er rief, macht mir doch Platz, ich bin ein Schweizer und sehr krank.",,,,,,,,,,,,,,,,,,
367,215,15,292,"Das half, wir wurden hineingelassen.",,,,,,,,,,,,,,,,,,
367,215,15,293,"Allein im Spital wollte man uns nicht mehr annehmen, da dasselbe mit Kranken vollgepfropft war.",,,,,,,,,,,,,,,,,,
367,215,15,294,"Zum Glück war im Bureau des Spitals ein Schweizer, der uns kannte.",,,,,,,,,,,,,,,,,,
367,215,15,295,Mein Mann war gesund und ging bloss um meinetwillen ins Spital.,,,,,,,,,,,,,,,,,,
367,215,15,296,"Ich war entsetzlich hungrig, denn ich hatte den ganzen Tag nichts zu essen bekommen.",,,,,,,,,,,,,,,,,,
367,215,15,297,"Ich bat um Suppe und bekam sie, nebst einem Gläschen Wein.",,,,,,,,,,,,,,,,,,
367,215,15,298,Ich musste auf dem Boden liegen und bekam aus grosser Güte eine Matratze.,,,,,,,,,,,,,,,,,,
367,215,15,299,"Als der Arzt am Morgen kam, fragte er: „Was sind Sie für eine Landsmännin?“",,,,,,,,,,,,,,,,,,
367,215,15,300,Ich sagte: „Schweizerin!“,,,,,,,,,,,,,,,,,,
367,215,15,301,„Aus welchem Kanton?“,,,,,,,,,,,,,,,,,,
367,215,15,302,„Luzern!“,,,,,,,,,,,,,,,,,,
367,215,15,303,„Aus der Stadt?“,,,,,,,,,,,,,,,,,,
367,215,15,304,„Oh ja!“,,,,,,,,,,,,,,,,,,
367,215,15,305,"„Kennen Sie einen Herrn Doktor Elmiger“ fragte er weiter, „mit diesem habe ich studiert. Ich freue mich, eine Luzernerin zu sehen, ich werde trachten, Sie zu kurieren!“",,,,,,,,,,,,,,,,,,
367,215,15,306,Und das geschah auch wirklich!,,,,,,,,,,,,,,,,,,
367,215,15,307,"Er besorgte sofort ein Bett für mich und eines für meinen Mann. Das meinige stand in einer Ecke, so dass es frei war.",,,,,,,,,,,,,,,,,,
367,215,15,308,Wir erhielten gute Speisen und Wein. Der Arzt kam jeden Morgen zuerst an mein Bett. ,,,,,,,,,,,,,,,,,,
367,215,15,309,"Der Schweizer, der im Bureau das Spitals war, ist ein Meier aus Schötz bei Willisau.",,,,,,,,,,,,,,,,,,
367,215,15,310,"Ich musste immer das Bett hüten, so hatte das Fieber zugenommen. [48]",,,,,,,,,,,,,,,,,,
367,215,15,311,"In meinen Fieberträumen kam es öfters vor, dass ich ein liebes kleines Mädchen, etwa im Alter von 8 Jahren, vor meinem Bett stehen sah, dann rief ich Heinrich mit starker Stimme, er solle doch auch herzukommen, um das Mädchen zu sehen.",,,,,,,,,,,,,,,,,,
367,215,15,312,Leider war es eine Illusion! ,,,,,,,,,,,,,,,,,,
367,215,15,313,"Sodann kam es vor, dass, wenn mein Mann sich beklagte, dass er kein Geld mehr habe, ich ihn an mein Bett rief und ihm die geschlossene Hand hinreichte, mit der Bemerkung, hier sei Geld, er solle es nur nehmen; wenn er jeweilen die geschlossenen Hand aufmachte und natürlich nichts fand, dann erhielt ich die Besinnung wieder.",,,,,,,,,,,,,,,,,,
367,215,15,314,"Im gleichen Saale waren bei 80 Betten und 100 Personen lagen auf dem Boden, aller Nationen Militär; sehr viele mit erfrorenen Füssen.",,,,,,,,,,,,,,,,,,
367,215,15,315,"Alle Tage bekam ich zum Mittagessen Fleischbrühe, Reis oder Fluten, was ich lieber essen wollte, und ein Gläschen Wein; das gleiche abends 6 Uhr.",,,,,,,,,,,,,,,,,,
367,215,15,316,"Die meisten Kranken bekamen nur Bier, denn der Wein war zu teuer.",,,,,,,,,,,,,,,,,,
367,215,15,317,"Ich wurde täglich besser, aber die Kräfte fehlten mir, ich konnte immer noch nicht laufen.",,,,,,,,,,,,,,,,,,
367,215,15,318,"So war meine Lage, als Heinrich auch krank wurde, und zwar so, dass es bald schlimmer mit ihm stand, als mit mir, denn er hörte nichts mehr.",,,,,,,,,,,,,,,,,,
367,215,15,319,Der Doktor liess ihm Visikator hinter die Ohren aufsetzen.,,,,,,,,,,,,,,,,,,
367,215,15,320,So kam der traurige Neujahrstag 1813. Schrecklich war für mich das Erwachen!,,,,,,,,,,,,,,,,,,
367,215,15,321,"Entblösst von [49] alle, ohne Hülfe, auf einem armseligen Bett im Spital, kämpfend mit grossen Schmerzen, unter fremden Menschen, zusammengewürfelt aus allen Nationen, die jeden Tag den Tod erwarteten, fern von der lieben Heimat und den Ihrigen.",,,,,,,,,,,,,,,,,,
367,215,15,322,"Oft wenn ich nach einem kleinen Viertelstündchen die Augen öffnete, durfte ich sie nicht nach dem Bette meines Gatten wenden, aus Furcht, ich erblicke den guten Heinrich entschlafen, um nicht mehr zu erwachen.",,,,,,,,,,,,,,,,,,
367,215,15,323,"Als ich das erste Mal aus dem Bett aufgestanden, wollte ich probieren, wie ich zu Fuss sei;",,,,,,,,,,,,,,,,,,
367,215,15,324,"allein meine Beine waren so schwach, dass ich gleich der Länge nach auf den Boden fiel.",,,,,,,,,,,,,,,,,,
367,215,15,325,Und doch wollte und musste ich reisen! ,,,,,,,,,,,,,,,,,,
367,215,15,326,"Die Furcht, gefangen zu werden, gab mir Kraft. ",,,,,,,,,,,,,,,,,,
367,215,15,327,"Zudem hörte ich, dass in Wilna ein Spital, angefüllt mit Kranken, in die Luft gesprengt worden sei, und dass die Frauen, die das Unglück hatten, gefangen zu werden, arg misshandelt wurden.",,,,,,,,,,,,,,,,,,
367,215,15,328,"Der Lärm, dass die Russen sich der Stadt nähern, wurde immer grösser.",,,,,,,,,,,,,,,,,,
367,215,15,329,"Das Spital wurde aufgemacht und wer laufen konnte, ging.",,,,,,,,,,,,,,,,,,
367,215,15,330,"Ich war übel dran mit meinem Mann, und der Arzt wollte mich nicht gehen lassen.",,,,,,,,,,,,,,,,,,
367,215,15,331,"„Wo wollt ihr doch beide hin“, sagte er, „da ihr ja nicht eine Viertelstunde laufen könnt? Besser, sich hier gefangen zu geben, als auf der Strasse.“",,,,,,,,,,,,,,,,,,
367,215,15,332,Ich wollte aber und konnte nicht bleiben!,,,,,,,,,,,,,,,,,,
367,215,15,333,"Ich half meinem Mann die Kleider anzuziehen, und so [50] machten wir uns mit drei Thalern auf den Weg.",,,,,,,,,,,,,,,,,,
367,215,15,334,"Als wir aus dem Spital gingen, wollte mein Mann den Mantelsack tragen; allein der Arme hatte keine Kräfte dazu. Er stiess ihn stets mit den Füssen vorwärts, die lange Treppe vom Krankensaal zum Hof hinab. Zum Hof hinaus wurde er nachgezogen.",,,,,,,,,,,,,,,,,,
367,215,15,335,Der Boden war hart gefroren.,,,,,,,,,,,,,,,,,,
367,215,15,336,"In der Stadt war alles in Bewegung, die Kanonen wurden aufgepflanzt, das Militär stand unter dem Gewehr, alle Augenblicke erwartete man den Feind.",,,,,,,,,,,,,,,,,,
367,215,15,337,"Alles floh, was nur laufen konnte.",,,,,,,,,,,,,,,,,,
367,215,15,338,Wir konnten nicht laufen und der nächste Etappen war 10 Stunden entfernt!,,,,,,,,,,,,,,,,,,
367,215,15,339,Vor der Stadt sahen wir auf der gefrorenen Nogat einen Bauern einen Schlitten daher fahren, drinnen sassen zwei Chausseurs von der kaiserlichen Garde.,,,,,,,,,,,,,,,,,
367,215,15,340,"Wir schrien aus allen Kräften ein Halt entgegen, wir zahlten dem Bauern die drei Thaler und er liess uns mitfahren.",,,,,,,,,,,,,,,,,,
367,215,15,341,So kamen wir am 9. Januar nach Marienburg.,,,,,,,,,,,,,,,,,,
367,215,15,342,Hier tragen wir noch einige Kranke unseres Regimentes und einige Offiziere an.,,,,,,,,,,,,,,,,,,
367,215,15,343,Wir durften uns auf ihren Wagen setzen und mit ihnen weiter fahren nach Stuhm.,,,,,,,,,,,,,,,,,,
367,215,15,344,"Als wir uns am Morgen auf den Wagen setzen wollten, waren unsere Fuhrleute entflohen und wir mussten es wagen, zu Fuss zu gehen, auch die Offiziere.",,,,,,,,,,,,,,,,,,
367,215,15,345,"Nachts, den 11., kamen wir nach grossen Mühsalen nach Marienwerder.",,,,,,,,,,,,,,,,,,
