Comm ID,bio_author_id,author_id,agent_id,id,MemberID,selection_class,Agent type1,Agent type2,type2description,img,gender,code,last_name,first_name,other_name,,born,formula1,birthday,birth_location,,died,formula1,deathday,death_location,workplace,knows,shortbio,link,data_evaluation,authority_organization,authority_record,CrossReference,Medien,Schulwesen,Kirche,Glaubenskommittee,Jurisprudenz,Finanz,Verwaltungsdienst,Berufliches Gewicht,Militärischer Rang,Militärisches Gewicht,Ausl. Dienste,Tagsatzungsgesander,Int. Beziehungen,Bundesrat,Nationalrat,Regierungsrat,Ständerat,Kantonsparlament,Bürgermeister,Stadthalter,Zürcher Stadtrat,Kleiner Rat,Grosser Rat,Constaffel,Landammann,Landvogt,Pol. Gewicht,GESAMT SOZ. EINFLUSS,friends,born,died,age 1839,education,wealth (poor 1-rich 5), religion,ethnicity,special,comments,,political party,personality,mood/emotions, intelligence,values/stereotypes, general attitude,experience,knowledge,communication,intervention,literature,,
1,220,220,220,220,HeF1741,1,1,3,historical,,1,HeF,Herder,Felix,,,1741,-01-01 00:00:00,1741-01-01 00:00:00,,,1810,-01-01 00:00:00,1810-01-01 00:00:00,,,,Pfarrer Kirche zu Predigern 1810,,1,,,,,,,,,,,,,0,,0,,,0,,,,,,,,,,,,,,0,0,,not aplicable,,4,protestant,,,,,,,,,,,,,,,,,
1,221,221,221,221,HeJG1744,3,1,5,historiographer,,1,HeJG,Herder,Johann Gottfried,,,1744,-01-01 00:00:00,1744-01-01 00:00:00,,,1803,-01-01 00:00:00,1803-01-01 00:00:00,"Weimar, Saxe-Weimar","Mohrungen, East Prussia, Kingdom of Prussia",,"„romantisch-nationale Geschichtsauffassung“ (Tuchtenhagen, 2011) (p. 44)",,4,VIAF,95187266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,222,222,222,222,HeN1818,2,1,3,historical,,1,HeN,Hermann,Nicolaus,,,1818,-01-01 00:00:00,1818-01-01 00:00:00,,,1888,-01-01 00:00:00,1888-01-01 00:00:00,"Sachseln, Switzerland","Sachseln, Switzerland",,,,4,VIAF,232589443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,223,223,223,223,HeD1697,3,1,5,historiographer,,1,HeD,Herrliberger,David,,,1697,-01-01 00:00:00,1697-01-01 00:00:00,,,1777,-01-01 00:00:00,1777-01-01 00:00:00,,,,Zürcher Kupferstechers. «Neue und vollständige Topographie der Eidgnossschaft» des ,,2,VIAF,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,224,224,224,224,HeSiE1817,4,1,4,biographer,,2,HeSiE,Herwegh-Siegmund,Emma,,,1817,-01-01 00:00:00,1817-01-01 00:00:00,,,1904,-01-01 00:00:00,1904-01-01 00:00:00,"Paris, France",Magdeburg,,"historiography of the French revolutions (E. Herwegh, 1849) and its influence on men like Wedekind (Krausnick, 2013) – women’s rights (E. Herwegh, 1998) – political orientation in letters with her husband (G. Herwegh & Herwegh, 1898) - more in (Wedel, 2010) (p. 335) - ",,4,VIAF,10605395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,225,225,225,225,HeHJ1764,3,1,5,historiographer,,2,HeHJ,Herz,Henriette (Julie) ,,,1764,-01-01 00:00:00,1764-01-01 00:00:00,Berlin,,1847,-01-01 00:00:00,1847-01-01 00:00:00,,,,"– salonnière in Berlin – expects reconstitution of (natural) liberal rights in the beginning of French Revolution and suffers great deception (Vahsen, 2000) (p. 50) – they see the cause of the brutalisation of the revolution in the change of the revolutionary leaders and the building of parties (especially the Jacobin lobby making) instead of being led by virtue. – she belongs to a rather conservative anti-revolutionary opinion",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,226,226,226,226,HeHJ1764,2,1,3,historical,,2,HeHJ,Herzl,Henriette (Julie),,,1764,-01-01 00:00:00,1764-01-01 00:00:00,,,1847,-01-01 00:00:00,1847-01-01 00:00:00,na,na,,,,2,VIAF,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,227,227,227,227,HeT1860,2,1,3,historical,,1,HeT,Herzl,Theodor,,,1860,-01-01 00:00:00,1860-01-01 00:00:00,,,1904,-01-01 00:00:00,1904-01-01 00:00:00,"Edlach, Austria-Hungary","Budapest, Kingdom of Hungary",,,,4,VIAF,76317061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,228,228,228,228,HeJC1793,2,1,3,historical,,1,HeJC,Hess,Johann Caspar,,,1793,-01-01 00:00:00,1793-01-01 00:00:00,,,1858,-01-01 00:00:00,1858-01-01 00:00:00,,,,"Briefwechsel mit Conrad Ferdinand Meyer, married with Anna Maria Corrodi",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,229,229,229,229,HeJJ1791,1,1,2,contemporary,,1,HeJJ,Hess,Johann Jakob,,,1791,-01-01 00:00:00,1791-01-01 00:00:00,Zürich,,1857,-01-01 00:00:00,1857-01-01 00:00:00,,,,"Bürgermeister, Präsident des Polizeirates",,1,,,,,,,,,,Jurist und Oberrichter,,,1,,0,,,0,,,Regierungsrat 1831-1840,,,Bürgermeister 1832,,,,Grossrat 1830-1840,,,,3,4,,48,,5,protestant,,,,,,,,,,,,,,,,,
1,230,230,230,230,HeS1763,1,1,3,historical,,1,HeS,Hess,Salomon,,,1763,-01-01 00:00:00,1763-01-01 00:00:00,,,1837,-01-01 00:00:00,1837-01-01 00:00:00,,,,Diacon St. Peter,,1,,,,,,,,,,,,,0,,0,,,0,,,,,,,,,,,,,,0,0,,not aplicable,,4,protestant,,,,,,,,,,,,,,,,,
1,231,231,231,231,HeM1797,1,1,1,sample,,2,HeM,Heusser-Schweizer,Anna Margaretha Barbara (Meta),,,1797,-01-01 00:00:00,1797-01-01 00:00:00,Zürich,,1876,-01-01 00:00:00,1876-01-01 00:00:00,"Hirzel, Zürich, Switzerland","Hirzel, Zürich, Switzerland",,Arztfrau und Dichterin,,4,VIAF,20440576,,,,,,,,,,,0,,0,,,0,,,,,,,,,,,,,,0,0,,42,,3,protestant,,,,,,,,,,,,,,,,,
1,232,232,232,232,Hi853§,2,1,5,historiographer,,2,Hi,Hildegard,,,,0,-01-01 00:00:00,,,,0,-01-01 00:00:00,,,,,"Princess Abbess of the Imperial Abbey of Fraumünster (Zürich). Received the abbey as a donation from her father Louis the German, grandson of Charlemagne.",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,233,233,233,233,HiC 1833,2,1,3,historical,,1,HiC ,Hilty,Carl,,,1833,-01-01 00:00:00,1833-01-01 00:00:00,,,1909,-01-01 00:00:00,1909-01-01 00:00:00,"Clarens, Switzerland","Grabs, Switzerland",,,,4,VIAF,3265317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,234,234,234,234,HiB1807,1,1,1,sample,,1,HiB,Hirzel,Bernhard,,,1807,-01-01 00:00:00,1807-01-01 00:00:00,Pfäffikon (ZH),,1847,-01-01 00:00:00,1847-01-01 00:00:00,"Paris, France","Enge, Zürich, Switzerland",,"Pfarrer, Theologe, Orientalist",,4,VIAF,776315,,,,,"Theologe, Orientalist","Pfarrer, Theologe",,,,,2,,0,,,0,,,,,,,,,,,,,,0,2,,32,,4,protestant,,,,,liberal-conservative,,,,,,,,,,,,
1,235,235,235,235,HiCM1793,1,1,2,contemporary,,1,HiCM,Hirzel,Conrad Melchior,,,1793,-01-01 00:00:00,1793-01-01 00:00:00,Zürich,,1843,-01-01 00:00:00,1843-01-01 00:00:00,,,,"Bürgermeister   , Onkel von Bernhard Hirzel",,1,,,,,,,Präsident Universität Zürich,,,,,,1,,0,,,0,,,,,,Bürgermeister 1832,,,,,,,,1,2,,46,,5,protestant,,,,,liberal radical,,,,,,,,,,,,
1,236,236,236,236,HiHC1751,1,1,3,historical,,1,HiHC,Hirzel,Hans Caspar,,,1751,-01-01 00:00:00,1751-01-01 00:00:00,,,1817,-01-01 00:00:00,1817-01-01 00:00:00,,,,Stadtarzt,,1,,,,,,,,,,,,,0,,0,,,0,,,,,,,,,,,"Initiant des 1810 gegr. Blindeninstituts, 1810 Mitbegründer der Schweiz. Gemeinnützigen Gesellschaft. H. publizierte 1784 das ""Lesebuch für das Frauenzimmer über die Hebammenkunst"".",,,1,1,,not aplicable,Medizin Wien,4,protestant,,,,,,,,,,,,,,,,,
1,237,237,237,237,HiHC1798,2,1,3,historical,,1,HiHC,Hirzel,Hans Caspar,,,1798,-01-01 00:00:00,1798-01-01 00:00:00,,,1866,-01-01 00:00:00,1866-01-01 00:00:00,,,,"Professor of Philosophy in the Carolinum. 1866 suicide, possibly because of bankrupcy.",,4,VIAF,81755492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,238,238,238,238,HiJC1749,2,1,3,historical,,1,HiJC,Hirzel,Johannes,,,1749,-01-01 00:00:00,1749-01-01 00:00:00,,,1813,-01-01 00:00:00,1813-01-01 00:00:00,,,,Grossvater Bernhards,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not aplicable,,,,,,,,,,,,,,,,,,,,
1,239,239,239,239,HiJ1803,2,1,2,contemporary,,1,HiJ,Hirzel,Johannes,,,1803,-01-01 00:00:00,1803-01-01 00:00:00,,,1865,-01-01 00:00:00,1865-01-01 00:00:00,,,,"Tuscher, Presser, Bruder von Bernhard",,1,,,,,,,,,,,,,,Artilleriehauptmann,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,
1,240,240,240,240,HiL1801,2,1,2,contemporary,,1,HiL,Hirzel,Ludwig,,,1801,-01-01 00:00:00,1801-01-01 00:00:00,,,1841,-01-01 00:00:00,1841-01-01 00:00:00,,,,Professor Prof. Theologie,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,
1,241,241,241,241,HiS1719,1,1,3,historical,,1,HiS,Hirzel,Salomon,,,1719,-01-01 00:00:00,1719-01-01 00:00:00,,,1791,-01-01 00:00:00,1791-01-01 00:00:00,,,,Oberst,,1,,,,,,,,,,Gerichtsherr von Buch,,,1,Oberst im Bockenkrieg,1,,,0,,,,,,,,,,,,,,0,2,,not aplicable,,5,protestant,,,,,,,,,,,,,,,,,
1,242,242,242,242,HiS1727,1,1,3,historical,,1,HiS,Hirzel,Salomon,,,1727,-01-01 00:00:00,1727-01-01 00:00:00,,,1818,-01-01 00:00:00,1818-01-01 00:00:00,,,,,,1,,,,,,,,,,,,,0,,0,,,0,,,,,,,,,,,,,,0,0,Bruder von Hans Caspar Hirzel,not aplicable,,4,protestant,,,,,,,,,,,,,,,,,
1,243,243,243,243,HiS1762,1,1,3,historical,,1,HiS,Hirzel,Salomon,,,1762,-01-01 00:00:00,1762-01-01 00:00:00,,,1833,-01-01 00:00:00,1833-01-01 00:00:00,,,,Offizier in französischen Diensten,,1,,,,,,,,,,,,,0,Offizier in französischen Diensten,1,,,0,,,,,,,,,,,,,,0,1,,not aplicable,,4,protestant,,,,,,,,,,,,,,,,,
1,244,244,244,244,HiS1790,2,1,2,contemporary,,1,HiS,Hirzel,Salomon,,,1790,-01-01 00:00:00,1790-01-01 00:00:00,,,1844,-01-01 00:00:00,1844-01-01 00:00:00,,,,Oberstartillerieinspektor, coronel (Oberst) during Züriputsch,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,
1,245,245,245,245,HiS1804,1,1,2,contemporary,,1,HiS,Hirzel,Salomon,,,1804,-01-01 00:00:00,1804-01-01 00:00:00,,,1877,-01-01 00:00:00,1877-01-01 00:00:00,,,,Verlagsbuchhändler in Leibzig,,1,,,,,,"Verlagsbuchhändler in Leibzig (Gebr. Grimm), Verleger Zürcherisches Wochenblatt",,,,,,,1,,0,,,0,,,,,,,,,,,,,,0,1,"Salomon Gessner, Gustaf Freytag",35,,4,protestant,,,,,,,,,,,,,,,,,
1,246,246,246,246,HiH1766,1,1,3,historical,,1,HiH,Hirzel ,Heinrich,,,1766,-01-01 00:00:00,1766-01-01 00:00:00,,,1840,-01-01 00:00:00,1840-01-01 00:00:00,,,,Theologieprofessor,,1,,,,,,seit 1798 Miteigentümer Orell Füssli (NZZ),,Diacon St. Peter (?),,,,,2,,0,,,0,,,,,,,,,,,,,,0,2,,73,,4,protestant,,"figths the ""Revolutions-Paroxismus"", Einseitiges Dankesschreiben im Auftrage ihrer Majestät der Kaiserin an Diakon Heinrich Hirzel zu St.Peter, Züric",,,supports liberal-conservative,,,,,,,,,,,,
1,247,247,247,247,HiA1801*,2,1,2,contemporary,,2,HiA,Hirzel-Bürkli,Anna Margaretha,,,0,-01-01 00:00:00,,,,1816,-01-01 00:00:00,1816-01-01 00:00:00,na,na,,Schwester von Bernhard,,2,VIAF,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not aplicable,,,,,,,,,,,,,,,,,,,,
1,248,248,248,248,HiJ1776,2,1,3,historical,,1,HiJ,Hirzel-Bürkli,Johannes,,,1776,-01-01 00:00:00,1776-01-01 00:00:00,,,1884,-01-01 00:00:00,1884-01-01 00:00:00,,,,"Tuchhändler, Vater von Bernhard",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,
1,249,249,249,249,HiM1778,2,1,3,historical,,2,HiM,Hirzel-Bürkli,Margaretha,,,1778,-01-01 00:00:00,1778-01-01 00:00:00,,,1851,-01-01 00:00:00,1851-01-01 00:00:00,na,na,,Mutter von Bernhard,,2,VIAF,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,
1,250,250,250,250,HiHC1800,1,1,2,contemporary,,1,HiHC,Hirzel-Escher,Hans Caspar,,,1800,-01-01 00:00:00,1800-01-01 00:00:00,,,1883,-01-01 00:00:00,1883-01-01 00:00:00,,,,,,1,,,,,,,,,,,,,0,,0,,,0,,,Regierungsrat 1831–1832,,,,,,,,,,,1,1,Bruder von Salomon Hirzel,39,,4,protestant,,,,,,,,,,,,,,,,,
1,251,251,251,251,HiJC1792,2,1,2,contemporary,,1,HiJC,Hirzel-Escher,Johann Caspar,,,1792,-01-01 00:00:00,1792-01-01 00:00:00,,,1851,-01-01 00:00:00,1851-01-01 00:00:00,,,,Regierungsrat,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,
1,252,252,252,252,HoJ1820,1,1,2,contemporary,,1,HoJ,Hofmann,Johannes,,,1820,-01-01 00:00:00,1820-01-01 00:00:00,Kloten,,0,-01-01 00:00:00,,,,,Tischler-Lehrling in Zürich,,1,,,,,,,,,,,,,0,,0,,,0,,,,,,,,,,,,,,0,0,,19,,1,protestant,,Verwundet im Züriputsch,,,,,,,,,,,,,,,
1,253,253,253,253,HoA1758,3,1,5,historiographer,,2,HoA,Holst,Amalia,,,1758,-01-01 00:00:00,1758-01-01 00:00:00,,,1829,-01-01 00:00:00,1829-01-01 00:00:00,na,na,,"She was a German writer, intellectual, and feminist. Her work examined traditional pedagogy and challenged Enlightenment writers such as Jean-Jacques Rousseau. She is often called the German counterpart to Mary Wollstonecraft (Wikipedia).",,2,VIAF,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,254,254,254,254,HoE1839,2,1,3,historical,,2,HoE,Honegger,Elise,,,1839,-01-01 00:00:00,1839-01-01 00:00:00,,,1912,-01-01 00:00:00,1912-01-01 00:00:00,"Rotmonten, St. Gallen, Switzerland","Stäfa, Zürich, Switzerland",,"corrector and co-editor of the ""Republican""",,4,VIAF,295678702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,255,255,255,255,HoJJ1652,2,1,3,historical,,1,HoJJ,Hottinger,Johann Jakob,,,1652,-01-01 00:00:00,1652-01-01 00:00:00,,,1735,-01-01 00:00:00,1735-01-01 00:00:00,"Zürich, Switzerland","Zürich, Switzerland",,,,4,HLS,D10680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,256,256,256,256,Ho1783,3,1,5,historiographer,,1,Ho,Hottinger,,,,1783,-01-01 00:00:00,1783-01-01 00:00:00,,,1860,-01-01 00:00:00,1860-01-01 00:00:00,"Zürich, Switzerland","Zürich, Switzerland",,"Professor of philology at the Carolinum in Zürich. Vizepräsident Erziehungsrat. since 1749 Schweizer Monatchronik – modern version of chronicle (Schweizerische monats-chronik, Volumes 13-14 (Google eBook), 1828) redigiert by Johann Jakob Hottinger",,4,VIAF,19835905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,257,257,257,257,Ho0000,2,1,3,historical,,1,Ho,Hotz,,,,0,-01-01 00:00:00,,,,0,-01-01 00:00:00,,,,,,,2,VIAF,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,258,258,258,258,HuT1764,3,1,5,historiographer,,2,HuT,Huber,Therese,,,1764,-01-01 00:00:00,1764-01-01 00:00:00,,,1829,-01-01 00:00:00,1829-01-01 00:00:00,Augsburg,"Heyne, Göttingen",,"was a German author. She was one of the so-called Universitätsmamsellen, a group of five academically active women during the 18th-and 19th century, daughters of academics on Göttingen University, alongside Meta Forkel-Liebeskind, Caroline Schelling, Philippine Engelhard, and Dorothea Schlözer.",,4,VIAF,29584708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,259,259,259,259,Hu0000,2,1,3,historical,,1,Hu,Huber,,,,0,-01-01 00:00:00,,,,0,-01-01 00:00:00,,,,,,,2,VIAF,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,260,260,260,260,HuR1864,3,1,5,historiographer,,2,HuR,Huch,Riccarda,,,1864,-01-01 00:00:00,1864-01-01 00:00:00,,,1947,-01-01 00:00:00,1947-01-01 00:00:00,na,na,,"also pseudonym Richard Hugo - Der Bundesschwur. Lustspiel mit Benutzung der historischen Ereignisse in der schweizerischen Eidgenossenschaft vom Jahre 1798. Zürich 1890 [11] (veröffentlicht unter dem Namen Richard Hugo) - Die Hugenottin. Historische Novelle. In: Schweizerische Rundschau 1892; als Buch Bern 1932 - Die Neutralität der Eidgenossenschaft besonders der Orte Zürich und Bern während des spanischen Erbfolgekrieges. Diss. Zürich 1892 - Der große Krieg in Deutschland, historischer Roman. Bd. 1-3. Leipzig 1912-1914 (neu hg. als: Der Dreißigjährige Krieg, Leipzig 1929). - Jeremias Gotthelfs Weltanschauung. Vortrag. Bern 1917 - Alte und neue Götter (1848). Die Revolution des 19. Jahrhunderts in Deutschland. Berlin und Zürich 1930 (später als: 1848. Die Revolution des 19. Jahrhunderts in Deutschland. 1948) - Deutsche Geschichte. 1934-49 - Römisches Reich Deutscher Nation. Bd. 1. Berlin 1934 - Das Zeitalter der Glaubensspaltung. Bd. 2. Zürich 1937 - Untergang des Römischen Reiches Deutscher Nation. Bd. 3. Zürich 1949 - Frühling in der Schweiz. Autobiographische Darstellung. Zürich 1938 --> Swiss neutrality",,2,VIAF,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,261,261,261,261,HuD1711,2,1,5,historiographer,,1,HuD,Hume,David,,,1711,-01-01 00:00:00,1711-01-01 00:00:00,,,1777,-01-01 00:00:00,1777-01-01 00:00:00,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,262,262,262,262,Hue 0000,2,1,3,historical,,1,Hue ,Hüni,,,,0,-01-01 00:00:00,,,,0,-01-01 00:00:00,,,,,,,2,VIAF,na,,,,,,,,,,,,,,,,,,,Regierungsrat,,,,,,,,,,,,,,1839,,,,,,,,,,,,,,,,,,,,
1,263,263,263,263,Hüni0000,2,1,3,historical,,1,Hüni,Hüni,,,,0,-01-01 00:00:00,,,,0,-01-01 00:00:00,,,,,,,2,VIAF,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,264,264,264,264,GrKxxxx,5,1,2,contemporary,,1,GrK,Grob,Konrad  ,,,0,-01-01 00:00:00,,,,0,-01-01 00:00:00,,,,,Grob found Siegwart-Müller interesting,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,265,265,265,265,KrTxxxx,5,1,2,contemporary,,2,KrT,Kravogel,Theresia,,,0,-01-01 00:00:00,,,,0,-01-01 00:00:00,,,,,Siegwart-Müller hided in Kravogel's house from 23.12.1847-23.7.1848,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,266,266,266,266,HueJJ1796,1,1,2,contemporary,,1,HueJJ,Hürlimann-Landis,Johann Jakob,,,1796,-01-01 00:00:00,1796-01-01 00:00:00,Richterswil,,1853,-01-01 00:00:00,1853-01-01 00:00:00,,,,Fabrikant,,1,,,,,,,,,,,,,0,,0,,,0,,,,,,,,,,,,,,0,0,,43,,2,protestant,,,,,,,,,,,,,,,,,
1,267,267,267,267,IHoU1917,3,1,5,historiographer,,1,IHoU,Im Hof,Ulrich,,,1917,-01-01 00:00:00,1917-01-01 00:00:00,,,2001,-01-01 00:00:00,2001-01-01 00:00:00,,,,Swiss historian,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,268,268,268,268,IsI1728,3,1,5,historiographer,,1,IsI,Iselin,Isaak,,,1728,-01-01 00:00:00,1728-01-01 00:00:00,,,1782,-01-01 00:00:00,1782-01-01 00:00:00,,,,Schweizer Geschichtsphilosoph und Publizist,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,269,269,269,269,IsJR1764,3,1,5,historiographer,,1,IsJR,Iselin,Johann Rudolf,,,1764,-01-01 00:00:00,1764-01-01 00:00:00,,,1829,-01-01 00:00:00,1829-01-01 00:00:00,,,,first publication of Aegidius Tschudi’s Wilhelm Tell saga (1734/36),,4,VIAF,29584708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,270,270,270,270,IsB0000,2,1,6,undefined,,1,IsB,Isler,Bernhard,,,0,-01-01 00:00:00,,,,0,-01-01 00:00:00,,,,,Lieutenant in napoleonischen Diensten,,2,VIAF,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,271,271,271,271,JaFH1743,2,1,3,historical,,1,JaFH,Jacobi,Friedrich Heinrich,,,1743,-01-01 00:00:00,1743-01-01 00:00:00,,,1819,-01-01 00:00:00,1819-01-01 00:00:00,,,,Idol der Radikalen,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,272,272,272,272,JaJ1829,3,1,5,historiographer,,1,JaJ,Janssen,Johannes,,,1829,-01-01 00:00:00,1829-01-01 00:00:00,,,1891,-01-01 00:00:00,1891-01-01 00:00:00,,,,Geschichte des Deutschen Volkes seit dem Ausgang des Mittelalters,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,273,273,273,273,JoAH1779,2,1,2,contemporary,,1,JoAH,Jomini,Antoine-Henri,,,1779,-01-01 00:00:00,1779-01-01 00:00:00,,,1869,-01-01 00:00:00,1869-01-01 00:00:00,"Passy, Paris, France","Peyern, Switzerland",,,,4,VIAF,95148526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,274,274,274,274,JoM0000,2,1,3,historical,,1,JoM,Jorio,Marco,,,0,-01-01 00:00:00,,,,0,-01-01 00:00:00,,,,,restaurativer Ultra in Luzern,,2,VIAF,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,275,275,275,275,JuJ1786,1,1,2,contemporary,,1,JuJ,Jucker,Jakob,,,1786,-01-01 00:00:00,1786-01-01 00:00:00,Bauma (ZH)/Zürich,,1839,-01-01 00:00:00,1839-01-01 00:00:00,,,,"sehr arm, arbeitet auf Hof des Vaters",,1,,,,,,,,,,,,,0,,0,,,0,,,,,,,,,,,,,,0,0,,53,,1,protestant,,Gefallen im Züriputsch,,,,,,,,,,,,,,,
1,276,276,276,276,JuA0000,2,1,6,undefined,,1,JuA,Jullien*,A.,,,0,-01-01 00:00:00,,,,0,-01-01 00:00:00,,,,,,,2,VIAF,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,277,277,277,277,KaeW1901,3,1,5,historiographer,,1,KaeW,Kaegi,Werner,,,1901,-01-01 00:00:00,1901-01-01 00:00:00,,,1979,-01-01 00:00:00,1979-01-01 00:00:00,,,,"emphasized importance of the “Kleinstaat”, legends about Swiss origin and unity (Universität Basel, 2010) (Vgl. Werner Kaegi: Der Kleinstaat im europäischen  Denken (Juli 1938); Die Rheingrenze in der Geschichte Alemanniens (April 1940); Entstehung der Nationen (Mai/November 1940) erschienen im Sammelband: Historische Medidationen (Bd.I). Zürich 1942.)",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,278,278,278,278,KaeJ1783,1,1,3,historical,,1,KaeJ,Kägi,Jakob,,,1783,-01-01 00:00:00,1783-01-01 00:00:00,Bauma (ZH)/Zürich,,1839,-01-01 00:00:00,1839-01-01 00:00:00,,,,"Viehloser Bauer, Baumwollspinner, Kleinhändler, sehr arm",,1,,,,,,,,,,,,,0,,0,,,0,,,,,,,,,,,,,,0,0,,56,,1,protestant,,Gefallen im Züriputsch,,,,,,,,,,,,,,,
1,279,279,279,279,KaeJJ0000,2,1,6,undefined,,1,KaeJJ,Kägi,Johann Jakob,,,0,-01-01 00:00:00,,"Fälmis, Bauma (ZH)",,0,-01-01 00:00:00,,,,,Gichteler (Neugläubiger),,2,VIAF,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,280,280,280,280,KaeJ1816,1,1,2,contemporary,,1,KaeJ,Kägi,Johannes,,,1816,-01-01 00:00:00,1816-01-01 00:00:00,Bauma (ZH)/ ,,0,-01-01 00:00:00,,,,,Blattmacher,,1,,,,,,,,,,,,,0,,0,,,0,,,,,,,,,,,,,,0,0,,23,,2,protestant,,Verwundet im Züriputsch,,,,,,,,,,,,,,,
1,281,281,281,281,KaI1724,3,1,5,historiographer,,1,KaI,Kant,Immanuel,,,1724,-01-01 00:00:00,1724-01-01 00:00:00,wrote allgemeine Geschichte (1784),,1804,-01-01 00:00:00,1804-01-01 00:00:00,"Königsberg, Germany","Königsberg, Germany",,,,4,VIAF,82088490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
