Author,Biblio,Transcript,Sequence,Text,invivo,chronology,people,places,comments,footing (IM),footing (IM),encounter (Goffman),PC,StoryPoint,Character Building,MC Choices,Plot Choices,Theme Choices,Illustrating,Theme Development,Scene No.
645,532,14,529,"gläubigere Aufnahme, da sie geeignet waren, die liberale Partei und die ",,,,,,,,,,,,,,,,,
645,532,14,530,Regierung in ein recht gehässiges Licht zu stellen und den ohnehin schon ,regierung;,,,,,,,,,,,,,,,,
645,532,14,531,über die Maßen aufgeregten Unwillen gegen sie bis auf den äußersten Punkt ,,,,,,,,,,,,,,,,,
645,532,14,532,[-48—]zu bringen; ,,,,,,,,,,,,,,,,,
645,532,14,533,"Hürlimann, Rahn-Escher, Spöndli seien verhaftet, ",,,escher;,,,,,,,,,,,,,,
645,532,14,534,"Baumgartner sei nach St. Gallen, ",,,,,,,,,,,,,,,,,
645,532,14,535,"Oberrichter Füßli nach Bern gegangen, um Truppen zu verlangen, ",,,,,,,,,,,,,,,,,
645,532,14,536,"die Gesandten von Bern, Luzern, St. Gallen, Solothurn, Baselland, Aargau ",land;,,,,,,,,,,,,,,,,
645,532,14,537,"und Thurgau hätten solche anerboten, ",,,,,,,,,,,,,,,,,
645,532,14,538,"die von Bern, Aargau, Baselland seien bereits im Anmarsch u. dgl.16)[ ]",land;,,,,,,,,,,,,,,,,
645,532,14,539,Der Punkt der Einberufung fremder (man bediente sich dieses Wortes statt ,wort; fremde;,,,,,,,,,,,,,,,,
645,532,14,540,eidgenössischer so gerne!) fremder Truppen hat eine so wesentliche Rolle ,eidgenossen; fremde;,,,,,,,,,,,,,,,,
645,532,14,541,"in unserm Drama gespielt, daß ich hierbei einige Augenblicke verweilen ",,,,,,,,,,,,,,,,,
645,532,14,542,muß. 17)[ ] ,,,,,,,,,,,,,,,,,
645,532,14,543,"Man weiß, daß das [-49-]ganze Schauspiel unter den Augen der in Zürich ",zürich;,,,zürich;,,,,,,,,,,,,,
645,532,14,544,anwesend gewesenen Tagsatzung aufgeführt worden ist. ,,,,,,,,,,,,,,,,,
645,532,14,545,"Der eine will die Mitglieder derselben als thätige, der andere sie als ",mitglied;,,,,,,,,,,,,,,,,
645,532,14,546,stumme Zuschauer betrachtet wissen. ,,,,,,,,,,,,,,,,,
645,532,14,547,Die letztere Bezeichnung mag gelten für die Gesandten der nicht im ,,,,,,,,,,,,,,,,,
645,532,14,548,"Concordat begriffenen Kantone; die erstere für die der Concordatsstände, ",,,,,,,,,,,,,,,,,
645,532,14,549,"aber nur in dem Maße, daß sie thaten, nicht mehr und nicht weniger, als ",,,,,,,,,,,,,,,,,
645,532,14,550,in ihrer Pflicht lag. 18)[ ] ,,,,,,,,,,,,,,,,,
645,532,14,551,"Wer wollte glauben, daß zwischen den Gesandten der freisinnigen Kantone ",glaube;,,,,,,,,,,,,,,,,
645,532,14,552,und einzelner Mitglieder der Regierung nie kein Wort über unsere Zustande ,regierung; wort; mitglied;,,,,,,,,,,,,,,,,
645,532,14,553,gewechselt worden wäre! ,,,,,,,,,,,,,,,,,
645,532,14,554,"Allein Hauptgegenstand der Conversation war ein mitleidiges, ich mochte ",,,,,,,,,,,,,,,,,
645,532,14,555,"fast sagen, verächtliches Beurtheilen unsers Musterkantons, das uns Alle ",,,,uster;,,,,,,,,,,,,,
645,532,14,556,tief beschämen mußte. ,,,,,,,,,,,,,,,,,
645,532,14,557,Die gegenseitige Stimmung schien mir in dieser Beziehung [-50—]lange Zeit ,,,,,,,,,,,,,,,,,
645,532,14,558,"so beschaffen zu sein, daß jene aus Unwillen, wir aus Scham und ",,,,,,,,,,,,,,,,,
645,532,14,559,"Zerknirschung, uns über die Sache nicht einlassen mochten. ",,,,,,,,,,,,,,,,,
645,532,14,560,"Ich meinerseits wenigstens war froh, deßhalb nie befragt, in keine ",,,,,,,,,,,,,,,,,
645,532,14,561,"Unterhaltung hineingezogen worden zu sein. Glauben zu wollen, daß bei ",glaube;,,,,,,,,,,,,,,,,
645,532,14,562,"solchen Unterhaltungen, wenn sie noch stattfanden, Truppenanerbietungen ",,,,,,,,,,,,,,,,,
645,532,14,563,"gemacht worden seien, gehörte freilich mit in's Gebiet der jetzigen ",,,,,,,,,,,,,,,,,
645,532,14,564,"Möglichkeiten, würde aber eine Versündigung sein gegen den Charakter der ",,,,,,,,,,,,,,,,,
645,532,14,565,die regenerirten Kantone repräsentirenden Gesandschaften. ,,,,,,,,,,,,,,,,,
645,532,14,566,Was demnach über diese Truppenanerbietungen und Forderungen gefabelt ,,,,,,,,,,,,,,,,,
645,532,14,567,"worden ist, hat nicht den mindesten Gehalt. Einer der Gesandten, einer ",,,,,,,,,,,,,,,,,
645,532,14,568,"der ersten Staatsmänner der Schweiz, hat, wie die Krisis sich nahte, ",,,,,,,,,,,,,,,,,
645,532,14,569,"Einmal mit aller Angelegenheit über unsere Lage mit mir gesprochen, aber ",,,,,,,,,,,,,,,,,
645,532,14,570,"ich schwöre, daß er keine Truppen anbot, noch weniger aufdrang, daß er ",,,,,,,,,,,,,,,,,
645,532,14,571,"zwar wohl die Pflicht anerkannte, an der Geneigtheit seiner Regierung ",regierung;,,,,,,,,,,,,,,,,
645,532,14,572,"auch nicht zweifelte, wohl aber daran, ob die hiesige Regierung bei ihrer ",regierung;,,,,,,,,,,,,,,,,
645,532,14,573,"Zerrissenheit, die er gar wohl kannte, sich zu einem solchen Verlangen ",,,,,,,,,,,,,,,,,
645,532,14,574,"entschließen könnte. Ware dem aber auch, wie ihm wollte, so hat ein ",,,,,,,,,,,,,,,,,
645,532,14,575,späterer offizieller Akt — und nach solchen müssen die Urtheile sich ,,,,,,,,,,,,,,,,,
645,532,14,576,"richten — gezeigt, wie weit die Gesandten gegangen sind.",,,,,,,,,,,,,,,,,
645,532,14,577,Am 5. nämlich wurde der Regierungsrath um 5 Uhr Abends wieder ,regierungsrath;,,,,,,,,,,,,,,,,
645,532,14,578,außerordentlich besammelt. ,,,,,,,,,,,,,,,,,
645,532,14,579,"Das Präsidium theilte zuerst zwei statthalteramtliche Zuschriften, eine ",,,,,,,,,,,,,,,,,
645,532,14,580,"von Zürich, die zweite von Winterthur, mit. In der ersten hieß es, es ",zürich;,,,zürich; winterthur;,,,,,,,,,,,,,
645,532,14,581,circuliren Gerüchte [-51—]von stattgehabter Einberufung fremden Volkes; ,volk; fremde;,,,,,,,,,,,,,,,,
645,532,14,582,eine Publikation mit der bestimmten Versicherung des Gegentheils wird als ,,,,,,,,,,,,,,,,,
645,532,14,583,"nothwendig erklärt und die Besorgnis; ausgesprochen, ohne eine solche ",noth;,,,,,,,,,,,,,,,,
645,532,14,584,würde bis zum 9. kaum Alles ruhig bleiben. ,,,,,,,,,,,,,,,,,
645,532,14,585,Die zweite gab ein ganz anderes Bild von dem ruhigen Zustande der ,,,,,,,,,,,,,,,,,
645,532,14,586,dortigen Gemeinden und Bericht von eingegangenen schriftlichen ,,,,,,,,,,,,,,,,,
645,532,14,587,"Erklärungen mehrerer Vorsteherschaften, daß an ihren Orten der Vorsatz ",,,,,,,,,,,,,,,,,
645,532,14,588,"allgemein gefaßt sei, treu an Verfassung und Regierung zu halten. ",regierung;,,,,,,,,,,,,,,,,
645,532,14,589,Ueber die statthalteramtlichen Zuschriften ging man ohne weitere ,,,,,,,,,,,,,,,,,
645,532,14,590,"Berathung hinweg, um eine vom heutigen Tage datirte, von den Herren ",,,,,,,,,,,,,,,,,
645,532,14,591,"Neuhaus und Steinhauer, Kopp und Pfyffer, Munzinger und Wiswald, Dorer ",,,,,,,,,,,,,,,,,
645,532,14,592,"und Sigfrid, Baumgartner und Steiger, und Gräflein und Anderwerth, den ",,,,,,,,,,,,,,,,,
645,532,14,593,"Gesandten der übrigen sechs Concordatsstände, unterzeichnete Zuschrift ",,,,,,,,,,,,,,,,,
645,532,14,594,anzuhören. ,,,,,,,,,,,,,,,,,
645,532,14,595,Nach kurzer Erwähnung der im K. Zürich herrschenden Zerwürfnisse heißt es ,zürich;,,,zürich;,,,,,,,,,,,,,
645,532,14,596,"darin: „ Die Unterzeichneten erachten es daher als hohe Pflicht, zu ",,,,,,,,,,,,,,,,,
645,532,14,597,Händen ihrer Committenten Hochdieselben um beförderlichen Aufschluß über ,,,,,,,,,,,,,,,,,
645,532,14,598,"den Stand dieser Bewegungen sowohl, als insbesondere und vorzüglich über ",,,,,,,,,,,,,,,,,
645,532,14,599,zulängliche Kraft und Wirksamkeit der Regierungsbehörden des Kantons ,regierung;,,,,,,,,,,,,,,,,
645,532,14,600,dringend zu bitten.” Dieser Inhalt erregte anfänglich bei einer gewissen ,,,,,,,,,,,,,,,,,
645,532,14,601,"Seite böses Blut. „Wie, hieß es, haben Gesandte, die hieher geschickt ",,,,,,,,,,,,,,,,,
645,532,14,602,"worden sind, nach Instruktion und in bezeichneten Dingen auf der ",,,,,,,,,,,,,,,,,
645,532,14,603,"Tagsatzung zu stimmen, nicht aber bei unsern Kantonalbehörden zu rathen, ",,,,,,,,,,,,,,,,,
645,532,14,604,"das Recht, von uns, der Regierung eines souveränen Standes, zu verlangen, ",regierung;,,,,,,,,,,,,,,,,
645,532,14,605,"daß man ihnen [-52—]sage, wie es bei uns steht? Zu diesem Eingriff in die ",,,,,,,,,,,,,,,,,
645,532,14,606,Rechte und Angelegenheiten eines Andern sind die Gesandten nicht ,,,,,,,,,,,,,,,,,
645,532,14,607,legitimirt.” ,,,,,,,,,,,,,,,,,
645,532,14,608,Nun wurde eine Zeitlang in diesem Tone fortgefahren und das Ansuchen der ,,,,,,,,,,,,,,,,,
645,532,14,609,"Gesandten in progressivem Maße als überflüssig, voreilig, anmaßend ",,,,,,,,,,,,,,,,,
645,532,14,610,"bezeichnet, bis von anderer Seite, namentlich von Bürgermeister Heß eine ",bürger;,,,,,,,,,,,,,,,,
645,532,14,611,"lebhafte Vertheidigung erfolgte, die sich bemühte, den Schritt als zeit- ",,,,,,,,,,,,,,,,,
645,532,14,612,"und sachgemäß und als in der Pflicht der Gesandtschaften liegend, ",,,,,,,,,,,,,,,,,
645,532,14,613,"darzustellen, was auch den guten Erfolg hatte, daß dasjenige Mitglied, ",mitglied;,,,,,,,,,,,,,,,,
645,532,14,614,"welches sich zuerst dagegen ausgesprochen hatte, nun wenigstens erklärte, ",,,,,,,,,,,,,,,,,
645,532,14,615,denselben unrecht gethan zu haben. Mit einem Vorschlage zur Beantwortung ,wort;,,,,,,,,,,,,,,,,
645,532,14,616,jener Einfrage wollte indessen Niemand herausrücken. ,,,,,,,,,,,,,,,,,
645,532,14,617,"Man sah voraus, daß wir bei dieser Gelegenheit auf den Scheideweg, unsere ",,,,,,,,,,,,,,,,,
645,532,14,618,"eigene Krankheit zur Krisis gelangen, daß es hier mit Einem Worte sich um ",wort;,,,,,,,,,,,,,,,,
645,532,14,619,Intervention und Nichtintervention werde handeln müssen. ,,,,,,,,,,,,,,,,,
645,532,14,620,"Unter diesen Umstanden fand der Vorschlag, die Antwort morgen zu ",wort;,,,,,,,,,,,,,,,,
645,532,14,621,"berathen, allseitig willige Aufnahme und man ging auseinander. 19)[ ] ",,,,,,,,,,,,,,,,,
645,532,14,622,"Die [-53—]Antwort hat, wie wir sehen werden, nie berathen werden können.",wort;,,,,,,,,,,,,,,,,
645,532,14,623,[-54-]Am Abend dieses 5. waren die Liberalen wieder zahlreich auf der ,,,,,,,,,,,,,,,,,
645,532,14,624,Platte beisammen. ,,,,,,,,,,,,,,,,,
645,532,14,625,"Kaum hatte ich [-55—]mich niedergesetzt, als es hieß, im Bezirke ",,,,,,,,,,,,,,,,,
645,532,14,626,Pfäffikon werden Anordnungen zum Sturme getroffen. ,ordnung;,,,pfäffikon;,,,,,,,,,,,,,
645,532,14,627,"Ein Augenzeuge versicherte mich, diesen Abend in Rußikon gesehen zu ",,,,,,,,,,,,,,,,,
645,532,14,628,"haben, wie ein Bote von Pfäffikon den Auftrag ins dortige Pfarrhaus ",,,,pfäffikon;,,,,,,,,,,,,,
645,532,14,629,"brachte, auch da Sturm zu läuten, sobald die Glocken in Pfäffikon ",,,,pfäffikon;,,,,,,,,,,,,,
645,532,14,630,ertönen. ,,,,,,,,,,,,,,,,,
645,532,14,631,"Ungefähr um halb 9 Uhr suchte mich ein Expresser von Illnau auf, mir die ",,,,,,,,,,,,,,,,,
645,532,14,632,"Nachricht zu bringen, daß dort seit 5 Uhr Abends die Kirche umstellt und ",kirche;,,,,,,,,,,,,,,,,
645,532,14,633,Alles in Bereitschaft sei zum Sturmläuten; der Pfarrer habe den Waibel in ,pfarrer;,,,,,,,,,,,,,,,,
645,532,14,634,"die Häuser geschickt, anzuzeigen, daß das Geläute nicht einer ",,,,,,,,,,,,,,,,,
645,532,14,635,"Feuersbrunst, sonderndem Marsche nach Zürich gelte. ",zürich;,,,zürich;,,,,,,,,,,,,,
645,532,14,636,Die Berichte häuften sich und Niemand zweifelte mehr an ihrer Wahrheit. ,,,,,,,,,,,,,,,,,
645,532,14,637,"Zwei Freunde mit mir begaben uns zu Herrn Bürgermeister Heß, ihm theils ",freund; bürger;,,,,,,,,,,,,,,,,
645,532,14,638,"davon Anzeige zu machen, theils ihn zur Ergreifung von Maßnahmen zu ",,,,,,,,,,,,,,,,,
645,532,14,639,vermögen. ,,,,,,,,,,,,,,,,,
645,532,14,640,"Es war hauptsächlich Einer 20)[ ] aus uns, der ihm hart zusetzte. ",,,,,,,,,,,,,,,,,
645,532,14,641,"Wir entfernten uns, ohne auf besondern Erfolg Rechnung zu machen. ",,,,,,,,,,,,,,,,,
645,532,14,642,"Vor dem Hause ritten eben zwei junge Leute vorbei, die mir auf ihren mit ",,,,,,,,,,,,,,,,,
645,532,14,643,Koth beworfenen Pferden als Boten aus jener Gegend [-56—]erschienen. ,,,,,,,,,,,,,,,,,
645,532,14,644,"Ich vernahm später, daß sie die Nachricht von dem Ausbruche des ",,,,,,,,,,,,,,,,,
645,532,14,645,Landsturmes an ihre Obern überbracht hatten. Es mochte 9 1/4 Uhr gewesen ,land;,,,,,,,,,,,,,,,,
645,532,14,646,sein.,,,,,,,,,,,,,,,,,
645,532,14,647,"Ich ging auf die Hauptwache, um zu sehen, was die Polizei gethan habe. ",,,,,,,,,,,,,,,,,
645,532,14,648,Sie hatte nicht das Mindeste gethan. ,,,,,,,,,,,,,,,,,
645,532,14,649,Auf meine Veranlassung wurden einige Landjäger abgeschickt und ihnen ,land;,,,,,,,,,,,,,,,,
645,532,14,650,"aufgetragen, von Stunde zu Stunde Rapport zu bringen. ",,,,,,,,,,,,,,,,,
645,532,14,651,"Noch hatte ich keinen vernommen, der mir gesagt hätte, er habe das ",,,,,,,,,,,,,,,,,
645,532,14,652,Sturmgeläute wirklich gehört. ,,,,,,,,,,,,,,,,,
645,532,14,653,"Nach 10 Uhr wurde Einer zu mir gebracht, den ich wohl kannte und der mir ",,,,,,,,,,,,,,,,,
645,532,14,654,"die allerbestimmteste Versicherung gab, daß bei seinem Abgange von ",,,,,,,,,,,,,,,,,
645,532,14,655,Pfäffikon die Glocken allerdings in vollem Gange gewesen seien. ,,,,pfäffikon;,,,,,,,,,,,,,
645,532,14,656,"Nun suchte ich Herrn Oberst Hirzel im Feldhof und sagte ihm, ruhig dürfen ",,,oberst hirzel;,,,,,,,,,,,,,,
645,532,14,657,"wir als Mitglieder des Kriegsrathes nicht zusehen, einige Maßregeln ",mitglied;,,,,,,,,,,,,,,,,
645,532,14,658,müssen getroffen sein. Bei der Entlassung des Bataillons Nr. IV. habe man ,,,,,,,,,,,,,,,,,
645,532,14,659,"im Regierungsrathe angenommen, wenn irgend welche militärische ",regierungsrath;,,,,,,,,,,,,,,,,
645,532,14,660,"Anordnungen z. B. während der Großrathssitzung nothwendig würde, sich ",ordnung; noth;,,,,,,,,,,,,,,,,
645,532,14,661,dazu der Militärschule zu bedienen. ,schule;,,,,,,,,,,,,,,,,
645,532,14,662,"Ich denke, auch jetzt müsse das geschehen. Er war damit einverstanden, ",,,,,,,,,,,,,,,,,
645,532,14,663,verlangte aber Vollmacht. ,,,,,,,,,,,,,,,,,
645,532,14,664,Ich gab sie ihm schriftlich in folgenden Worten: „ Herr Oberst ,wort;,,,,,,,,,,,,,,,,
645,532,14,665,"Artillerieinspektor Hirzel wird hiemit beauftragt und bevollmächtigt, zum ",,,artillerieinspektor hirzel;,,,,,,,,,,,,,,
645,532,14,666,"Schutz und zur Sicherheit der Personen und des Eigenthums, so wie der ",,,,,,,,,,,,,,,,,
645,532,14,667,"verfassungsmäßigen Behörden, die ihm zweckmäßig scheinenden Maßregeln zu ",,,,,,,,,,,,,,,,,
645,532,14,668,treffen.,,,,,,,,,,,,,,,,,
645,532,14,669,"§Zürich, 5. Sept. 1839.",zürich;,,,zürich;,,,,,,,,,,,,,
645,532,14,670,"Weiß, Präsid des Kriegsr.“",,,,,,,,,,,,,,,,,
645,532,14,671,"[-57—]Die Vollmacht sei weit, erwiederte Hirzel, man könnte dieselbe so ",,,oberst hirzel;,,,,,,,,,,,,,,
645,532,14,672,"oder anders auslegen, viel oder wenig darunter verstehen. ",,,,,,,,,,,,,,,,,
645,532,14,673,"Ich entgegnete ihm darauf, er werde seine Kräfte kennen und seine ",,,,,,,,,,,,,,,,,
645,532,14,674,Einrichtungen darnach treffen müssen. Ganz einverstanden waren wir ,,,,,,,,,,,,,,,,,
645,532,14,675,"zuvörderst, daß das Zeughaus bewacht werden müsse; ",,,,,,,,,,,,,,,,,
645,532,14,676,"dann äußerte er gegen mich das Vorhaben, die beiden Brücken zu besetzen; ",,,,,,,,,,,,,,,,,
645,532,14,677,von Bewachung der Stadt könne bei solchen Mitteln keine Rede sein. ,,,,,,,,,,,,,,,,,
645,532,14,678,"Ich ließ ihn qewähren, begab mich auf die Hauptwache zurück. ",,,,,,,,,,,,,,,,,
645,532,14,679,Unterwegs bemerkte ich bewaffnete Bürger. Ich ließ deßhalb Herrn ,bürger;,,,,,,,,,,,,,,,,
645,532,14,680,"Stadtrath Gysi, Präsident der Stadtpolizei, ersuchen, zu mir auf die ",,,,,,,,,,,,,,,,,
645,532,14,681,Hauptwache zu kommen. ,,,,,,,,,,,,,,,,,
645,532,14,682,"Er erschien sogleich, ",,,,,,,,,,,,,,,,,
645,532,14,683,"und ich richtete die Worte an ihn: Ich gewahre, daß von Ihren Leuten ",wort;,,,,,,,,,,,,,,,,
645,532,14,684,einige Bewaffnete in Bewegung sind; als Präsident des Kriegsrathes glaube ,glaube;,,,,,,,,,,,,,,,,
645,532,14,685,"ich berechtigt und verpflichtet zu sein, Sie zu fragen, was Sie mit ",,,,,,,,,,,,,,,,,
645,532,14,686,diesen Vorkehrungen beabsichten. Herr Gysi antwortete mir in freundlichem ,freund; wort;,,,,,,,,,,,,,,,,
645,532,14,687,"Tone, er anerkenne das und gebe mir deßhalb auch Alles an, was der ",,,,,,,,,,,,,,,,,
645,532,14,688,"Stadtrath verfügt habe. Ich werde mich erinnern, daß er mir schon im März ",,,,,,,,,,,,,,,,,
645,532,14,689,d. J. die Controlle einer Bürgerwache von 63 oder 65 Mann vorgewiesen ,bürger;,,,,,,,,,,,,,,,,
645,532,14,690,habe. Diese seien aufs Stadthaus berufen worden. Dann habe man im Weitern ,,,,,,,,,,,,,,,,,
645,532,14,691,"eine Liste von 500 Mann, die man, wenn sich das Gerücht als wahr ",,,,,,,,,,,,,,,,,
645,532,14,692,"bestätigen sollte, ebenfalls besammeln werde. Zweck dieser Anordnung sei ",ordnung;,,,,,,,,,,,,,,,,
645,532,14,693,"einzig Handhabung der Ruhe und Ordnung, der Sicherheit von Personen und ",ordnung; ruhe;,,,,,,,,,,,,,,,,
645,532,14,694,Eigenthum; ein politischer Zweck sei damit nicht verbunden. ,,,,,,,,,,,,,,,,,
645,532,14,695,Ich theilte ihm die an Herrn Oberst Hirzel ertheilte [-58—]Ordre mit. ,,,oberst hirzel;,,,,,,,,,,,,,,
645,532,14,696,Wir boten uns unter gegenseitiger Versicherung redlicher Absichten die ,,,,,,,,,,,,,,,,,
645,532,14,697,Hand« und Herr Gysi verließ mich.,,,,,,,,,,,,,,,,,
645,532,14,698,"Um diese Zeit kam Herr Regierungsrath Hegetschweiler, Vicepräsident des ",regierungsrath;,,hegetschweiger;,,,,,,,,,,,,,,
645,532,14,699,"Polizeirathes, auf die Hauptwache. Ich theilte ihm mit, was ich wußte, er ",,,,,,,,,,,,,,,,,
645,532,14,700,"behauptete fortwährend, es sei Alles bloß Gerücht. ",,,,,,,,,,,,,,,,,
645,532,14,701,Unterdessen mehrten sich Anzeigen und Berichte von dem völligen Ausbruche ,,,,,,,,,,,,,,,,,
645,532,14,702,des Landsturmes. Ungefähr um Mitternacht meldete sich ein junger ,land;,,,,,,,,,,,,,,,,
645,532,14,703,Bauersmann auf der Hauptwache. Er kam ohne Rock und schweißtriefend von ,,,,,,,,,,,,,,,,,
645,532,14,704,Schwamendingen gelaufen und verlangte vorgelassen zu werden. ,,,,,,,,,,,,,,,,,
645,532,14,705,"Herr Hegetschweiler in meiner, und der Gegenwart zweier oder dreier ",,,hegetschweiger;,,,,,,,,,,,,,,
645,532,14,706,"anderer Männer, vernahm den jungen Mann und richtete nach einander ",,,,,,,,,,,,,,,,,
645,532,14,707,folgende Fragen an ihn: Wer seid ihr? wie heißt ihr? was wollt ihr hier? ,,,,,,,,,,,,,,,,,
645,532,14,708,was ist der Zweck eurer Angaben? wer hat euch geschickt? was wollt ihr? ,,,,,,,,,,,,,,,,,
645,532,14,709,"Der junge Mann, eine andere Aufnahme gewärtigend, stand etwas verblüfft. ",,,,,,,,,,,,,,,,,
645,532,14,710,"Auf Zureden seines Bruders und meine Ermahnung, getreu zu sagen, was er ",,,,,,,,,,,,,,,,,
645,532,14,711,"wisse, erzählte er, nachdem er seinen Namen angegeben, es sei ein ",,,,,,,,,,,,,,,,,
645,532,14,712,"Dragoner H. von V., der von einer Uebung nach Hause kehren wollte, auf ",,,,,,,,,,,,,,,,,
645,532,14,713,"der Straße von, Dübendorf im schnellsten Carriere zurückgeritten gekommen ",,,,,,,,,,,,,,,,,
645,532,14,714,"mit der Nachricht, auf der Brücke zu Dübendorf sei er in einen Haufen ",,,,,,,,,,,,,,,,,
645,532,14,715,bewaffneter und mit Stöcken und allerlei Werkzeugen versehener Landleute ,land;,,,,,,,,,,,,,,,,
645,532,14,716,"hineingerathen, deren Absicht er alsobald erkannt habe und wovon er ",,,,,,,,,,,,,,,,,
645,532,14,717,Nachricht nach Zürich hätte bringen wollen. Das Pferd sei ermüdet ,zürich;,,,zürich;,,,,,,,,,,,,,
645,532,14,718,"gewesen, so daß es nicht weiter [-59-]hätte gehen können, worauf sein, ",,,,,,,,,,,,,,,,,
645,532,14,719,"des Deponenten Vater, ihn mit dieser Nachricht hieher geschickt hätte. ",,,,,,,,,,,,,,,,,
645,532,14,720,Das Fragen begann auf's Neue. ,,,,,,,,,,,,,,,,,
645,532,14,721,Das inquisitorische Verfahren ärgerte mich und den Bruder des Deponenten; ,,,,,,,,,,,,,,,,,
645,532,14,722,"wir suchten ihn unter der Versicherung frei zu machen, daß wir erklärten, ",,,,,,,,,,,,,,,,,
645,532,14,723,"wenn sich späterhin eine Falschheit des Berichtes ergebe, könne man gegen ",,,,,,,,,,,,,,,,,
645,532,14,724,"ihn und den Dragoner H. Untersuchung einleiten. Nach einigem Wortwechsel, ",wort;,,,,,,,,,,,,,,,,
645,532,14,725,"wobei Herr Hegetschweiler immer noch die Wahrheit der Berichte bestritt, ",,,hegetschweiger;,,,,,,,,,,,,,,
645,532,14,726,begaben wir uns außerhalb des Zimmers. Nun kam einer der ausgeschickten ,,,,,,,,,,,,,,,,,
645,532,14,727,"Landjäger mit der Kunde, er habe die Leute in Dübendorf gesehen; ferner ",land;,,,,,,,,,,,,,,,,
645,532,14,728,"lief ein Mann aus der Gegend von Pfäffikon, der mich erkannte, mit ",,,,pfäffikon;,,,,,,,,,,,,,
645,532,14,729,derselben Nachricht auf uns zu. 21a)[ ] ,,,,,,,,,,,,,,,,,
645,532,14,730,Herr Hegetschweiler machte nicht mehr viele Einwendungen; ,,,hegetschweiger;,,,,,,,,,,,,,,
645,532,14,731,"hingegen wie wir auf der Brücke hin und her gingen, stieß auch Herr ",,,,,,,,,,,,,,,,,
645,532,14,732,"Steffan zu uns mit den an mich gerichteten Worten: „Herr, ich frage Sie, ",wort;,,,,,,,,,,,,,,,,
645,532,14,733,"woher wissen Sie, daß in Pfäffiken gestürmt wird? Es ist an Allem [-60—] ",,,,,,,,,,,,,,,,,
645,532,14,734,nichts!” ,,,,,,,,,,,,,,,,,
645,532,14,735,"Ich erwiederte ihm: „Herr, es ist nur zu wahr; hinlängliche Berichte sind ",,,,,,,,,,,,,,,,,
645,532,14,736,"da, daß Pfr. Hirzel das Stürmen angeordnet hat.” ",,,hirzel B.;,,,,,,,,,,,,,,
645,532,14,737,Er verließ uns mit der kräftig genug ausgesprochenen Verwünschung:,,,,,,,,,,,,,,,,,
645,532,14,738,"„ Dann soll ihn das - - [illegible, 3 signs, x?].”",,,,,,,,,,,,,,,,,
645,532,14,739, — Auf das Zimmer,,,,,,,,,,,,,,,,,
645,532,14,740,"der Hauptwache kam jetzt auch Herr Obergerichspräisident Finsler, sich zu ",,,,,,,,,,,,,,,,,
645,532,14,741,"erkundigen, worauf er, nachdem man ihm unserseits die Frage, ob zum ",,,,,,,,,,,,,,,,,
645,532,14,742,"Schutze einiger Herren, wie Keller, Füßli [illegible, 3 signs] etwas ",,,keller;,,,,,,,,,,,,,,
645,532,14,743,"angeordnet worden sei, ",,,,,,,,,,,,,,,,,
645,532,14,744,"mit Nein beantworten mußte, sich mit der Versicherung entfernte, sich ",wort;,,,,,,,,,,,,,,,,
645,532,14,745,"sogleich zu Herrn Füßli begeben zu wollen, um ihm Zuflucht in seinem ",,,,,,,,,,,,,,,,,
645,532,14,746,Hause anzubieten.,,,,,,,,,,,,,,,,,
645,532,14,747,"Früher schon hatte ich Herrn Fierz, als zweites Mitglied des ",mitglied;,,,,,,,,,,,,,,,,
645,532,14,748,"Kriegsrathes, einladen lassen, sich zu mir zu begeben. ",,,,,,,,,,,,,,,,,
645,532,14,749,Wir gingen ungefähr um 2 Uhr in den Feldhof. ,,,,,,,,,,,,,,,,,
645,532,14,750,Herr Oberst Hirzel hatte unterdessen einige Leute in die Zeughäuser ,,,oberst hirzel;,,,,,,,,,,,,,,
645,532,14,751,vertheilt und die Militärschule aufgestellt. 21b) ,schule;,,,,,,,,,,,,,,,,
645,532,14,752,"Hier erfuhren wir, daß einige Mitglieder des Regierungsraths im Zimmer ",regierungsrath; mitglied;,,,,,,,,,,,,,,,,
645,532,14,753,des Polizeirathes auf der Hauptwache beisammen wären und wir begaben uns ,,,,,,,,,,,,,,,,,
645,532,14,754,ebenfalls dahin.,,,,,,,,,,,,,,,,,
645,532,14,755,Es ist der Studenten und ihres Antheils an der Geschichte dieser Nacht ,,,,,,,,,,,,,,,,,
645,532,14,756,zum Theil auch in Verbindung mit mir 22a)[ ] öfter erwähnt worden; es ,,,,,,,,,,,,,,,,,
645,532,14,757,"ist billig, daß [-61—]ich auch ihrer erwähne, um so mehr, da nieder sie ",,,,,,,,,,,,,,,,,
645,532,14,758,"noch ich uns dessen schämen dürfen, was von uns erzählt wird, — so ferne ",,,,,,,,,,,,,,,,,
645,532,14,759,es Wahrheit ist.,,,,,,,,,,,,,,,,,
645,532,14,760," — Zum dritten Mal, einmal, wie Hegetschweiler nicht weit entfernt von ",,,hegetschweiger;,,,,,,,,,,,,,,
645,532,14,761,"mir auf der Brücke stand, kamen 2, 3 Abgeordnete von ihnen, die beim ",,,,,,,,,,,,,,,,,
645,532,14,762,"Widder besammelt waren, mich aufzusuchen und sich mir zum Dienste der ",,,,,,,,,,,,,,,,,
