Author,Biblio,Transcript,Sequence,Text
532,278,11,101,"In Altdorf wurden meine sittlichen und religiösen Grundsätze befestigt. Von Altdorf zog ich dann zu Allerheiligen zur Fortsetzung meiner Studien nach Luzern. In Luzern leiteten Schultheiß Joseph Karl Amrhyn und vorzüglich Staatsrath Eduard Pfyffer das Erziehungswesen in einem „freisinnigen Geiste."" Dr. Ignatz Vital Troxler von Münster war Professor der Philosophie; Herr Renward Brandstätter, ebenfalls von Münster, ward für das Schuljahr 1819/20 als Professor der Rhetorik von St. Gallen nach Luzern berufen. "
532,278,11,102,"Er lehrte das ganze Jahr Poetik. Obwohl ich nie eine poetische Ader in mir verspürt habe, errang ich doch meistentheils den ersten Platz fast in allen Fächern, jedoch die Mathematik ausgenommen. "
532,278,11,103,"Ich hatte einen eisernen Fleiß, arbeitete nicht selten bis tief in die Nacht und stand des Morgens in aller Frühe auf. Ein unbesiegliches Heimweh nach Altdorf oder vielmehr nach meinen Freunden daselbst, "
532,278,11,104,"in Folge meiner [11] zweimaligen Lungenentzündungen eine fast beständige Kränklichkeit, der Rath meines Arztes Dr. Joseph Elmiger bestimmten mich, schon am 16. Mai 1820 Luzern wieder zu verlassen, "
532,278,11,105,was ich denn auch mit Freuden that. Denn Luzern war mir nicht heimelig.
532,278,11,106,"Der Kostgeber, Schwäher von Eduard Pfyffer, Sustmeister Schobinger auf der Werglaube, war mir weder ein Professor Gisler, noch ein Pfarrer Regli."
532,278,11,107,"Professor Brandstetter, der wohl über dreißig Schüler hatte, war nicht sehr mittheilsam. Das traute Verhältniß zwischen Lehrer und Schüler, an welches ich in Altdorf gewöhnt war, mangelte mir. "
532,278,11,108,"Das Vereinswesen war damals in Luzern im Schwunge. Es bestand ein Deklamationsverein, welchen unser Professor leitete und welchem ich auch beitrat; es bestanden aber auch noch andere Vereine. "
532,278,11,109,"Von meinem Mitschüler Ludwig Keller, Sohn des im Jahr 1816 in der Reuß ertrunkenen Schultheißen Xaver Keller, wurde ich in eine Gesellschaft eingeladen, in welcher Eduard Pfyffer, der nachmalige Professor der französischen Sprache, Jakob Robert Steiger von Geuensee und Andere waren. "
532,278,11,110,"Wir machten Aufsätze mit einander; jeder gab ein Wort an und alle diese Worte mußten in dem Aufsatze erscheinen, oft eine schwierige Aufgabe, welche aber Eduard Pfyffer jedesmal mit Meisterhand löste. "
532,278,11,111,"Neben diesen waren Joseph Reck von Marbach, der in der Blüthe seiner Jahre starb, Joseph Lötscher von Schüpfheim, der Sohn des berühmten Kreuzwirthes, Kandidus Fischer von Menznau, welcher mir in meinen Krankheiten viele Besuche abstattete und Dienste leistete, und Eduard Cathry von Ursern meine Freunde. "
532,278,11,112,"Ich war aber überhaupt mit allen Mitschülern in sehr gutem Verhältnisse. Johannes Rohner aus dem Aargau, welcher bei Propst Füglistaller Physik studirte, und Karl Christen von Ursern, Schüler der Syntar, waren meine Tischgenossen und letzterer auch mein Zimmergenosse, mit welchen ich in gutem Vernehmen stand. "
532,278,11,113,"Durch das früher mir unbekannte Lesen von Zeitungen und deutschen Dichtern (in Altdorf hatte ich meistens Stolbergs Religionsgeschichte gelesen) wurde meine Phantasie etwas lebhafter, der Umgang mit andern Studenten gab mir einen Anflug von Freisinn auch im Religiösen. "
532,278,11,114,"Zwar hatte ich an Jost Häfliger von Reiden, dem jetzigen Pfarrer von Luthern und Dekan des Landkapitels Willisun, welcher damals Theologie studirte und viel auf mich einwirkte, einen treuen Mentor, "
532,278,11,115,"und an dem vortrefflichen Herrn Professor Schmid, später Pfarrer in Hitzkirch, einen weisen und innig-frommen Beichtvater; "
532,278,11,116,aber das religiöse Leben hatte in Luzern doch eher verloren als gewonnen.
532,278,11,117,"Freudig fuhr ich über den Vierwaldstättersee zuerst nach Seelisberg, wo Herr Mauriz Faßbind von Arth, früher Kaplan in Brunnen, Reglis Nachfolger, Pfarrer geworden war. "
532,278,11,118,"Bei diesem jovialen und gleichzeitig frommen Manne verlebte ich recht glückliche Tage, erneuerte meine alten Seelisberger Bekanntschaften und genoß [12] mit spürbar gutem Einflusse der reinen Bergluft. "
532,278,11,119,"Nach wenigen Wochen ging ich dann nach dem freundlichen Bürgeln, wo während meines Aufenthaltes in Luzern Herr Professor Johann Joseph Gisler zum Pfarrer erwählt worden war. "
532,278,11,120,"Hier an Tells Geburtsstätte, an dein wildrauschenden Schächen, in dem freundlichen Pfarrhofe mit dem angenehmen Mättelchen und dem alterthümlichen Thurme fühlte ich mich wohl und freudig zufrieden. "
532,278,11,121,"Wie in Luzern, so las ich auch hier Allerlei durch einander und baute eine Menge von Luftschlössern, in welchen ich bis in das spätere Alter mich oft erlustigte und verlor. "
532,278,11,122,"Oft besuchten mich meine alten Mitschüler aus Altdorf und mit ihnen der goldlockige Aloys Müller, nachmals Pfarrhelfer in Altdorf, wo er an schmerzlicher Krankheit frühe gestorben, und ich besuchte hinwieder auch sie. "
532,278,11,123,Der treue Lötscher und anhängliche Keller kamen von Luzern zu mir. 
532,278,11,124,"In Bürgeln knüpfte sich eine Freundschaft an, welche noch mit Wärme fortdauert. Melchior Tschümperlin von Schwyz, damals Student von Solothurn, jetzt Pfarrer in Ingenbohl und bischöslicher Commissarius, besuchte mich, veranlaßt von Maler Xaver Triner von Schwyz, in Bürgeln. "
532,278,11,125,Wir fühlten uns sogleich gegenseitig angezogen. 
532,278,11,126,In der Waldbruderei zu Schattdorf schlossen wir Freundschaft. 
532,278,11,127,"Er bestimmte mich, für das nächste Schuljahr das Gymnasium in Solothurn und als Professor den Herrn Joseph Anton Weissenbach, der auch sein Professor gewesen, zu wählen. "
532,278,11,128,"So zog ich denn nach Solothurn, wo ich eine Pflanzstätte der Wissenschaft und Tugend, einen ausgezeichneten Lehrer und einen Seelenfreund fand. "
532,278,11,129,Drei Schuljahre weilte ich daselbst. 
532,278,11,130,"Ich trat nochmals in die erste Rhetorik, um den Herrn Weissenbach zwei Jahre, nämlich in beiden Rhetoriken, zum Lehrer haben zu können. Er wußte alle Herzen zu gewinnen: ich darf hinzufügen, daß ich sein Liebling war. Er hatte mich schon als künftiges Mitglied des Collegiums ausersehen. "
532,278,11,131,"Ein freundlicher Ernst, der ihn nie verließ, zog den Jüngling an und hielt ihn doch in gebührender Entfernung. Er war nicht nur in der Schule Lehrer, er leitete auch das Privatstudium. Er hatte ein kleines Lehrbuch der Dichtkunst und Redekunst bearbeitet, welches er mit der ihm eigenen Lebendigkeit und Klarheit in der Schule erklärte. "
532,278,11,132,"Die Clafsiker sezirte und anatomisirte er nicht so, wie es in Luzern Brauch war, sondern er drang mehr in den Geist derselben ein, hob die Schönheit der Gesinnungen und Darstellungen hervor und flößte so Liebe und Geschmack für das classische Studium ein. "
532,278,11,133,Als Religionslehre hatten wir Batz: aber das einfache Lehrbuch war in der Hand des Lehrers nur ein Leitfaden. Mit Gründlichkeit und Begeisterung führte Weissenbach in die ewigen Wahrheiten ein und legte sie dem Geiste und Herzen der Schüler nahe. 
532,278,11,134,"Selbst ein Muster reiner erhabener Sittlichkeit, verstand er es auch, den Jünglingen die Achtung ihrer christlichen Würde einzuprägen und sie [13] vor den Gefahren, welche der Jugend drohen, zu warnen und zu schirmen. "
532,278,11,135,"Es war zwar unter die Studenten Solothurns, durch einen Lehrer etwas befördert, ein burschikoser Geist eingedrungen, jedoch hatte er nur noch Wenige ergriffen. "
532,278,11,136,"Im Ganzen waltete unter den ungefähr dreihundert Studenten ein religiöser Sinn, ein sittliches Betragen und emsiger Fleiß. "
532,278,11,137,"Man empfing die heiligen Sakramente, man hörte täglich die heilige Messe, man sah Abends ganze Schaaren die Lorettenkapelle besuchen und eine kurze Andacht zur seligsten Jungfrau, ohne äußern Antrieb, verrichten. "
532,278,11,138,"Das Collegium der Professoren zählte vortreffliche Männer unter sich, wie Nüßle aus der Gesellschaft Jesu, der Freund Schrankenmüllers in Altdorf, Bock, den Professor der Dogmatik, Weissenbach, Hänggi, Bader, Sutter u.f.w. Nüßle, Walther, Weissenbach, Bader, Hänggi waren ausgezeichnete Prediger, "
532,278,11,139,"Pater Wirz aus der Gesellschaft Jesu ein beliebter weiser Beichtvater. Kurz, die Lehranstalt in Solothurn war eine Leuchte nicht nur Solothurns, sondern der katholischen Schweiz und hatte das allgemeine Zutrauen katholischer Eltern. Darum mußte sie in den Dreißigerjahren dem Radikalismus zum Opfer fallen."
532,278,11,140,"  Man muß sich nicht vorstellen, daß ein trübsinniger Geist an der solothurnischen Anstalt herrschte. "
532,278,11,141,"Die Professoren waren helle Köpfe und frohe Gemüther, sie machten mit ihren Schülern jährlich ein paar Spazierzänge oder Vergnügungsreischen, wo es recht lebhaft und munter zuging. Auch da war es Sitte, alle Herbst durch die Studenten ein Theaterstück aufzuführen, um sie an einen freien Vortrag zu gewöhnen und ihnen ein Vergnügen zu verschaffen. "
532,278,11,142,"Ihre Disciplin war für die Studirenden ernst, aber milde: "
532,278,11,143,"die Lehrer und Präfekten suchten mehr durch Ueberzeugung als durch Strafen, durch die von der katholischen Kirche dargebotenen Mittel mehr, als durch gesetzliches Einschreiten zu wirken. "
532,278,11,144,Es kamen wenig grobe Unordnungen vor. 
532,278,11,145,"Nur bildete sich auch in Solothurn, unter dem Einflusse eines mit dem Geiste der Anstalt nicht ganz übereinstimmenden Professors, welcher der Liebling aller Freisinnigen war, ein Verein, welcher sich bei seinen Mitgliedern durch besondere Kappen und grobe Zwilchhosen, welche das Sinnbild ihrer Kulturhöhe waren, sowie durch ein etwas barsches Wesen auszeichnete. "
532,278,11,146,"Diesem Vereine gegenüber stiftete ich mit meinem Freunde Tschümperlin einen sogenannten Rütliverein, in welchem Studenten aus den Urkantonen Aufnahme fanden. "
532,278,11,147,"Wir lasen mit einander die Religionsgeschichte von Friedrich Leopold von Stolberg und die Schweizergeschichte von Johannes von Müller; wir verfertigten und beurtheilten Aufsätze über verschiedene Gegenstände; wir feuerten uns gegenseitig zum Studium an und suchten die Mitglieder von gefährlichen Gesellschaften abzuziehen. Gelang uns dieses nicht bei allen, so doch weitaus bei den meisten. "
532,278,11,148,"In den Herbst ferien [14] veranstalteten wir jedesmal eine Versammlung, welche mit Deklamation, Gesang, Vorträgen, organisatorischen Beschlüssen begonnen und mit einem bescheidenen Mahle geschlossen wurde. "
532,278,11,149,Nach meiner Weise setzte ich sehr große Hoffnungen für das Heil der Urkantone auf diesen Verein — wenige davon wurden zur Wirklichkeit. 
532,278,11,150,"Allein die Mitglieder des Vereins verdankten demselben die Belebung zum Studium, die Anknüpfung freundschaftlicher Bande, welche selbst die Zukunft nicht ganz zu zerreißen vermochte, und manchen frohen und edeln Genuß. "
532,278,11,151,"Ohne Ruhmrednerei darf man sagen, daß man nicht nur damals, sondern heute noch in den gewesenen Mitgliedern des Rütlivereins im Allgemeinen mehr wissenschaftlichen Geist und mehr Streben nach Fortbildung wahrnahm und wahrnimmt, als in den höhern Ständen in den Urkantonen sonst zu Tage kommt. "
532,278,11,152,"Und doch ist dem eindringenden Geiste der Gleichgültigkeit für alles Höhere, Heilige und Göttliche, dem drohenden Geiste der Verflachung nichts Anderes mit Erfolg entgegenzusetzen, als das immer tiefere Eindringen in die ewigen Wahrheiten und der überwältigende Einfluß einer über den flachen Zeitgeist erhabenen geistigen Bildung. "
532,278,11,153,"Der immer reger werdende Verkehr und die Mischung der schweizerischen Völkerschaften durch geschlechtliche Verbindungen, gewerbliche Unternehmungen und durch den Alles beherrschenden Handel wird auch in den Urkantonen das Angesicht der Erde und die Verhältnisse umgestalten und ihre politischen Einrichtungen werden mitwirken, daß diese Umgestaltung nicht zum Heile der Urkantone vor sich gehe, wenn nicht geistliche und weltliche Vorsteher, Priester und Beamtete Hand in Hand an der Verbesserung der Zustände durch weise Verordnungen, durch erleuchtete Ueberzeugung, durch musterhafte Beispiele und durch gediegene geistige Bildung unablässig, eifrig und klug arbeiten. "
532,278,11,154,"Bis jetzt scheint die Erkenntniß dieser Wahrheit noch nicht in die höhern Stände eingedrungen, wenigstens noch nicht in denselben herrschend geworden zu sein. Ja ich muß fürchten, daß diese von der reinsten Liebe zu den Urkantonen abgedrungene Bemerkung sogar übel werde aufgenommen werden."
532,278,11,155,"Solothurn mit seiner herrlichen Lage, mit seinen eigentlich für die Studien, für die Pflege reiner Freundschaft und für die edelsten Naturgenüsse geschaffenen Anlagen, bleibt mir unvergeßlich. Da verlebte ich wahrhaft selige Stunden, zumal mit meinem gefühlvollen, gemüthsreichen Seelenfreunde. "
532,278,11,156,Auch in der wissenschaftlichen Bildung machte ich unter der Leitung des ausgezeichneten Lehrers und im Wetteifer mit talentbegabten Mitschülern namhafte Fortschritte. 
532,278,11,157,"In beiden Jahren der Rhetorik hatte ich in fünf verschiedenen Fächern den ersten Preis und erhielt darum durch den Schultheißen des Standes Solothurn im Theater jedesmal eine goldene Medaille, "
532,278,11,158,"„Virtutis et diligentiae praemium. Respublica Solodorensis“ umschrieben, [15] mit den Worten: „Empfangen Sie diesen Preis zum Beweise, daß Solothurn auch die Verdienste anderer Stände zu würdigen versteht."" "
532,278,11,159,Dazu hatte Herr Professor Weissenbach noch ein begeistertes Lob anf meine Eigenschaften vorgetragen und mir übergeben. 
532,278,11,160,Die Aufklärung der jetzigen Gelehrtenrepublik schafft diese Ermunterungen für die lernende Jugend ab. 
532,278,11,161,Die Schüler sollen aus reinen Beweggründen sich dem Fleiße und der Anstrengung auf dem geistigen Gebiete hingeben. Sie sollen die Wissenschaft um der Wissenschaft willen lieben! 
532,278,11,162,"Mir däucht, die alten Lehrer haben das Herz des Jünglings klarer durchschaut, als die neuen. — In der Philosophie hatten wir ein lateinisches Handbuch von Herrn Sutter, damals Professor der Physik am Collegium. "
532,278,11,163,"Die kantische Philosophie war in diesem Handbuche in syllogistische Form gebracht. Die meiste Zeit wurde auf die Logik verwendet. Was man auch über den Werth oder Unwerth der damaligen Solothurner Philosophie urtheilen mag, für mich bleibt so viel gewiß, daß die Logik in syllogistischer Form die Denkkraft stählte, das Urtheil schärfte und dazu diente, in Allem, was man dachte oder schrieb, las oder hörte, die Folgerichtigkeit herauszusuchen und herauszufinden. "
532,278,11,164,"Die deutsche Universitätslogik, wie wenigstens ich sie später hörte, hätte in diesen wesentlichen Ergebnissen mit der Logik der hausbackenen Solothurner Philosophie nicht Schritt halten können. "
532,278,11,165,"Während ich in den Rhetoriken Stephan Gutzwyller von Arlesheim und Markus Strähl von Matzendorf zu meinen vorzüglichen, jedoch von mir überwundenen Mitkämpfern gehabt hatte, mußte ich in der Philosophie meistentheils mit meinen Altdorfer Mitschülern Karl Emanuel Müller und Thaddäus Walker, und zwar mit wechselndem Erfolge, um den Vorrang streiten."
532,278,11,166,"  In Solothurn erwachte im dritten Studienjahre, ich weiß nicht, wie und warum in mir die Sehnsucht nach einer deutschen Universität. Umsonst bemühten sich mein innig geliebter Lehrer Weissenbach, mein ehrwürdiger Gewissensrath Pater Wirz und mehr oder weniger auch mein Seelenfreund Tschümperlin, und in den Ferien von 1823 mein Kostherr Pfarrer Gisler in Bürgeln und Pfarrer Faßbind auf Seelisberg, mich von dem Gedanken abzubringen. "
532,278,11,167,"All ihr ernstes, eindringliches Abmahnen befestigte nur meinen Entschluß. Mit Wehmuth zwar nahm ich von Solothurn, von Bürgeln, von dem Rütliverein, von meinem Seelenfreunde und von dem Vaterlande Abschied, aber zog dann freudig mit meinen Luzernerfreunden Ludwig Keller und Kaspar Haas im Weinmonat 1823 nach Würzburg, um das philosophische Studium fortzusetzen und mein Berufsfach zu wählen. "
532,278,11,168,"Hier nun kam ich in eine andere Welt, und auch ich wurde in mehr als einer Beziehung ein anderer Mensch. "
532,278,11,169,Von Solothurn hatte ich freilich schon einen gewissen Trieb zur Verbesserung der Zustände im Vaterlande und zumal in [16] den Urkantonen mitgebracht. 
532,278,11,170,Es war ein Gemisch von stolzer Selbstüberschätzung und von wahrer Begeisterung für das erkannte Gute. 
532,278,11,171,"Dieser Trieb bildete sich in Deutschland bis zur Schwärmerei aus, so daß ich ganz im Ernst mit ein paar Freunden einen Bund stiftete zur Veredlung der ganzen menschlichen Gesellschaft. Der Bund blieb aber auf drei bis vier Mitglieder beschränkt und stob, leicht wie er geschaffen worden, eben so leicht wieder in sein Nichts. "
532,278,11,172,"Vorzugsweise erlitten meine religiösen Ueberzeugungen und Gewohnheiten eine starke Erschütterung, ja eine völlige Umgestaltung. "
532,278,11,173,"Wie war es möglich, daß die tiefen Eindrücke meiner ersten Jugend, die Erinnerungen an die gründlichen Lehren eines Schrankenmüller, an die liebevollen und gediegenen Vorträge eines Weissenbach, an die edeln Beispiele meiner frühern Umgebungen, daß meine ächtreligiösen Gesinnungen und Uebungen in Deutschland wie weggewischt wurden? "
532,278,11,174,"Ohne Rückhalt will ich die Ursachen hievon aufdecken, wenn auch mir zur Beschämung, doch vielleicht Andern zur heilsamen Warnung. "
532,278,11,175,"Der innerste und tiefste Grund zu dem Uebergange aus dem Glauben zum Unglauben, aus der Religiösität zur Gleichgültigkeit und Irreligiösität lag in meiner Eitelkeit, in meiner Eigenliebe, in meiner Selbstüberschätzung — kurz in meinem Stolze. "
532,278,11,176,„Hochmuth kommt vor dem Falle“ wurde bei mir zum Wahrspruche. 
532,278,11,177,Er wird es bei allen Menschen ohne Ausnahme. 
532,278,11,178,Aus dieser Urquelle entspringt bei den Meisten der Unglaube. 
532,278,11,179,"Allein auf der Universität gab es noch eine Menge mitwirkender Ursachen, mächtig genug, um auch einen stärkern Geist und ein erfahreneres Herz, als ich aus der Schweiz mitgebracht hatte, zu betäuben und zu überwinden. "
532,278,11,180,Meine Umgebungen im Kosthause waren meistens Mediciner aus der Schweiz. 
532,278,11,181,"Diese kümmerten sich wenig um die katholische oder protestantische Confession, waren in ihren ärztlichen, wundärztlichen und hebärztlichen Ergüssen und Darstellungen nichts weniger als zart, auch im Lebenswandel andern Akademikern gleich. "
532,278,11,182,"Dabei hatten aber ein paar derselben doch angenehme Eigenschaften, einer für mich sogar eine Freundschaft [??], welche das Studentenleben überdauerte. "
532,278,11,183,"Er war ein Protestant, wurde später sogar ein Magnetiseur und bekam einen Anstrich von Pietismus. Er besaß sehr viel Talent und verband mit einer feurigen Liebe zum Vaterlande, und zumal zu seinem Vaterkanton Zürich, eine ganz begeisterte Verehrung für Napoleon, dessen Geschichte und Schlachten er bis ins kleinste Detail wußte. "
532,278,11,184,Dieser hatte einen großen Einfluß auf mich. 
532,278,11,185,"Wir waren täglich zusammen. Er führte einen hartnäckigen Krieg für die Demokratie gegen Ludwig Kellers Aristokratie und entzweite sogar mich mit diesem Freunde von Luzern, weil ich mich ebenfalls als entschiedener Gegner der Aristokratie aussprach und insbesondere das von Dr. Troxler herausgegebene Werk Buchanans über den Tyrannenmord in Schutz nahm. "
532,278,11,186,Allein [17] die freundschaftlichen Verhältnisse stellten sich bald wieder her.
532,278,11,187,"Einen weit größern Einfluß übten zwei andere Freunde auf mich, nämlich Ferdinand Curti von Rapperschwyl, nachmals Regierungsrath von St. Gallen, und Ernst Großbach von Bamberg, jetzt Professor der Philosophie in Luzern. "
532,278,11,188,"Wir besuchten alle drei die Vorlesungen von Johann Jakob Wagner, fanden uns bald zusammen und bildeten ein eigentliches Kleeblatt. "
532,278,11,189,"Curti hatte einen schwärmerischen Geist, ein tiefes Gemüth, eine glühende Vaterlandsliebe, in Religion und Politik freisinnige Ansichten. "
532,278,11,190,"Wir mußten aus den Collegien Wagners den gleichen Weg in unsere Kosthäuser nehmen. Er lehnte sich gewöhnlich auf meine Schulter, trillerte ein Liedchen, vor dem Scheiden politisirten wir mit einander über unser Vaterland, dachten uns einen großen Wirkungskreis in demselben zu, oder wir sprachen unserm Professor und seinen Vorträgen Lob. "
532,278,11,191,"Großbach war mit großem Talente begabt, aber nicht mit so reichem Gemüthe, wie Curti, kälter und berechnender, in Religion, Philosophie und Politik ein Spinozist. Beide beherrschten mich sowohl mit überragendem Geiste als mit wissenschaftlichen Kennmissen. "
532,278,11,192,"Diese beiden, und zumal Curti, haben mich von meinem vermeintlichen Berufe zur Theologie abgebracht und der Staats- und Rechtswissenschaft zugewendet. "
532,278,11,193,"In ihrem Umgange sah ich keine Beispiele der Unsittlichkeit, wie sie sonst unter den Akademikern aller Fakultäten vorkamen. "
532,278,11,194,"An Rede, Schrift und Wandel behaupteten sie eine sittliche Würde, wie sie Jünglingen geziemt. "
532,278,11,195,"In dieser Beziehung war der tägliche, freundschaftliche und wissenschaftliche Verkehr mit Beiden für mich eine Schutzwehr gegen Entsittlichung. "
532,278,11,196,"Aber der positive Glaube, der Katholizismus litt Schiffbruch; wir alle drei waren von dem Traume eines ewigen Fortschrittes der Menschheit eingenommen und hielten uns für berufen und für tüchtig, diesen Fortschritt mächtig zu fördern. "
532,278,11,197,"Welche Thorheit, einen Palast ohne Fundament bauen, eine Weltverbesserung ohne eine unerschütterliche Grundlage anstreben zu wollen! "
532,278,11,198,"Von dieser Thorheit waren wir alle drei berückt. Wir wähnten, unsere Träume werden oder seien Wirklichkeit. "
532,278,11,199,"Wir kannten die Menschen und die gesellschaftlichen Verhältnisse nicht, sonst wären wir von unsern Traumgesichter bald geheilt worden. "
532,278,11,200,"Aber wir lebten ein abgeschlossenes Leben, kamen nicht in studentische Gesellschaften, waren nüchtern und uns selbst genug."
532,278,11,201,  Doch nicht meine Umgebungen und nicht meine zwei mir geistig überlegenen Freunde übten den mächtigsten Einfluß auf mich aus. 
532,278,11,202,"Sie förderten allerdings sehr meine religiöse Umgestaltung, aber sie legten eigentlich doch nicht den Grund dazu. "
532,278,11,203,"Auf den Grund, welcher in mir schon gelegt war, auf den Stolz baute die Philosophie das Gebäude des Unglaubens auf. "
532,278,11,204,"Unser Professor Johann Jakob Wagner war im Gebiete der Theologie, der [18] Rechtswissenschaft, der Arzneikunde, der Staatswirthschaft, der Geschichte, der Mathematik und der Philosophie bewandert. "
532,278,11,205,"Er verband mit einem scharfen Geiste eine ausgedehnte Gelehrsamkeit, einen eisernen Fleiß, und hatte die Gabe der Klarheit in seinen Mittheilungen in hohem Grade. "
532,278,11,206,"Scheinbar abstoßend und unzugänglich, war er doch im nähern Umgange traulich. "
532,278,11,207,"Ich hörte bei ihm die ganze Philosophie. Er diktirte sie, ohne ein Heft vor sich zu haben, aus dem Kopfe; mußte er mitten in einem Paragraphen abbrechen, so fuhr er in nächster Vorlesung ungehindert fort, denselben zu vollenden. "
532,278,11,208,"Er trug meist mit geschlossenen Augen vor und machte dabei mit den Fingern die Bewegung einer Spinne, welche die Fäden zu ihrem Netze aus sich selbst herausspinnt. "
532,278,11,209,"Die Stimme war nicht eben klingend, aber verständlich, die Sprache rein, bestimmt und gewählt. Alle seine Sätze suchte er durch Anführungen aus allen Gebieten des Wissens und nicht selten aus den alltäglichen, gewöhnlichen aber unbeachtetsten Erscheinungen der Natur und des Lebens zu erhärten und klar zu machen. "
532,278,11,210,"Lautlose Stille herrschte bei den Zuhörern. In der Philosophie war Pythagoras sein Muster. Dieser soll die ganze Philosophie und alles Wissen auf mathematische Verhältnisse gebaut, die Mathematik zur Grundlage der Philosophie genommen haben. Wagners Philosophie war die mathematische Philosophie. In der Mathematik fand er alle Grundbestimmungen, alle Formen, alle Gedanken, alle Gesetze sowohl des Geistes als der Materie, der Bewegung und des Lebens. "
532,278,11,211,"Die Mathematik enthält, nach Wagner, die allgemeine Sprache der Geister, die Harmonie der Sphären. "
532,278,11,212,"Das Εν χαυ παν [sic], Eins und Alles, All-Eins war sein philosophisches Glaubensbekenntniß. "
532,278,11,213,"Die Philosophie begann er mit dem Gedanken: Gott müsse bei allem Wissen vorausgesetzt, könne nicht bewiesen werden. Ohne diese Voraussetzung sei kein Denken möglich, Alles sei Unsinn ohne dieselbe. Die ganze Philosophie faßte er in einem Grundschema zusammen, welches aus vier Gliedern bestand und so hieß:"
532,278,11,214,"Gott, "
532,278,11,215,"Geist, Natur, "
532,278,11,216,"Universum, "
532,278,11,217,oder: 
532,278,11,218,"Gott, "
532,278,11,219,"Intelligenz, Substanz, "
532,278,11,220,Welt.
532,278,11,221,"  Die Ethik, sowie das Naturrecht waren ebenfalls auf ein vierheitliches Schema gebaut. In der Ethik sprach er der katholischen Lehre von der Ehe das Wort, entwickelte überhaupt einen reinen Begriff von Tugend und Treue. "
532,278,11,222,"Von der Richtigkeit seiner mathematischen Schematen war er so [19] überzeugt, daß er uns mehr als einmal wiederholte: "
532,278,11,223,"„erst wenn Sie von der Nothwendigkeit dessen, was ich lehre, überzeugt sind, haben Sie mich ganz und recht verstanden."" "
532,278,11,224,"Er war von seiner Vierheit so durchdrungen, daß er sie auf Alles, was man nur denken konnte, auf Alles, was nur vorkommen mochte, anzuwenden wußte, z.B. auf die Schränke und Kleidung, wie man in seinem selbst für Hausfrauen trefflichen Werkchen „System der Privatökonomie"" nachlesen kann. "
532,278,11,225,"Hie und da berührte er auch in der Philosophie schon religiöse Gegenstände, jedoch nur im Vorbeigehen, etwa zur Erklärung. "
532,278,11,226,Seine ganze Theologie entwickelte er erst in den Vorträgen der Weltgeschichte. 
532,278,11,227,"Ohnehin fesselt den Jüngling Nichts so sehr, wie die Geschichte: "
532,278,11,228,"Wagner aber hatte ganz besonders die Kraft, seine Schüler in den Geschichtsvorträgen anzuziehen und für seine Ideen zu gewinnen. "
532,278,11,229,Er musterte die Mythologie aller Völker und aller Zeiten. Er faßte den Inbegriff der Weltgeschichte darin zusammen: 
532,278,11,230,"die Menschheit habe sich vor Christus immer mehr von Gott entfernt, sie gehe nach Christus immer mehr zu Gott zurück. "
532,278,11,231,"Der Geist habe sich vor Christus immer tiefer in die Materie versenkt, er erhebe sich nach Christus immer höher in das Geistige, oder mit andern Worten, der Geist sei vor Christus aus sich herausgetreten, er kehre nach Christus in sich zurück. Christus sei der Wendepunkt der Geschichte. "
532,278,11,232,Gegen alles dieses ließe sich nicht viel Widerspruch erheben. Wenn man dann aber Wagner fragte: 
532,278,11,233,"wer fagst du, daß Christus sei? "
532,278,11,234,"so antwortete er nicht mit Petrus: Christus ist der Sohn des lebendigen Gottes, sondern er antwortete: "
532,278,11,235,"Christus ist keine Person, sondern nur eine Idee, eine Mythe. "
532,278,11,236,Dieses im Jahre 1824 lange vor David Strauß. 
532,278,11,237,"Alle Religionen vor Christus waren nur Naturreligionen, die einen mehr geistig, die andern mehr materiell. "
532,278,11,238,"Der Geist betete die Natur an, und zwar in der Natur das Geschlechtsverhältniß, weswegen immer einem höchsten Gott auch eine Göttin zur Seite stand. Der Geist war so in die Natur herabgezogen, daß er sich in den Orakeln, in den Weissagungen durch den thierischen Magnetismus kundgab. "
532,278,11,239,"Auch die Wunder erklärte Wagner meistens als Wirkungen dieses Magnetismus. Als ich ihn einmal bei einer Privatunterredung fragte, wie man die Heilung des Blindgeborenen erklären könne, da durchstach er mich gleichsam mit seinem Blicke und wandte sich von mir weg, ohne mir zu antworten. "
532,278,11,240,"Vermuthlich ärgerte ihn, daß ich noch solche Fragen stellen mochte; denn daß er von der Unauflöslichkeit der Frage betroffen worden wäre, kann ich bei seiner Verranntheit in sein System nicht annehmen. "
532,278,11,241,"Nach der Wendung in der Weltgeschichte sollte nun die Natur dem Geiste dienen und gleichsam ihn anbeten, "
532,278,11,242,der Geist soll in sein unbedingtes Herrscherrecht über die Natur eingesetzt werden. 
532,278,11,243,"Der Geist werde die Natur durchschauen und sich so dienstbar [20] machen, daß der Mensch einen beständigen Sabbath feiern könne: alle Naturkräfte und alle Thiere werden ihm unterwürfig sein. "
532,278,11,244,"Der Katholizismus und der Protestantismus sind nur zwei sich ergänzende Seiten der christlichen Religion, der erstere die gemüthliche und der zweite die geistige Seite derselben, beide müssen aber aufhören und es muß an ihre Stelle eine reine Geistesanbetung treten, das heißt mit andern Worten: eine Selbstanbetung der Menschheit und des All-Eins."
