Author,Biblio,Transcript,Sequence,text,invivo,chronology,people,places,comment,footing (IM),encounter (Goffman),PC,StoryPoint,Character Building,MC Choices,Plot Choices,Theme Choices,Illustrating,Theme Development,scene_no
234,540,7,90,"Am kräftigsten, aber auf wahrhaft seltsame Weise kämpfte ich gegen meinen gefährlichsten Feind, die Sinnlichkeit. ",,,,,,self-enhancement;,,,,,,,,,,11
234,540,7,91,"Erinnerst du dich noch des Knabenschänders Usteri an der Badstelle, wo jetzt Belvoir steht? Während so viele dort fielen, blieb ich aufrecht, ohne Verdienst, bloss weil ich keinerlei Trieb zu solchem verspürte. ",,,Kabenschänder Usteri;,,,disclaimer;,,,,,,,,,,11
234,540,7,92,"Dagegen bot ich bei Mädchen dem Teufel frech die Hand, ihn herausfordernd. ",,,,,better focused on girls than on boys…,self-enhancement;,,,,,,,,,,11
234,540,7,93,"Nur ein Beispiel: Unter unsern Zimmermädchen befand sich namentlich eines von meinem Alter, etwa 17 Jahren, frisch und hübsch und, was mir zum Reize nie fehlen durfte, gescheit. Wir kosten so lange, unschuldiger und schuldiger, bis jenes mir am Ende zusagte, auf eine bestimmte Nacht auf mein Zimmer zu kommen. Dies geschah. Aber nachdem ich es einige Zeit im Bett geherzt, ohne es anders zu berühren, schickte ich es mit einer Art von Predigt wieder fort, einem gewaltigen Naturtrieb mit noch gewaltigerer Geistesmacht überwältigend. ",Launenhaftigkeit!,,,,scizophrenic behavior,,,,,,,,,,,11
234,540,7,94,"Ähnliches geschah mehrmals, aber meine Stunde hatte noch nicht geschlagen; mein Übermut blieb stets Sieger; ich fiel noch nicht. ",,,,,,self-enhancement;,,,,,,,,,,11
234,540,7,95,"Der Einfluss meines Vaters auf mein Leben war zum Glück in allem Bösen ein seinem Wesen rein entgegengesetzter, und ich glaube, dabei nirgends in ein Extrem gefallen zu sein als mit Rücksicht auf seine Geldgier. ",Geld; Verhältnisse;,,Johannes Hirzel (1776);,,"he uses active verb form not ""die Verhältnisse haben mich vor Extremen bewahrt""",self-enhancement; sandbagging;,,,,,,,,,,11
234,540,7,96,"Die Abscheu, welche der Missbrauch des Geldes mir einflösste, ging soweit, dass ich das Geld selbst verabscheute, ein Irrtum, der sich so tief in mein Wesen einwurzelte, dass ich niemals ganz davon mich losmachen konnte, und das für mein Dasein hienieden von den schwersten Folgen sein sollte. Religiöse Grundsätze waren mir anders als in leeren Worten nie beigebracht Worden. ",Geld;,,,,,excuse;,,,,,,,,,,11
234,540,7,97,"Gott liebte und ehrte ich aus mir selber, ",,,,,,,,,,,,,,,,11
234,540,7,98,das Christentum verwarf ich als ein Märchen. ,,,,,,,,,,,,,,,,11
234,540,7,99,"Indem ich nämlich in der Offenbarung einzelne Unrichtigkeiten an der blossen Hülle des Göttlichen aufsuchte, erblindete ich wie einer, der beständig [249] in die Sonne blickt, um deren Flecken aufzufinden. ",,,,,sind es nur die Unstimmigkeiten oder auch der unwille sich hinzugeben? Später wird es sich zeigen…,excuse;,,,,,,,,,,11
234,540,7,100,"So fehlte mir jeglicher Halt und meine einzige Stütze, mein einziger Antrieb war das negative Bestreben, anders [10] zu werden als meine Umgebungen. Doch endlich fand sich eine positive Triebfeder, welche mein Leben bewegte bis in mein männliches Alter, der Ehrgeiz. ",positive Triebfeder; Verhältnisse;,,,,meaning; Freudsche Triebpsychologie;,self-enhancement; sandbagging;,,,,,,,,,,11
234,540,7,101,"Dieser Wurde, um mich der Gemeinheit zu entreissen, planmässig geweckt und genährt, von einem Hauslehrer, dem jetzigen Prof. Gottfried von Escher[7]. ",,,Gottfried von Escher,,thankfulness;,other-enhancement;,,,,,,,,,,11
234,540,7,102,"Ich werde ihm ewig Dank dafür wissen; denn mag es auch ein blosses Surrogat gewesen sein an der Stelle des einzig sichern Führers, der Religion, immerhin hatte mein Tun und Lassen jetzt eine mächtige Quelle, einen bestimmten Lauf und ein gewisses Ziel; und zudem sorgte mein Lehrer mit allem Ernste dafür, dass dieser Ehrgeiz eine edlere Natur annahm, so dass er, das kann ich vom Knabenalter an bis auf den heutigen Tag behaupten, niemals auf Schein, sondern immer auf Leistungen sich stützte und immer sehnsuchtsvollhinaufblickte zu Höheren, niemals in dummer Eitelkeit hinab auf Niedrigere. ",Ehre; Eitelkeit; Höheres; Niederigeres; Dankbarkeit;,,,,thankfulness;,other-enhancement;,,,,,,,,,,11
234,540,7,103,"Ungeachtet ich aber nun mit allem Eifer auf ein nützliches und ehrenvolles Leben mich vorzubereiten trachtete und meine angeborene Lebhaftigkeit in einzelnen Augenblicken mächtig aufschäumte, so fühlte ich doch immer noch mächtiger den Druck meiner Verhältnisse. ",Verhältnisse; Ehre;,,,,,self-enhancement; excuse; sandbagging;,,,,,,,,,,11
234,540,7,104,"An die Stelle der Liebe zu meiner Mutter, welche seither wirklich so tief gesunken war als ein Weib nur sinken kann, waren abwechselnd Grauen und Mitleid getreten; ",Grauen; Mitleid; Untergange;,,Margaretha Bürkli,,loss of respect for mother,excuse; blaring;,,,,,,,,,,11
234,540,7,105,meinen Vater konnte ich nicht anders als tiefverachten; ,Verachtung;,,Johannes Hirzel (1776);,,"""ich konnte nicht anders""",excuse; blaring;,,,,,,,,,,11
234,540,7,106,"zur Erklärung, wenn vielleicht nicht Entschuldigung dieses schrecklichen Gefühls werde ich nur zwei Äusserungen seines Wesens, die in diese Periode meines Lebens fallen, mitteilen. ",,,,,,remedial;,,,,,,,,,,11
234,540,7,107,"Als ich eine Stunde vor meiner Konfirmation, deren Wichtigkeit ich zwar nicht einsah, aber in jenem Moment wenigstens ahndete, in meinem Zimmer zum Gebet mich zu sammeln suchte, und meine Mutter, wohl bei augenblicklichem Erwachen des Gewissens, wirklich mit Innigkeit sich mir anschloss, da tobte mein Vater wütend und brüllend herein, schimpfte meine Mutter mit einem Schwall der schändlichsten und pöbelhaftesten Flüche und Schmähungen, dass sie auf so unnütze Weise ihre Zeit versäume und riss sie mit sich fort zur Arbeit..! ",,,Margaretha Bürkli; Johannes Hirzel (1776);,,,,,,,,,,,,,12
234,540,7,108,"Ein andermal, als ich meinen Vater, der das Verhältnisseiner Frau zu dem oben erwähnten Meistergesellen recht gut kannte, ernstlich aufforderte, diesem Skandal ein Ende zu machen und den Menschen zu entfernen, so schämte er sich nicht ",,,Johannes Hirzel (1776);,,,,,,,,,,,,,13
234,540,7,109,"- [II] Gott, ich zittere jetzt noch bei der blossen Erinnerung! – ",,,,,childhood trauma;,,,,,,,,,,,13
234,540,7,110,mir zu antworten: „Narr du! Sieh das (Pantomime des Geldzählens) ist Tugend und Ehre und Ruhe; alles andere Larifarizeug“!!! ,Geld; Ehre;,,,,value collision;,,,,,,,,,,,13
234,540,7,111,"Es ist nicht zu begreifen, wie solche Erfahrungen meinen Lebensmut schwächen mussten. ",Verhältnisse; Todessensucht;  ,,,,,excuse; sandbagging;,,,,,,,,,,14
234,540,7,112,"Jetzt wird es dir, mein Bluntschli, klar geworden sein, weswegen ich in euerem Kreise niemals mit euch so recht unbedingt lustig sein konnte. Ach mitten in aller Freude, zumal wenn ich mich erinnerte, wie heller ihr andern sein durftet und solltet, wurde mir so schwer, so schwer, dass mir beinahe das Herz brach! In der Tat stand ich nicht bloss wenigemale auf dem Punkte, meinem traurigen Leben ein Ende zu [250] machen. ",Todessehnsucht;,,Bluntschli;,,,,,,,,,,,,,14
234,540,7,113,"Ich trug auch Von meinem 14. Jahre an immer einen scharf geschliffenen Dolch bei mir. Man möchte das für blosse jugendliche Überspanntheit halten; allein diese Sehnsucht nach dem Tode beruhte sicherlich auf einem tieferen, ernsteren, ich fürchte mich beinahe es auszusprechen, auf einem wesentlichen Grunde: Es war das schreckliche Vorgefühl eines künftigen Lebens „dass nämlich der Fluch der Sünde Von den Eltern auch auf mich übergehen werde!“ ",Todessehnsucht; Schicksal; Fluch der Sünde;,,Eltern;,,Erbsünde;,,,,,,,,,,,14
234,540,7,114,"Freilich dachte ich damals in meinem jugendlichen Tugendstolze bloss an ein schuldloses Opfer; hätte ich nur ahnden können, was ein solcher Fluch eigentlich sagen wolle, wahrlich ich hätte nur kurze Zeit gelebt! ",Fluch der Sünde; Stolz; Opfer;,,,,Erbsünde; Speculation;,,,,,,,,,,,14
234,540,7,115,"[Dass hienieden für mich kein Glück erblühe, war bei mir ausgemacht und ist leicht begreiflich! Sonderbarer aber]",Schicksal; ,,,,,,,,,,,,,,,14
234,540,7,116,Früheres Jünglingsalter (vom 18. - 21.) ,,,,,,,,,,,,,,,,15
234,540,7,117,"War es bisher schon aus Mangel an hervorragenden Ereignissen wie aus andern Gründen nötig, mein Wesen und meine Verhältnisse mehr übersichtlich darzustellen, so folge ich von nun an ganz einfach meinem Lebensgange, indem ich namentlich die innern Beweggründe, gereichen sie mir zu Schande oder Ruhm, zeigen werde für alle äusseren Entscheidungen. ",Mangel an hervorragenden Erreignissen; INNERE BEWEGGRÜNDE; Schande und Ruhm;,,,,"warum müssen Ereignisse ""hervorragend sein""?",,,,,,,,,,,15
234,540,7,118,In mein 18. Jahr fallen folgende 2 Ereignisse. ,,,,,,,,,,,,,,,,15
234,540,7,119,"Schon seit einiger Zeit hatte ich ein sehr hübsches Mädchen kennengelernt, Welches, aus Augsburg gebürtig, vorzüglich auch durch seine Sprache mich fesselte. Es war nach Hause zurückgekehrt; und da nun ein lieber Freund, der jetzige Prof. Horner[8] mir eine Reise nach München vorschlug, um die dortigen Kunstschätze zu betrachten, so zeigte ich mich natürlich sogleich bereit. ",,,Freund Johann Jakob Horner;,Augsburg;,,,,,,,,,,,,15
234,540,7,120,"Ich war wirklich verliebt und hatte ziemlich deutliche Zeichen empfangen, dass auch Marie nicht ganz unempfindlich gegen mich blieb. Aber welch ein Schlag für mich, als Horner auf der Reise mir zutrauensvoll mitteilte, [12] dass eigentlich nicht München und seine Kunst sondern Augsburg und Marie das Ziel seiner Reise wären. ",,,Johann Jakob Horner;,,,,,,,,,,,,,15
234,540,7,121,Was sollte ich tun? War ich doch einmal zum Unglück geboren. ,,,,,,,,,,,,,,,,15
234,540,7,122,"Ich beschloss, weder dem Freunde noch der Geliebten meine Gefühle mitzuteilen, vielmehr nötigenfalls für jenen zu werben und sollte mir das Herz brechen. ",,,Freund Johann Jakob Horner;,,,,,,,,,,,,,15
234,540,7,123,"Angelangt in dem jetzt geschauten wie einst ersehnten Augsburg begab es sich, dass Marie noch eine andere Schwester hatte, die freilich 4 Jahre älter war als ich. Allein in aller Verzweiflung verliebte ich mich mit Gewalt in diese und bemerkte damals nicht einmal, was ich später erfuhr, dass Marie eben mir sehr zugetan war und Von Horner nichts wissen wollte.",,,Johann Jakob Horner;,,,,,,,,,,,,,15
234,540,7,124,"Das Schlechte bei dieser ganzen Geschichte war der Leichtsinn, womit ich der armen Pseudo-Geliebten die bestimmtesten Hoffnungen machte, aber natürlich bald nach der Heimkehr alles wieder vergass, ",Leichtsinn;,,,,,,,,,,,,,,,15
234,540,7,125,"anerkennungswert dagegen bei meinem Benehmen ist, dass ich halbe Nächte allein bei jenem immer noch sehr hübschen Mädchen zubrachte und doch jede Gelegenheit, die sich mir zufällig [251] oder absichtlich darbot, unbenützt vorbeigehen liess und zwar jedenfalls mitbedeutendem Selbstkampfe. ",,,,,,,,,,,,,,,,15
234,540,7,126,"Dann das zweite: Kurze Zeit nach meiner Heimkehr starb mir eine unendlich geliebte Grossmutter, mütterlicherseits, welche vor einigen Jahren von meinem Vater nachts, als er berauscht aus der Schenke zurückgekehrt, obschon ich mit dem eigenen Leibe sie zu decken versucht hatte, während der Vater mich beiseite schleuderte, so furchtbar war mit einem Stocke geschlagen worden, dass sie von da an bis zu ihrer Todesstunde nie mehr das Bette verlassen konnte. ",,,Margaretha Bürkli; Johannes Hirzel (1776);,,,,,,,,,,,,,16
234,540,7,127,"Tag und Nacht brachte man mich nicht von der geliebten Leiche weg; und einst, als ich weinend über ihr blasses Angesicht mich gebeugt, tat ich fürchterlich erregt den schauerlichen Schwur, dass ich das teure Opfer später an dem Mörder rächen wolle. ",Opfer;,,,,,,,,,,,,,,,16
234,540,7,128,"Es ist geschehen, freilich ohne dass ich es wollte. ",,,,,,,,,,,,,,,,16
234,540,7,129,"Das 19. Jahr verstrich so, dass ich ungemein aber auch unordentlich arbeitete und manche Liebelei anknüpfte, ohne ernsteres Gefühl und ohne allzu weit zugehen. ",,,,,,,,,,,,,,,,17
234,540,7,130,"Gegen Ende dieses Jahres begann aber mein Leben mich anzuekeln. Umsonst suchte ich mich dadurch, dass ich viele Monate lang nichts als Wasser trank und nichts ass als täglich ein kleines Stück Fleisch zu kasteien, um die immer glühender werdende Sinnlichkeit zu beschwichtigen. ",,,,,,,,,,,,,,,,17
234,540,7,131,"Wenn ich auch nicht tatsächlich unterlag, meine Phantasie war ihr unbedingt verfallen. ",,,,,,,,,,,,,,,,17
234,540,7,132,"Ich verachtete mich selber wie meine Umgebung, verachtete die ganze Menschheit, indem ich immer liesser erkannte, dass überall nicht der Herr der Geister, sondern das tote gelbe Metall oder die Sinnenlust angebetet werde. ",,,,,,,,,,,,,,,,17
234,540,7,133,"Du erinnerst dich noch jenes Aufsatzes, dessen Grundgedanken ich fasste auf dem Uto, umringt vom Donner und Blitz und flehend zu Gott, dass er mich zerschmettere oder mich belehren Solle? ",,,,,"""alles oder nichts""",,,,,,,,,,,17
234,540,7,134,"Er fällt in diese Zeit, und um diese Zeit war es auch, als einer unserer St. Galler-Freunde, der jetzt gestorben ist, wahrsagte, ich werde entweder ein Engel oder ein Teufel.",,,ein St. Galler-Freund; die St. Galler-Freunde;,,,,,,,,,,,,,17
234,540,7,135,"[13] Nach Antritt meines 20. Jahres lernte ich meine jetzige Frau[9] kennen, damals ein Mädchen von 16 Jahren. ",,,Elise Tobler (1811),,,,,,,,,,,,,18
234,540,7,136,"Vernimm jetzt etwas, das ich dir so viel ich weiss noch nie mitgeteilt. ",,,,,,,,,,,,,,,,18
234,540,7,137,"Ähnlich wie bei jener Augsburger-Geschichte war ich eigentlich anfangs in die Schwester, jetzige Frau Pfr. Sprüngli, verliebt. Da ich aber bald vernahm, dieselbe sei verlobt, so suchte ich Bekanntschaft mit der jüngeren Schwester anzuknüpfen. ",,,Frau Sprüngli-Tobler,,,,,,,,,,,,,18
234,540,7,138,"Anfangs zwang ich mich zum Verliebtsein, aber dieses kam dann wirklich bald von selbst, bewirkt durch die jugendliche Frische, Schönheit und durch Geist und Anmut vorzüglich aber durch die Sanftmut der Erkorenen. ",Schönheit;,,,,,,,,,,,,,,,18
234,540,7,139,"Umsonst sagte mir alle Welt das Gegenteil von letzterem, umsonst warntest selbst du; du erinnerst dich wohl noch deines Briefes. ",,,,,,,,,,,,,,,,18
234,540,7,140,"Elisens angeborene und anerzogene Verstellungskunst war so gross, dass ich jahrelang nicht das Geringste sah oder hörte, was meiner Meinung widersprochen hätte. ",,,,,,excuse;,,,,,,,,,,18
234,540,7,141,"[252] Lassen wir die Zeit der Verliebtheit, welche natürlich das Leben in ein ganz neues Licht stellte, schneller vorübergehen; sie war wie überall; für meine Sinnlichkeit aber vielleicht nicht uninteressant ist die Wahrheit, dass ich während der vielen Jahre unserer intimen Bekanntschaft niemals mehr forderte, als gewährt werden durfte.",Wahrheit;,,,,,,,,,,,,,,,18
234,540,7,142," - Auffallend und ein ernster Fingerzeig, den ich leider nicht beachtete, waren übrigens folgende Erscheinungen, deren eine dir bekannt ist. ",,,,,,,,,,,,,,,,18
234,540,7,143,"Du weisst nämlich, dass du als Bräutigam mich eines Abends ins Haus deiner Braut einludest. ",,,,,,,,,,,,,,,,18
234,540,7,144,"Ich kannte den Zwist zwischen den Familien Bluntschli und Tobler und hatte mir zum voraus vorgenommen, die Übermacht, welche sich meine Braut schon mehrmals über mich angemasst, bei diesem Anlass zu brechen bitten.",,,Bluntschli;,,,,,,,,,,,,,18
234,540,7,145,"Tränen, alles wurde angewendet, um mich zurück zu halten – umsonst! – ",,,,,,,,,,,,,,,,18
234,540,7,146,"Jener Abend war, wie meine Frau mir später oft wiederholt hat, das Grab ihrer Liebe oder demnach ihrer vermeintlichen Liebe zu mir. – ",,,Elise Tobler (1811);,,,,,,,,,,,,,18
234,540,7,147,"Ernster noch und rätselhafter war folgendes: Ich hatte mit, ich weiss durchaus nicht mehr was, jedenfalls nichts wichtigem, den Unwillen meiner bisher so sanften Braut in dem Masse gereizt, dass sie wie wütend aufsprang und mit den Worten: „Das sollst du mir dereinst büssen“ sich entfernte. ",,,,,,,,,,,,,,,,18
234,540,7,148,"Narr, der ich war, dass ich diese furchtbar klaren Worte damals als unbedeutend vorübergehen liess! ",,,,,,,,,,,,,,,,18
234,540,7,149,"Es verfloss mein 21. und 22. Jahr, so dass meine wissenschaftliche und gemütliche Entwicklung jedenfalls meiner Liebe keinen Schaden litt, und es kam die Zeit der Abreise zur Universität nach beendigten Examen. ",,,,,,,,,,,,,,,,19
234,540,7,150,"Dahin gehören auch jene kleinen Komödien, welche ich für das Sechseläuten in ein paar Stunden hinschrieb[10]. – ",,,,,,,,,,,,,,,,19
234,540,7,151,"Lies sie noch einmal durch; wenn du sie nicht mehr besitzest, so findest du sie auf der Bibliothek. Sie sind nicht unbedeutend, weil sie meinen grossen Hang zum Radikalismus beurkunden, welche einzig durch die Wissenschaft und durch dich gezähmt wurden. ",,,,,,,,,,,,,,,,19
234,540,7,152,[14] Späteres Jünglingsalter (22 - 25) ,,,,,,,,,,,,,,,,19
234,540,7,153,Meinen Studiengang in Berlin kennst du. ,,,,Berlin;,,,,,,,,,,,,19
234,540,7,154,Es ging mir im Sanskrit eine neue Welt und ein neues Leben auf. ,,,,,,,,,,,,,,,,19
234,540,7,155,In sittlicher Beziehung blieb die Liebe daselbst noch mein Schutzengel. ,,,,,,,,,,,,,,,,19
234,540,7,156,Empfohlen von Humboldt und Ritter und Bopp kam ich dann nach Paris und arbeitete daselbst fast übermenschlich. So ging ich einmal eine ganze Woche nur nie zu Bette und nahm mein Essen immer beim Schreiben zu mir. ,,,Humboldt; Ritter; Bopp;,Paris;,,,,,,,,,,,,19
234,540,7,157,"Hier aber war es, wo ich in meinem 24. Jahre zum ersten Mal fiel, bei einem Freudenmädchen und zwar bloss aus Neugierde, um zu wissen, was eigentlich an der Sache sei, dann aber [253] bei jener dir bekannten Liebschaft. ",,,,,,,,,,,,,,,,20
234,540,7,158,"O hätte doch das Haus meiner Braut nicht failliert! Dann hätte ich sie fahren lassen und mich an die neue, weit innigere und wahrere Liebe angeschlossen; so aber hielt ich es für Schande, eine Verarmte im Stich zu lassen und strafte aus missverstandenem Pflichtgefühl sie und mich und jene. ",Schande; Geld;,,,,,excuse;,,,,,,,,,,20
234,540,7,159,"Meine ungeheure Anstrengung beim Studieren (ich habe in einem Jahre gelernt, wozu sehr fähige 3 und 4 Jahre brauchten) müssen mir die jugendliche Frische genommen haben; ",,,,,,,,,,,,,,,,20
234,540,7,160,"denn bei meiner Rückkehr gefielen sich namentlich die Anverwandten meiner Braut, ja diese selbst in Witzeleien über meine Pariser Veränderungen. Du kannst dir denken, welchen Eindruck das auf mich gemacht hat. ",,,,Paris;,,,,,,,,,,,,20
234,540,7,161,"Über meinen Aufenthalt auf der Universität muss ich gegenüber der Lüge, welche mein Vater gegenwärtig ausstreut, als ob ich jährlich 3000 fl gebraucht, anführen, dass die Summe für meinen ganzen Aufenthalt in der Fremde, alles und jedes eingerechnet, sich nicht einmal vollständig auf diese Summe beläuft, zumal wenn man noch die 300 fl abrechnete, welche meinem Vater für mich aus dem Hirzel-Fonds[11] zugeschickt, aber von diesem, wohl als Ersatz an seine Ausgaben, in die Tasche gesteckt wurden. ",Lüge;,,Johannes Hirzel (1776);,,,,,,,,,,,,,20
234,540,7,162,"Ich berufe mich auf die Rechnungen, welche über die Sache gegenwärtig noch, wie ich weiss, in den Händen meines Vaters liegen. ",,,Johannes Hirzel (1776);,,,,,,,,,,,,,20
234,540,7,163,Männliches Alter (25 - 39),,,,,,,,,,,,,,,,21
234,540,7,164,"Bald nach meiner Rückkehr verheiratete ich mich. Das Professorat, mit welchem man mich, entgegen den Einladungen Bopps und anderer nach Hause gelockt, zerging in Luft, und ich musste mich 5 Jahre lang mit dem mir auf keine Weise zusagenden, bloss 500 fl eintragenden Inspektorat[12] begnügen. ",,,Bopp,,,,,,,,,,,,,21
234,540,7,165,"Mein Vater gab mir eine ordentliche Aussteuer an Hausräten, aber legte mir jährlich nichts zu an bar. ",,,Johannes Hirzel (1776);,,,,,,,,,,,,,21
234,540,7,166,Von Seite [15] der Frau zog ich natürlich (mit Ausnahme von 200 fl Geschenk des Grossvaters für meine Frau bei unserer Hochzeit) ebenfalls nichts. ,,,Johannes Hirzel (1749); Johannes Hirzel (1776); Elise Tobler (1811);,,,,,,,,,,,,,21
234,540,7,167,"Nun frage ich jeden nur halb Billigen, der das Leben in Zürich, meine Stellung daselbst und die wirklich nicht sehr übertriebenen Ansprüche meiner Frau kennt, ob es möglich sei, mit dieser Summe eine Haushaltung durchzubringen? ",,,,Zürich;,,,,,,,,,,,,21
234,540,7,168,"Freilich wohnte ich im Hause meines Vaters und bekam noch Milch und Gemüse umsonst. Der Ankauf von allem Übrigen aber lag mir ob. Wenn ich meinen Vater anging, mir jährlich aus seinem grossen Vermögen ein Geringes auszusetzen, erhielt ich zur Antwort: [254] ",Vermögen;,,Johannes Hirzel (1776);,,,,,,,,,,,,,21
234,540,7,169,„Meine Eltern haben mir auch nichts gegeben; wenn du nicht zweimal Kartoffeln essen kannst; so iss einmal!“ ,,,Eltern;,,,,,,,,,,,,,21
234,540,7,170,"So war ich genötigt, vorerst aus meinem Sparhafen ein Briefchen nach dem andern zu verkaufen, und mein Vater nahm mir sie ab, zahlte die Summe aus und schrieb die Briefe unter seine Schuldtitel, z. B. einen Schuldtitel von 200 fl auf Schuhmacher Meier von Wiedikon und alsdann wirklich Schulden zu machen. ",,,Johannes Hirzel (1776);,,,,,,,,,,,,,21
234,540,7,171,"Dieses, meine erste wirkliche Schuld, geschah bei dem Sekundar-Schulfonds des 3. Kreises, so dass sich die Summe nach und nachsteigerte auf 511 fl, wofür im Jahr 1840 du mit A. Escher[13] mir Bürgschaft leistetest. ",,,Arnold Escher von der Linth,,,,,,,,,,,,,21
234,540,7,172,"Schon meine Hochzeitsreise zeigte, dass meine Ehe unglücklich ausfallen werde. ",,,,,,,,,,,,,,,,22
234,540,7,173,Die Richtigkeit der Erzählung des nachfolgenden Vorfalles verbürge ich vor Gott! ,,,,,,,,,,,,,,,,22
234,540,7,174,"In Mannheim angelangt, wirft sich meine Frau plötzlich ohne allen Grund, als sie sich eben zum Theater anziehen sollte, aufs Ruhebett und weint stundenlang. Vergeblich bitte, flehe, beschwöre ich sie mit Tränen, mir doch zu sagen, was ihr fehle. Keine Antwort, endlich stürzt sie sich in ihrem schönsten Anzuge auf den Boden, wälzt sich herum und zieht ihr Federmesser. ",Schönheit;,,Elise Tobler (1811);,Mannheim,,,,,,,,,,,,22
234,540,7,175,"Jetzt meine ich wirklich, sie sei von plötzlichem Wahnsinn ergriffen und will sie vom Boden aufheben, um sie zu Bette zu tragen, dabei trete ich ihr unglücklicherweise auf den Rock, bei dessen Reissen sie wütend aufspringt, in ein Nebenzimmer läuft und mir dadurch beweist, dass sie allerdings krank, aber kränker sei als alle Krankheit! – ",,,,,,,,,,,,,,,,22
234,540,7,176,"Ich dachte damals, nichts Schwereres erleben zu können und doch erlebte ich solches ein paar Jahre später denselben Vorfall betreffend. ",,,,,,,,,,,,,,,,22
234,540,7,177,"Bei irgendeiner Zwistigkeit warf sie mir nämlich vor: „Ich hätte schon auf der Hochzeitsreise meine Gesinnung gegen sie gezeigt, in Mannheim, wo ich sie geschlagen und zu Boden geworfen!!!“ ",,,,,,blaring;,,,,,,,,,,22
234,540,7,178,"Doch wozu mehr solcher Einzelheiten. In einem Worte, [16] wir passen in jeder Beziehung zueinander wie Feuer und Wasser. Sogar unsere guten Seiten stossen uns gegenseitig, wie viel mehr gar unsere schlimmen. ",,,,,,,,,,,,,,,,23
234,540,7,179,"Übrigens bin ich ihr zu ihrer Ehre eine besondere Schilderung schuldig. Ihr Vater ist ein braver, guter, aber jähzorniger, sehr geistesschwacher Mann, ",Schuld;,,Elise Tobler's father,,,,,,,,,,,,,23
234,540,7,180,"ihre Mutter die personifizierte Launenhaftigkeit und Eitelkeit, dabei von männlicher Willenskraft, listig, ihre Kinder liebend bis zu den grössten Opfern und so auch im allgemeinen sehr ehrenhaft. ",Launenhaftigkeit; Opfer; Ehre;,,Elise Tobler's mother,,,,,,,,,,,,,23
234,540,7,181,"Von dieser Mutter ist die Tochter ein deutliches Abbild. In Lieliessachen kalt wie Eis, ist sie schon aus Stolz, aber auch aus Ehrbarkeit ihrem Manne getreu von der übertriebensten Ordnungsliebe, die leider so weit geht, dass Dienstboten so wenig bei ihr als bei der Mutter ausdauern können, scharf blickend je in dem, worauf sie gerade ihr Augenmerk richtet, ",Stolz;,,Elise Tobler's mother,,,,,,,,,,,,,23
234,540,7,182,"während alles übrige um sie her ihr entgeht, im höchsten Grade aufbrausend, sodass sie mehrmals ihr eigenes 3 - 4jähriges Kind mit einem Schlage ins Gesicht rückwärts zu Boden geworfen hat, sonst liebreich und teilnehmend gegen jedermann, am wenigsten jedoch gegen die nächsten Umgebungen, jeden Augenblicksorgsam beschäftigt für die Haushaltung, und begabt mit grossem geselligem [255] Talent ",,,,,,,,,,,,,,,,23
234,540,7,183,"hat sie zum Hauptfehler eine grenzenlose Eitelkeit, die sich weniger auffallend im äusserlichen zeigt als viel mehr in der Sucht, geistig anerkannt zu werden.",,,,,,,,,,,,,,,,23
234,540,7,184,"Da nun solches natürlich nicht immer besonders ausgedrückt werden kann, auch wo sie es verdient so bildet sich hieraus der Stoff zu einer unausstehlichen Launenhaftigkeit und einer noch unausstehlicheren Unzufriedenheit mit sich und der Welt, mit allen und allem. Der Vorwurf, der ihr so oft von meiner Familie gemacht wurde, als ob sie durch übermässigen Putz ungewöhnliche Ausgaben mir zuziehe, ist ganz ungerecht; ",Launenhaftigkeit;,,,,,,,,,,,,,,,23
234,540,7,185,"dagegen hatten sich in den letzten Jahren ein ernster Fehler bei ihr gezeigt, höchst wahrscheinlich hervorgerufen durch die List der Mutter, dass sie es sich nämlich zur Gewohnheit machte, in meiner Abwesenheit meine Papiere zu durchgehen, ja meinen Schreibtisch mit einem eigenen Schlüssel zu öffnen und wegzunehmen, was sie für gut fand, ohne es mir nur anzuzeigen.",,,Elise Tobler's mother,,,,,,,,,,,,,23
234,540,7,186,"Aus dieser ganz getreuen Darstellung ergibt sich wohl, dass sie, [namentlich vor der letzten Zeit, in welcher sie aber durch ihre zunehmende Epilepsie beinahe unzurechnungsfähig geworden ist] ",,,,,,,,,,,,,,,,23
234,540,7,187,"den letzten wichtigen Fehler ausgenommen,",,,,,,,,,,,,,,,,23
234,540,7,188,"immerhin eine brave Frau ge-[l7]nannt werden kann, ",,,,,,,,,,,,,,,,23
234,540,7,189,"womit aber durchaus nicht, am wenigsten für meine Individualität, die Möglichkeit, mit ihr zu leben, zugegeben ist. ",,,,,,,,,,,,,,,,23
234,540,7,190,"Es klingt z. B. wie Übertreibung, ist aber wört1ich wahr, dass meine Frau z. Z. so lange wir verheiratet sind, nicht einen Tritt, wenn ich etwa nach Hause kehrte, mir entgegengekommen, ",,,Elise Tobler (1811);,,,,,,,,,,,,,23
234,540,7,191,"dass sie niemals aus sich selber mir einen Kuss gegeben, ",,,,,,,,,,,,,,,,23
234,540,7,192,"niemals ihre Zufriedenheit über irgend etwas, das mich betraf, geäussert. ",,,,,,,,,,,,,,,,23
