"id","author_id","bibliography","transcript","token_sequence","token","author_name"
"1601","645","532","14","20","der Strom der durch die [-4-]Berufung von Dr. Strauß verursachten ",NULL
"1602","645","532","14","21","Bewegung allmählig sich wieder zu legen begonnen hatte, einen neuen ",NULL
"1603","645","532","14","22","Aufruf 2)[ ] unter dem Volke verbreitet. ",NULL
"1604","645","532","14","23","Von vielen [-5—]Seiten, namentlich aus der östlichen Gegend des Kantons ",NULL
"1605","645","532","14","24","und vom See her, hieß es, er habe wieder dieselbe [-6—]Aufnahme gefunden, ",NULL
"1606","645","532","14","25","dieselbe thätige Theilnahme erregt, wie die frühern Zuschriften an das ",NULL
"1607","645","532","14","26","Volk, ",NULL
"1608","645","532","14","27","und es sei [-7—]nicht zu zweifeln, es werden erneuerte Forderungen und ",NULL
"1609","645","532","14","28","Begehren an die Regierung und den großen Rath [-8—]gestellt werden, denen ",NULL
"1610","645","532","14","29","dann eine Volksversammlung den gehörigen Nachdruck werde geben sollen. ",NULL
"1611","645","532","14","30","Einzelne Mitglieder des Regierungsrathes theilten sich diese Beoachtungen ",NULL
"1612","645","532","14","31","mit und verabredeten auf den 20. Abends eine vertrauliche Besprechung ",NULL
"1613","645","532","14","32","unter sich. ",NULL
"1614","645","532","14","33","Es waren dieses die Herren Bürgi, Zehnder, Fierz, Krauer, Hotz, Schappi, ",NULL
"1615","645","532","14","34","Keller und ich; auch Herr Dr. Keller war zugegen. ",NULL
"1616","645","532","14","35","Das Gespräch wurde sehr ernst gehalten und die bei Jedem herrschende ",NULL
"1617","645","532","14","36","Ueberzeugung, daß unsrer Verfassung, unsern Institutionen, vielleicht ",NULL
"1618","645","532","14","37","auch den Behörden selbst Gefahr drohe, brachte uns bald und [-9-] ohne ",NULL
"1619","645","532","14","38","viele Worte zu machen, zu dem Schlusse, die Regierung dürfe diesem ",NULL
"1620","645","532","14","39","erneuerten Treiben nicht stillschweigend zusehen; es sei evident, daß die ",NULL
"1621","645","532","14","40","ganze Tendenz derer, die an der Spitze stehen, eine politische und nichts ",NULL
"1622","645","532","14","41","weniger als eine religiöse sei. ",NULL
"1623","645","532","14","42","Der Verfassung, den Freiheiten und Rechten des Volkes, das, leider, nicht ",NULL
"1624","645","532","14","43","einsehe, was man mit ihm vorhabe, dem politischen Systeme überhaupt, das ",NULL
"1625","645","532","14","44","wir dem Kantone Zürich errungen und das ihm eine Auszeichnung unter allen ",NULL
"1626","645","532","14","45","übrigen Ständen verschafft habe, insbesondere aber den Bürgern des ",NULL
"1627","645","532","14","46","Landes, denen Ruhe und Ordnung lieb wären und die sich auf's Neue nach ",NULL
"1628","645","532","14","47","dem Schutze der Regierung gegen leidenschaftliche Verfolgung in dem Maße ",NULL
"1629","645","532","14","48","sehnten, daß sie sich mit Verachtung von der schwachen, ohnmächtigen zu ",NULL
"1630","645","532","14","49","wenden drohten, sei man schuldig, zur Wiederherstellung eines geregelten ",NULL
"1631","645","532","14","50","Zustandes das Mögliche zu thun. Hierüber war nur Eine Stimme. ",NULL
"1632","645","532","14","51","Dies der unlautere Quell, aus welchem die nachherigen Schritte der ",NULL
"1633","645","532","14","52","Regierung hervorgingen!",NULL
"1634","645","532","14","53","Eine andere Frage war es, ob alle Mitglieder derselben diese Ansicht ",NULL
"1635","645","532","14","54","theilen, sie unterstützen würden. Man hoffte es; hoffte es um so mehr, da ",NULL
"1636","645","532","14","55","die Bestrebungen des Comité jedem einleuchten, diese heftige Opposition, ",NULL
"1637","645","532","14","56","die Lage und die Verlegenheiten einer so beaufsichteten und in ihrer ",NULL
"1638","645","532","14","57","Wirksamkeit gehemmten Regierung jedem, der fest an dem Bisherigen halten ",NULL
"1639","645","532","14","58","wollte, unerträglich sein mußten. Es schien nur darauf anzukommen , auf ",NULL
"1640","645","532","14","59","welche Art die Regierung zu Ergreifung einer Maßregel veranlaßt würde. Da ",NULL
"1641","645","532","14","60","ward der Gedanke auf die Bahn gebracht, sowohl die nicht hier anwesenden ",NULL
"1642","645","532","14","61","Mitglieder als auch das Publikum würden [-10—]sich schon der Form wegen ",NULL
"1643","645","532","14","62","weniger daran stoßen, wenn vom Polizeirathe aus ein Antrag an den ",NULL
"1644","645","532","14","63","Regierungsrath gelangte. ",NULL
"1645","645","532","14","64","Ich verberge nicht, daß auch die Hoffnung dabei zum Grunde lag, wenn ",NULL
"1646","645","532","14","65","dieses vom Polizeirathe aus und nicht von einzelnen radikalen Mitgliedern ",NULL
"1647","645","532","14","66","der Regierung geschehen könnte, so wären weniger entschiedene Mitglieder, ",NULL
"1648","645","532","14","67","wie die Herren Heß, Hegetschweiler, M. Sulzer dafür leichter zu gewinnen. ",NULL
"1649","645","532","14","68","Herr Fierz übernahm es, die Sache bei Herrn Heß in Anregung zu bringen ",NULL
"1650","645","532","14","69","und auch Herr Dr. Keller versprach, mit demselben bei der ersten ",NULL
"1651","645","532","14","70","Gelegenheit, da die Tagsatzung Sitzung halten würde , davon zu sprechen, ",NULL
"1652","645","532","14","71","Fierz und Bürgi wollten Tags darauf auch M. Sulzer im Straßendepartement ",NULL
"1653","645","532","14","72","davon präveniren. ",NULL
"1654","645","532","14","73","Es geschah also. Am 22. ließ Herr Heß mich ersuchen, eine Stunde vor ",NULL
"1655","645","532","14","74","Eröffnung der Tagsatzung zu ihm zu kommen. Er theilte mir mit, Herr Dr. ",NULL
"1656","645","532","14","75","Keller habe so vernünftig und klar mit ihm über unsere gegenwärtige Lage ",NULL
"1657","645","532","14","76","gesprochen, daß er nun ebenfalls finde, die Regierung müsse einschreiten. ",NULL
"1658","645","532","14","77","Er sei dazu auch fest entschlossen und werde das Seinige thun, damit die ",NULL
"1659","645","532","14","78","Umtriebe einmal aufhören; er hoffe, man werde den Zweck desto sicherer ",NULL
"1660","645","532","14","79","erreichen, da bereits einzelne Mitglieder des Comité der Sache müde ",NULL
"1661","645","532","14","80","seien ,sich zurückzögen und bei dessen Bestrebungen nicht mehr die ",NULL
"1662","645","532","14","81","früheren Motive vorwalteten. ",NULL
"1663","645","532","14","82","Er überreichte mir nun das Schema zu einem regierungsräthlichen ",NULL
"1664","645","532","14","83","Publikandum und ersuchte mich, dasselbe während der Sitzung der ",NULL
"1665","645","532","14","84","Tagsatzung mit Herrn Keller vollends zu redigiren.",NULL
"1666","645","532","14","85","Auf den 23. Morgens 7 Uhr ließ Herr Heß den Regierungsrath zu ",NULL
"1667","645","532","14","86","außerordentlicher Sitzung einberufen. ",NULL
"1668","645","532","14","87","[-11—]Anwesend waren die Herren Heß, Hegetschweiler, Meier v. Knonau, ",NULL
"1669","645","532","14","88","Zehnder, Weiß, Keller, Huber, Escher, Bürgi, Krauer, Fierz, Schäppi und ",NULL
"1670","645","532","14","89","Hotz (abwesend die Herren Bürgermeister Hirzel, Ed. Sulzer, Hüni, C. ",NULL
"1671","645","532","14","90","Hirzel, Hauser und M. Sulzer, der von der Sache wußte). ",NULL
"1672","645","532","14","91","Herr Heß eröffnete kurz, daß ihm bei der sich erneuernden Thätigkeit des ",NULL
"1673","645","532","14","92","Central-Comité nothwendig scheine, auch von Seite der Regierung Schritte ",NULL
"1674","645","532","14","93","zu thun, indem jenes Treiben die Schranken der Gesetzlichkeit ",NULL
"1675","645","532","14","94","überschreite, immer frecher und arroganter werde und das Ansehen der ",NULL
"1676","645","532","14","95","Behörden und ihre Wirksamkeit total untergrabe. ",NULL
"1677","645","532","14","96","Herr Weiß, sagte er, habe übrigens eine Motion angekündigt, worauf er mir ",NULL
"1678","645","532","14","97","das Wort gab. ",NULL
"1679","645","532","14","98","Ich setzte auf ernste Weise und in einer Stimmung, welche wenigstens ",NULL
"1680","645","532","14","99","keine bösen Absichten verrathen konnte, aus einander, was eben angedeutet ",NULL
"1681","645","532","14","100","worden war und suchte, nachdem ich versichert, die ruhigen Bürger des ",NULL
"1682","645","532","14","101","Landes erwarten sehnlichst, daß die Regierung einmal Friede schaffe, und ",NULL
"1683","645","532","14","102","wenn sie nichts thue, stehe ihr bevor, auch von den Bessern verachtet zu ",NULL
"1684","645","532","14","103","werden, namentlich den Mißbrauch hervorzuheben, der vom Central-Comité ",NULL
"1685","645","532","14","104","mit dem verfassungsmäßigen Organismus des Staates, mit Bezirken, ",NULL
"1686","645","532","14","105","Gemeinden und Gemeindebehörden getrieben werde und zwar in dem Maße, daß ",NULL
"1687","645","532","14","106","die Wünsche und Aufträge desselben mit allem Eifer, die der Regierung ",NULL
"1688","645","532","14","107","aber entweder gar nicht, oder nur nachlässig, mit Widerstreben und ",NULL
"1689","645","532","14","108","Widerwillen vollzogen und denselben mancherlei Hindernisse in den Weg ",NULL
"1690","645","532","14","109","gelegt werden. 3)[ ] ",NULL
"1691","645","532","14","110","Ich [-12—]glaubte, daß unter solchen Umständen und einem so unermüdlich ",NULL
"1692","645","532","14","111","thätigen Feinde gegenüber, dessen Wort Alles [-13—]galt, es Pflicht der ",NULL
"1693","645","532","14","112","Regierung sei, nochmals wenigstens den Versuch zumachen, die Zügel zu ",NULL
"1694","645","532","14","113","erfassen, und sich [-14-]einer Existenz, wo sie in allen ihren ",NULL
"1695","645","532","14","114","Verrichtugen gehemmt und kontrecarrirt würde, zu entwinden. ",NULL
"1696","645","532","14","115","Schließlich[-15—] empfahl ich die Eintracht, die allein uns zu retten ",NULL
"1697","645","532","14","116","vermöchte. ",NULL
"1698","645","532","14","117","Alle Mitglieder hörten mir beifällig zu, was ich sprach, lag auch in ",NULL
"1699","645","532","14","118","ihrer aller Ueberzeugung. ",NULL
"1700","645","532","14","119","Nur Hegetschweiler schüttelte anfänglich den Kopf und bemerkte dann, ",NULL
"1701","645","532","14","120","der Zeitpunkt, von unserer Seite einzuschreiten, sei noch nicht da; bis ",NULL
"1702","645","532","14","121","jetzt sei vom Comité aus nichts Ungesetzliches geschehen, und wenn man ",NULL
"1703","645","532","14","122","nicht reize, werde auch nichts geschehen. Solche Maßnahmen schaden mehr ",NULL
"1704","645","532","14","123","als sie nützen; sie verdächtigen die Sache der Regierung und bringen das ",NULL
"1705","645","532","14","124","Volk in Harnisch. Ueberhaupt sei durch die Radikalen, von denen aus er ",NULL
"1706","645","532","14","125","auch diesen Vorschlag kommen zu sehen glaube, und ihre Organe 4)[ ] ",NULL
"1707","645","532","14","126","Vieles verdorben und auf die Spitze getrieben worden. Finde die Regierung ",NULL
"1708","645","532","14","127","sich stark genug, bei den Vereinen und Gemeinem zu imponiren und mit ",NULL
"1709","645","532","14","128","Erfolg gegen sie zu agiren, wohl, so möge sie es thun; dann aber müsse ",NULL
"1710","645","532","14","129","sie nicht bloß bei diesem Erlasse stehen bleiben, sondern weiter gehen, ",NULL
"1711","645","532","14","130","dem Comité befehlen, sich aufzulösen, und die Widerspenstigen bestrafen ",NULL
"1712","645","532","14","131","lassen. Wäre man des Erfolges sicher, so würde auch er dabei sein, allein ",NULL
"1713","645","532","14","132","er bezweifle dieses. 5)[ ] ",NULL
"1714","645","532","14","133","Während und nachdem Hegetschweiler [-16—]sich so geäußert hatte, gab ",NULL
"1715","645","532","14","134","Bürgermeister Heß mehrere Zeichen des Unwillens und der Unzufriedenheit ",NULL
"1716","645","532","14","135","von sich, widerlegte ihn dann mit kurzen und ziemlich bittern Worten und ",NULL
"1717","645","532","14","136","verlangte Entscheidung. ",NULL
"1718","645","532","14","137","Noch äußerte auch Escher sich fast in gleichen Sinne wie Hegetschweiler. ",NULL
"1719","645","532","14","138","Als dann aber die Hauptfrage zur Abstimmung kam, ob ein Dekret zu ",NULL
"1720","645","532","14","139","erlassen sei, war man einstimmig; dagegen wollten die beiden benannten ",NULL
"1721","645","532","14","140","Mitglieder die „Betrachtung” nicht aufgenommen wissen. ",NULL
"1722","645","532","14","141","Eben als die Hauptfrage zur Abstimmung vorlag, trat M. Sulzer (9 Uhr) ",NULL
"1723","645","532","14","142","herein, erkundigte sich pro forma nach dem, was verhandelt worden, ",NULL
"1724","645","532","14","143","erklärte aber sogleich, er enthalte sich der Abstimmung. Der Entwurf ",NULL
"1725","645","532","14","144","wurde genehmigt und unverzüglich versendet. 6)[ ] [-17—]",NULL
"1726","645","532","14","145","Die Nachricht von diesem Beschlusse verbreitete sich mit ungemeiner ",NULL
"1727","645","532","14","146","Schnelligkeit in der Stadt. Schon um 11 Uhr ward derselbe auf einem ",NULL
"1728","645","532","14","147","Caffeehause als Verfassungsbruch erklärt und laut angekündigt, es werde ",NULL
"1729","645","532","14","148","der Erlaß auf der Stelle mit einem Commentar vom Central-Comité ",NULL
"1730","645","532","14","149","abgedruckt und der Welt das [-18—]Vergehen bekannt gemacht werden. ",NULL
"1731","645","532","14","150","Der Beobachter vom folgenden Tage betrachtete den Erlaß als ",NULL
"1732","645","532","14","151","Fehdehandschuh, den man aufnehmen werde. ",NULL
"1733","645","532","14","152","Von den Liberalen hingegen, selbst von gemüßigten Antistraußianern ward ",NULL
"1734","645","532","14","153","derselbe freudig empfangen; man beglückwunschte die Regierung zu der von ",NULL
"1735","645","532","14","154","ihr eingenommenen Stellung.",NULL
"1736","645","532","14","155","Noch war der angekündigte Commentar nicht erschienen. Man erklärte sich ",NULL
"1737","645","532","14","156","das Ausbleiben desselben damit, die Bürkli'sche Offizin habe, Gefahr ",NULL
"1738","645","532","14","157","dabei witternd,7)[ ] dessen Druck verweigert.",NULL
"1739","645","532","14","158"," — Sonntags den 25. Morgens rief mich Herr Heß zu sich und wies mir das ",NULL
"1740","645","532","14","159","Angekündigte vor. 8)[ ] ",NULL
"1741","645","532","14","160","Er war ob der Anmaßung [-19-] empört, sprach jedoch von keiner ",NULL
"1742","645","532","14","161","bestimmten, dagegen zu ergreifenden Maßregel, billigte und mißbilligte ",NULL
"1743","645","532","14","162","auch nicht mein Vorhaben, den Staatsanwalt aufzusuchen, fand hingegen ",NULL
"1744","645","532","14","163","gut, daß ich mit Herrn Zehnder darüber spreche. ",NULL
"1745","645","532","14","164","Wie ich mich dahin begeben wollte, begegnete mir Herr Benz, der Substitut ",NULL
"1746","645","532","14","165","des Staatsanwaltes, der eben im Begriffe war, in der Druckerei von ",NULL
"1747","645","532","14","166","Zürcher und Furrer das Pamphlet mit Beschlag zu belegen. ",NULL
"1748","645","532","14","167","Er fand eine Auflage von circa 5000 Exempl. vor, die er abfaßte und ",NULL
"1749","645","532","14","168","vernahm, daß 100 bis 120 Stücke an Herrn Aktuar Spöndli abgegeben worden ",NULL
"1750","645","532","14","169","seien.",NULL
"1751","645","532","14","170","Der Regierungs-Erlaß war unterdessen von den Statthalterämtern den ",NULL
"1752","645","532","14","171","Gemeindebeamten zugesandt und [-20—]die Sendungen noch mit mehr oder ",NULL
"1753","645","532","14","172","weniger genauen und verschärften Befehlen und Aufträgen begleitet worden. ",NULL
"1754","645","532","14","173","Die einen faßten die Sache von dem Gesichtspunkte auf, nicht nur ",NULL
"1755","645","532","14","174","Gemeindebehörden, sondern auch Gemeindeversammlungen, als ",NULL
"1756","645","532","14","175","verfassungsmäßige, organische Institute, dürfen nicht dazu gebraucht ",NULL
"1757","645","532","14","176","werden, Berathungen zu pflegen, die gegen verfassungsmäßige Behörden und ",NULL
"1758","645","532","14","177","Beschlüsse gerichtet wären; ",NULL
"1759","645","532","14","178","es dürfe dieses allerdings geschehen, aber nur in und durch Vereine; ",NULL
"1760","645","532","14","179","jene Art enthalte eine Anomalie, diese liege in der Natur der Sache und ",NULL
"1761","645","532","14","180","sei im Vereinsrecht begründet. ",NULL
"1762","645","532","14","181","Andere schärften blos ein, dem Befehle oder Verbot der Regierung genau ",NULL
"1763","645","532","14","182","nachzukommen ",NULL
"1764","645","532","14","183","und die Flauen behandelten auch diesen Gegenstand nach alter Gewohnheit. ",NULL
"1765","645","532","14","184","9)[ ] ",NULL
"1766","645","532","14","185","Mit derselben Verschiedenheit, wie der Regierungs-Erlaß von den ",NULL
"1767","645","532","14","186","Statthaltern aufgenommen und behandelt wurde, fanden er und die ",NULL
"1768","645","532","14","187","statthalteramtlichen Aufträge auch Aufnahme bei den Gemeindsbeamtungen. ",NULL
"1769","645","532","14","188","In ruhigen Gegenden und Gemeinden, wo des Gährungsstoffes von Anfang an ",NULL
"1770","645","532","14","189","weniger gewesen, war der Erfolg der gewünschte: die ",NULL
"1771","645","532","14","190","Gemeindsvorsteherschaften freuten sich der Erscheinung und ohne die ",NULL
"1772","645","532","14","191","Einflüsse von außen wäre dort die Ruhe, die Ordnung vollkommen wieder ",NULL
"1773","645","532","14","192","hergestellt gewesen. ",NULL
"1774","645","532","14","193","Anderwärts hingegen, wo überhaupt mehr Neigung zu Widerspruch und ",NULL
"1775","645","532","14","194","Opposition [-21—]vorwaltete und wo der Zündstoff und die Zündmänner ",NULL
"1776","645","532","14","195","hausiger waren, erholte man sich bald von dem ersten Stoß und sah in der ",NULL
"1777","645","532","14","196","Verordnung der Regierung nur zu gern einen Mißgriff, ein Ueberschreiten ",NULL
"1778","645","532","14","197","der Befugniß, eine Verletzung und Beschränkung der bürgerlichen und der ",NULL
"1779","645","532","14","198","Redefreiheit. Mehrere Vorsteherschaften, in deren Mitte oder Nähe sich ",NULL
"1780","645","532","14","199","einflußreiche Oppositions-Männer befanden, ermangelten daher nicht, sich ",NULL
"1781","645","532","14","200","theils fragend, wie es gemeint sei, theils trotzend gegen ",NULL
"1782","645","532","14","201","Regierungsbeschlüsse an die Regierung selbst zu wenden. So der Stadtrath ",NULL
"1783","645","532","14","202","von Zürich, der in dem, was früher geschehen war, nichts Ungesetzliches ",NULL
"1784","645","532","14","203","erblicken wollte, der der Gemeindsversammlung auch das Recht vindicirte, ",NULL
"1785","645","532","14","204","beliebige Gegenstände, ob sie von einzelnen Bürgern oder von Vereinen ",NULL
"1786","645","532","14","205","derselben vorgelegt würden, zu berathen und sich vorbehielt, auch künftig ",NULL
"1787","645","532","14","206","zu handeln wie bis jetzt. ",NULL
"1788","645","532","14","207","Milder drückten sich die Gemeindräthe und Stillstände von Richterschweil, ",NULL
"1789","645","532","14","208","Wädenschweil und Küßnacht aus, die bloß voraussetzten, die Regierung habe ",NULL
"1790","645","532","14","209","es in ihrem Sinne gemeint und sich auf diesen Fall hin für mit derselben ",NULL
"1791","645","532","14","210","einverstanden erklärten. ",NULL
"1792","645","532","14","211","Erlenbach trotzte auf sein Recht, ",NULL
"1793","645","532","14","212","Pfäffikon und Illnau widersprachen des Bestimmtesten, daß je Aufträge vom ",NULL
"1794","645","532","14","213","Comité an Vorsteher gelangt oder in Folge von Aufträgen Gemeinds-",NULL
"1795","645","532","14","214","Versammlungen abgehalten worden seien ",NULL
"1796","645","532","14","215","und Kyburg, (Stillstand und Gemeinderath) endete mit dem Satze: selbst ",NULL
"1797","645","532","14","216","der Regierung seien sie nur dann Gehorsam schuldig, wenn ihre Befehle mit ",NULL
"1798","645","532","14","217","der Verfassung und ihrer Ueberzeugung übereinstimmen. — Diese Zuschriften ",NULL
"1799","645","532","14","218","wurden am 31. August im Regierungsrathe mitgetheilt und ich werde darauf ",NULL
"1800","645","532","14","219","zurückkommen.",NULL
"1801","645","532","14","220","[-22—]Man vernahm inzwischen, daß das Central-Comité mit Mitgliedern aus ",NULL
"1802","645","532","14","221","den Bezirks-Comités, die am zahlreichsten aus den Bezirken Pfäffikon und ",NULL
"1803","645","532","14","222","Hinweil erschienen, sich in Kloten versammelt und daß sie eine größere ",NULL
"1804","645","532","14","223","Versammlung aller Bezirks- und Gemeinds-Comités und „wer sonst noch Platz ",NULL
"1805","645","532","14","224","in der Kirche hätte” beschlossen hatten. ",NULL
"1806","645","532","14","225","Die Aufforderungen, am 2. recht zahlreich in Kloten zu erscheinen, gingen ",NULL
"1807","645","532","14","226","schnell und vielfach durch's Land; ",NULL
"1808","645","532","14","227","viele Pfarrer luden auch ihrerseits dazu als zu einem Tage ein, dem an ",NULL
"1809","645","532","14","228","Resultaten der Tag von Uster nicht gleichkommen werde.",NULL
"1810","645","532","14","229"," — Es war mir bekannt, daß Eduard Sulzer, der von Baden zurückgekommen, ",NULL
"1811","645","532","14","230","auf den Erlaß vom 23. nicht gut zu sprechen war. ",NULL
"1812","645","532","14","231","Ich bedauerte dieses, allein befremden konnte es mich nicht, da er ",NULL
"1813","645","532","14","232","einerseits von Anfang an, wie er sich, wenn ich nicht irre, im großen ",NULL
"1814","645","532","14","233","Rath ausgedrückt hatte, einen Generalärger ob der ganzen Geschichte ",NULL
"1815","645","532","14","234","empfand, anderseits selten etwas zu billigen pflegte, woran er nicht ",NULL
"1816","645","532","14","235","wesentlichen Antheil gehabt hatte. ",NULL
"1817","645","532","14","236","Ungeachtet ich schon einmal die unangenehme Erfahrung gemacht hatte, daß ",NULL
"1818","645","532","14","237","derselbe bei Anlaß der seiner Zeit laut gewordenen Mißbilligung der ",NULL
"1819","645","532","14","238","Bestätigungswahl von Dr. Strauß zwar anfänglich erklärte, er seinerseits ",NULL
"1820","645","532","14","239","könne sie nie gut heißen, sie sei aber als ein competenter Act des ",NULL
"1821","645","532","14","240","Regierungsrathes zu betrachten, von Zurücktreten könne keine Rede sein, ",NULL
"1822","645","532","14","241","auch er, obschon von der Minorität, werde als Mann dazu stehen — in der ",NULL
"1823","645","532","14","242","nächsten Sitzung dann aber belieben wollte, nachzugeben, ",NULL
"1824","645","532","14","243","so hoffte ich, er werde sich nunmehr während 6 Monaten haben überzeugen ",NULL
"1825","645","532","14","244","können, daß die Regierung in ihrer Wirksamkeit gelähmt ",NULL
"1826","645","532","14","245","und von einer zweiten Regierung, [-23—]einem Staat im Staate, beherrscht ",NULL
"1827","645","532","14","246","werde; ",NULL
"1828","645","532","14","247","in einer solchen Lage werde er, so meinte ich, sich so wenig als ich ",NULL
"1829","645","532","14","248","behaglich fühlen, eine Aenderung derselben auf rechtliche Weise für ",NULL
"1830","645","532","14","249","unerläßlich halten und dazu gerne Hand bieten. ",NULL
"1831","645","532","14","250","Deßhalb ging ich zu ihm, sprach mit ihm offen und mit Zutrauen von der ",NULL
"1832","645","532","14","251","erneuerten Thätigkeit des Comité, von der beabsichteten Volksversammlung, ",NULL
"1833","645","532","14","252","den sich wiederholenden und allem Anscheine nach sich steigernden ",NULL
"1834","645","532","14","253","Forderungen an Regierung und großen Rath, suchte ihm die Nothwendigkeit ",NULL
"1835","645","532","14","254","vereinten Handelns und Wirkens darzuthun und versprach meinerseits gerne ",NULL
"1836","645","532","14","255","auf jedes Extrem zu verzichten und zu Allem zu stimmen, was die ",NULL
"1837","645","532","14","256","Wiederherstellung von Ruhe und Ordnung bewirken und das Ansehen der ",NULL
"1838","645","532","14","257","Regierung aufrecht halten könnte. ",NULL
"1839","645","532","14","258","Eduard Sulzer tadelte unumwunden den Erlaß vom 23. und behauptete, ohne ",NULL
"1840","645","532","14","259","diese neue Aufreizung von unserer Seite hatten die Machinationen des ",NULL
"1841","645","532","14","260","Comité nach und nach allen Einfluß und Succeß verloren. ",NULL
"1842","645","532","14","261","Der Erlaß, fuhr er fort, sei leider da und man werde dazu stehen oder ihn ",NULL
"1843","645","532","14","262","zurücknehmen müssen. ",NULL
"1844","645","532","14","263","Letzteres könne nicht angehen, dagegen dürfte demselben eine beruhigende ",NULL
"1845","645","532","14","264","Interpretation nachzusenden sein. ",NULL
"1846","645","532","14","265","Als ich von sich wiederholenden Forderungen sprach, ",NULL
"1847","645","532","14","266","richtete er die Frage an mich: aber was will man denn noch? ",NULL
"1848","645","532","14","267","Ich freute mich der Gelegenheit, ihn erinnern zu können, daß unter die ",NULL
"1849","645","532","14","268","angelegensten Wünsche der 40,000 auch der einer gemischten Synode, so wie ",NULL
"1850","645","532","14","269","der gehört habe, dem Kirchenrathe einen Antheil an den Wahlen der ",NULL
"1851","645","532","14","270","theologischen Professoren und der Religionslehrer am Seminar einzuräumen, ",NULL
"1852","645","532","14","271","daß dieser letztere seiner [-24-]Zeit von der betreffenden Großraths-",NULL
"1853","645","532","14","272","Commission in ihrem Antrage berücksichtigt, bei der Begutachtung des ",NULL
"1854","645","532","14","273","Regierungsrathes aber hauptsächlich auch unter seiner, Herrn Sulzers, ",NULL
"1855","645","532","14","274","Beiwirkung, beide dann auch im großen Rathe beseitigt worden wären. Er ",NULL
"1856","645","532","14","275","erwiderte sehr wenig hierauf; gleichwohl verließ ich ihn mit der ",NULL
"1857","645","532","14","276","Hoffnung, unsere Ansichten werden diesmal nicht weit aus einander gehen ",NULL
"1858","645","532","14","277","und wir könnten und würden treu zusammen halten.",NULL
"1859","645","532","14","278","Ohne irgend welche Einladung hatten sich an diesem Tage etwa 60 Männer ",NULL
"1860","645","532","14","279","aus allen Gegenden des Kantons, ",NULL
"1861","645","532","14","280","die ich hier bloß darum nicht nenne, um nicht Veranlassung zu neuem Haß ",NULL
"1862","645","532","14","281","und neuer Verfolgung zu geben, auf dem rothen Thurm besammelt. ",NULL
"1863","645","532","14","282","Mehrerer Namen sind bis damals nur mit Achtung von jeder Partei genannt ",NULL
"1864","645","532","14","283","worden. ",NULL
"1865","645","532","14","284","Alles war überzeugt, daß Sturm und Entscheid mit schnellen Schritten ",NULL
"1866","645","532","14","285","herannahen ",NULL
"1867","645","532","14","286","und Alles hoffte auf die Festigkeit der Regierung, als das einzige ",NULL
"1868","645","532","14","287","Mittel, den Staat aufrecht zu erhalten. ",NULL
"1869","645","532","14","288","Dieselbe darin noch zu bestärken, wurde eine Adresse an sie beschlossen ",NULL
"1870","645","532","14","289","und solche durch 5 Abgeordnete an Bürgermeister Heß überbracht.",NULL
"1871","645","532","14","290","Am 31. wurden die erwähnten Einfragen jener acht ",NULL
"1872","645","532","14","291","Gemeindsvorsteherschaften vorgelegt. ",NULL
"1873","645","532","14","292","Ich wurde in Anfrage genommen, vertheidigte nochmals den Beschluß vom 23. ",NULL
"1874","645","532","14","293","und suchte sowohl aus dem, was von Seite des Central-Comité gegen ",NULL
"1875","645","532","14","294","denselben gethan worden war, als aus der Art und Manier, mit welcher ",NULL
"1876","645","532","14","295","einzelne der vorliegenden Zuschriften gegen den Regierungsrath sprachen, ",NULL
"1877","645","532","14","296","darzuthun, daß sein Ansehen und seine Kraft, und mit denselben die ",NULL
"1878","645","532","14","297","künftige Geschichte von den Beschlüssen [-25—]abhangen, die heute gefaßt ",NULL
"1879","645","532","14","298","werden, ",NULL
"1880","645","532","14","299","daß es deßwegen unsere Pflicht sei, alle die Maßregeln zu ergreifen, ",NULL
"1881","645","532","14","300","welche durch die Umstände geboten werden. ",NULL
"1882","645","532","14","301","Unter diesen Umständen und namentlich der bevorstehenden Volksversammlung ",NULL
"1883","645","532","14","302","wegen dürfte die Einberufung von Truppen eine dieser Maßregeln sein. ",NULL
"1884","645","532","14","303","Die vorliegenden Zuschriften betreffend, bemerkte ich, unter andern ",NULL
"1885","645","532","14","304","Verhältnissen wäre wohl die eine oder andere derselben unbeantwortet ",NULL
"1886","645","532","14","305","zurückgewiesen worden, ",NULL
"1887","645","532","14","306","jetzt müsse man sich, nach meiner Ansicht, damit begnügen, durch eine ",NULL
"1888","645","532","14","307","neue Kundmachung dem Volk im Allgemeinen den Sinn des Erlasses vom 23. zu ",NULL
"1889","645","532","14","308","erklären. ",NULL
"1890","645","532","14","309","Ich hatte nicht gewagt auf Einberufung von Truppen bestimmt anzutragen, ",NULL
"1891","645","532","14","310","und deutete deßhalb auch bloß darauf hin; ",NULL
"1892","645","532","14","311","zu meinem Erstaunen und zu meiner Beruhigung fand die Andeutung nicht nur ",NULL
"1893","645","532","14","312","keinen Widerspruch, sie ward so aufgenommen, als ob es sich von selbst ",NULL
"1894","645","532","14","313","verstände. ",NULL
"1895","645","532","14","314","Nur Hegetschweiler machte die Bedingung gleichzeitiger Einberufung des ",NULL
"1896","645","532","14","315","großen Rathes, um ihm über die Maßregel Rechenschaft geben zu können, ",NULL
