"Transcript","Author","Bibliography","no","text","scene","invivo","chronology","people","places","footing (IM)","encounter (Goffman)","PC","comment","Story elemet"
12,532,279,1071,"Art.",,,,,,,,,,
12,532,279,1072,2,,,,,,,,,,
12,532,279,1073,"In den gesessenen Landrath werden von dem alt gefreiten Lande Schwyz zwei Dritttheile und von obbenannten übrigen fünf Landschaften zusammen ein Dritttheil der Mitglieder gewählt.",,,,,,,,,,
12,532,279,1074,"Diejenigen, welche »en dem alt gefreiten Lande Schwyz Amtswegen Sitz in diesem Rathe haben, werden bei dieser Zählung nicht einbegriffen.",,,,,,,,,,
12,532,279,1075,"Das gleiche Verhältniß ber Repräsentation findet in dem zweifachen und dreifachen Landrathe statt.",,,,,,,,,,
12,532,279,1076,"Art.",,,,,,,,,,
12,532,279,1077,3,,,,,,,,,,
12,532,279,1078,"Falls ein Kantonal-Appellations-Gericht gebildet wird, so zilt in dasselbe das Land Schwyz' 6 und die übrigen Landschaften zusammen 5 Mitglieder.",,,,,,,,,,
12,532,279,1079,"Auf den Fall einer Erweiterung unseres Kantons wird mit Beibehaltung der 6 Mitglieder aus dem Lande Schwyz die Zahl der Mitglieder, welche die äußern Landschaften ernennen, um Eins vermehrt, und dieses zwölfte Mitglied durch den neu hinzukommenden Theil des Kantons ernennt.",,,,,,,,,,
12,532,279,1080,"Art.",,,,,,,,,,
12,532,279,1081,4,,,,,,,,,,
12,532,279,1082,"Der ganz gesessene Landrath tritt in jene Rechte und Befugnisse ein, welche ihm durch die künftige Verfassung eingeräumt und anzewieseu werden.",,,,,,,,,,
12,532,279,1083,"Bis zur Einführung der neuen Verfassung fährt derselbe, eus vorgeschriebene Art zusammengesetzt, ungestört nach seiner bisherigen Competenz in seinen Verrichtungen fort.",,,,,,,,,,
12,532,279,1084,"Die laufenden minder wichtigen Geschäfte aber und die diesfällige Standeseorrespondenz mit dem Auslande und den andern Kantonen wird indessen durch den Wochenrath von Schwyz besorgt.",,,,,,,,,,
12,532,279,1085,"Art.",,,,,,,,,,
12,532,279,1086,5,,,,,,,,,,
12,532,279,1087,"Der ganz gesessene Landrath hat auch die vorzügliche Pflicht, eine Verfassung für den gesammten Kanton Schwyz gutächtlich zu bearbeiten.",,,,,,,,,,
12,532,279,1088,"Sobald selbe beendigt sein wird, soll sie dem gesammten Volke, das heißt.",,,,,,,,,,
12,532,279,1089,"[54-58] der im Art.",,,,,,,,,,
12,532,279,1090,"1 festgesetzten Kantonslandsgemeinde zur Annahme oder Verwerfung vorgelegt werden.",,,,,,,,,,
12,532,279,1091,"Art.",,,,,,,,,,
12,532,279,1092,6,,,,,,,,,,
12,532,279,1093,"Die Polizeiadministratioen und richterlichen Behörden dieser Landschaften werden in der ihnen zugetheilten Competenz erhalten.",,,,,,,,,,
12,532,279,1094,"Obschon in dem polizeilichen und administrativen Fache keine Appellation oder Reeurs statt hat, so ist es dennoch in der Befugniß und in der Pflicht des gesessenen Landlathes, diejenigen Behörden, welche die gesetzlichen Schranken in Ausübung ihrer Competenz überschreiten, in selbe zurückzuweisen und zu diesem Ende den nöthigen Untersuch zu veranstalten.",,,,,,,,,,
12,532,279,1095,"Die allgemeine Polizei übt ebenfalls der ganz gesessene Landrath des Kantons aus.",,,,,,,,,,
12,532,279,1096,"Es wird einer künftigen Berathung vorbehalten, festzusetzen, inwiefern über jene von den erstinstanzlichen Gerichten beurtheilte Rechtshändel, deren Gegenstand von unbestimmtem Werthe ist, eine Appellation stattfinde oder nicht.",,,,,,,,,,
12,532,279,1097,"Art.",,,,,,,,,,
12,532,279,1098,7,,,,,,,,,,
12,532,279,1099,"Die Landrechte der verschiedenen Landschaften, sowie das eingeführte allgemeine Einzugsrecht bleiben bis zum Erscheinen allgemeiner Kantonsgesetze in voller Kraft und sind der Leitfaden, wornach sich die Behörden in ihren Urtheilen und Verfügungen zu benehmen haben.",,,,,,,,,,
12,532,279,1100,"Art.",,,,,,,,,,
12,532,279,1101,8,,,,,,,,,,
12,532,279,1102,"Handels- und Gewerbsfreiheit, mit Ausschluß des Wuchers und verbotenen Fürkaufs, sind anerkannt, jedoch ist es jeder Landschaft überlassen, die für ihre Lage, Bedürfnisse und Verhältnisse ersprießlichen und nöthig werdenden Einschränkungen gegen Auswärtige, insoweit solche zulässig sein mögen, zu treffen.",,,,,,,,,,
12,532,279,1103,"Wegen der Zeit und Dauer des Viehtriebs nach Italien für Deutsche und Welsche wird der-ganz gesessene Landrath verfügen.",,,,,,,,,,
12,532,279,1104,"Art.",,,,,,,,,,
12,532,279,1105,9,,,,,,,,,,
12,532,279,1106,"Bis zum Eintritt der neuen Verfassung fahren die Behörden der respeetioen Landschaften nach der ihnen zustehenden Competenz in ihren Verrichtungen ungehindert fort.",,,,,,,,,,
12,532,279,1107,"Art.",,,,,,,,,,
12,532,279,1108,10,,,,,,,,,,
12,532,279,1109,"Iede Landschaft hat, so wie bis jetzt, auch in Zukunft für die Berathung ihrer innern Angelegenheiten, für die Wahl ihrer eigenen Beamten und der ihnen betreffenden Mitglieder in die Kantonalbehörden eine eigene Landsgemeinde, an welcher jeder Landmann frei und ungebunden rathschlagen und stimmen kann.",,,,,,,,,,
12,532,279,1110,"Art.",,,,,,,,,,
12,532,279,1111,11,,,,,,,,,,
12,532,279,1112,"Es wird aufs Reue der Grundsatz anerkannt, daß alle Lasten des Kantons nicht nach dem Maßstabe der Repräsentation, sondern demjenigen der Bevölkerung auf die verschiedenen Landschaften verlegt werden sollen, und von jeder Landschaft selbst ihre innern Beamten und die von ihr gewählten Glieder der Kantonsbehörden zu entschädigen seien.",,,,,,,,,,
12,532,279,1113,"Nur die fünf oder sechs ersten Kantonsbeamten werden vom gesammten Kanton entschädigt.",,,,,,,,,,
12,532,279,1114,"Es steht bei der Kantons-Landsgemeinde, ihren Gehalt zu bestimmen.",,,,,,,,,,
12,532,279,1115,"Ablesend angehört, und nach darüber gepflogener reiflicher Berathung erkennt und beschlossen haben, daß diese Uebereinkunft angenommen, ratisieirt und genehmigt sein solle.",,,,,,,,,,
12,532,279,1116,"In Urkund dessen haben wir in Bekräftigung diese Uebereinkunft und Landsgemeind-Schluß mit unserm Standes gewöhnten Insigill verwahren und mit den gewohnten Unterschriften bekräftigen lassen.",,,,,,,,,,
12,532,279,1117,"Gegeben Schwyz den 26.",,,,,,,,,,
12,532,279,1118,"Brachmonat 1814.",,,,,,,,,,
12,532,279,1119,"Der regierende Landammann ll« 8.",,,,,,,,,,
12,532,279,1120,") F.",,,,,,,,,,
12,532,279,1121,"X.",,,,,,,,,,
12,532,279,1122,"Wäber.",,,,,,,,,,
12,532,279,1123,"Im Namen des Raths und der gemeinen Landleute Der Landschreiber Franz Reding.",,,,,,,,,,
12,532,279,1124,""" Ratification über vorgehende Urkunde.",,,,,,,,,,
12,532,279,1125,"Wir Franz Xaver Wäber, der Zeit regierender Landammann, die Räche und Landleute zu Schwyz an einer außerordentlichen Landsgemeinde zu Ibach vor der Brücke heute den 20sten und 8ten August im eintausend uchthundert und vierzehnten Jahre versammelt, urkunden anmit: daß wir zur eollesten Beruhigung der Landleute aus den äußern löblichen Landschaften durch ein einhelliges, frendiges Stimmenmehr die Landsgemeinderkanntniß nom 26.",,,,,,,,,,
12,532,279,1126,"Brachmonat 1814 ihre brüderliche Aufnahme als unsere lieben Nitlandleute betreffend  feierlichst bestätiget haben.",,,,,,,,,,
12,532,279,1127,"In Urkund dessen haben wir zu voller Bekräftigung diesen Landszemeindschluß mit unserm Standes gewohnten Insigill verwahren und mit den gewohnten Unterschriften bekräftigen lassen.",,,,,,,,,,
12,532,279,1128,"Gegeben Schwyz den 28.",,,,,,,,,,
12,532,279,1129,"Augstmonat 1814.",,,,,,,,,,
12,532,279,1130,"Der regierende Landammann: (I>.",,,,,,,,,,
12,532,279,1131,3,,,,,,,,,,
12,532,279,1132,") Franz Xaver Wäber.",,,,,,,,,,
12,532,279,1133,"Im Namen des Raths und der gemeinen Landleute: Der Landschreiber Ioachim Hediger.",,,,,,,,,,
12,532,279,1134,""" Auch die Landsgemeinden der übrigen Bezirke bekräftigten diese Uebereinkunft.",,,,,,,,,,
12,532,279,1135,"Sie war vorzüglich das Werk von Landammann und Pannerherr Franz Xaver Wäber von Schwyz und Landammann Ivachim Schmid von Lachen.",,,,,,,,,,
12,532,279,1136,"Im ersten Artikel wurde die politische Rechtsgleichheit ausgesprochen, «ber mehr zum Scheine, als in der Th«t.",,,,,,,,,,
12,532,279,1137,"Denn es ließ sich voraussehen, daß die äußern Bezirke an der in Schwyz sich versammelnden Landsgemeinde wegen der weiten Entfernung nie so zahlreich erscheinen konnten, wie die Landleute des altgefreiten Landes (Bezirkes) Schwyz.",,,,,,,,,,
12,532,279,1138,"Alle übrigen Artikel enthielten Verletzungen der Rechtsgleichheit.",,,,,,,,,,
12,532,279,1139,"Die Tagsatzung beschloß am 22.",,,,,,,,,,
12,532,279,1140,"Heumonat 1817 hinsichtlich des Bezirkes Gersau: In Folge der von der Eidgenossenschaft einmüthig angenommenen Erklärung des Wiener Congresses und der im ersten Artikel des Bundesvertrages ausgesprochenen Gewährleistung des Gebietes aller Kantone,  sollen der Flecken und die Landschaft Gersau mit dem Kanton Schwyz geeinigt sein, auf immer ein Vestandtheil desselben verbleiben, und somit ehemalige Bundes- oder Schutzverbindungen hiebei weiter in keinen Betracht kommen.",,,,,,,,,,
12,532,279,1141,"Die Landschaft Gersau, als integrirender Theil des Kantons Schwyz, wird der Regierung dieses hohen Standes freundeidgenössisch dahin empfohlen, daß dieselbe, von sich aus, die nähern Verhältnisse des Kantons zu dieser Gemeinde mit möglichster Rücksicht auf das Wohl und die Wünsche dieser letztern, festsetzen möge.",,,,,,,,,,
12,532,279,1142,""" Schwyz regelte dann diese Verhältnisse so, daß von Gersau 6 Mitglieder in den Landrath und 1 Mitglied in das Kantonsgericht kamen.",,,,,,,,,,
12,532,279,1143,"Der Uebereinkunft von 1814 wurde nachgelebt bis zum Jahr1830.",,,,,,,,,,
12,532,279,1144,"Einsiedelns Repräsentanten drangen dann zuerst auf eine Verfassung mit Rechtsgleichheit für den ganzen Kanton.",,,,,,,,,,
12,532,279,1145,"Schwyz mehrte und sperrte sich dagegen  ohne rechtlichen Grund.",,,,,,,,,,
12,532,279,1146,"Denn im Jahre 1798 war der Grundsatz der Rechtsgleichheit förmlich und feierlich ausgesprochen worden.",,,,,,,,,,
12,532,279,1147,"Derselbe war sechszehn Jahre durch die verschiedenen Verfassungen Sanctionirt worden.",,,,,,,,,,
12,532,279,1148,"Selbst die provisorische Uebereinkunft von 1814 stellte im ersten Artikel den Grundsatz der Rechtsgleichheit an die Spitze, vertheilte die Lasten nach der Bevölkerung und verhieß eine Verfassung für den Kanton.",,,,,,,,,,
12,532,279,1149,"Schwyz hatte aber bei Gewährung der Rechtsgleichheit auch gar keinen politischen Nachtheil.",,,,,,,,,,
12,532,279,1150,"Denn so lange Schwyz Hauptort des Kantons blieb, hatte es in den Behörden stets das Uebergewicht, weil die Stellvertreter aus den äußern Bezirken nicht blos durch die Entfernung, sondern auch durch ihre Theilnahmlosigkeit gehindert waren, in den Behörden zu erscheinen.",,,,,,,,,,
12,532,279,1151,"Allein Schwuz konnte weder durch die Erinnerung an die rechtlich auf ihm liegende Verpflichtung, noch durch Erwägung tatsächlicher Umstände bewogen werden, den Begehren der Stellvertreter Einsiedelns nachzugeben.",,,,,,,,,,
12,532,279,1152,"So schlossen sich denn auch die andern äußern Bezirke an diese Begehren an.",,,,,,,,,,
12,532,279,1153,"Sie faßten dieselben in folgenden Landsgemeindebeschlüssen zusammen: Landsgemeindbefchliisse der löblichen Bezirke March, Einsiedeln und PsefsiKon, auch Beschlüsse «er von der Landsgemeinde löblichen Bezirke« Küßnacht bevollmächtigten Siebner-Commission, hinsichtlich der vom löblichen Bezirke Schmnz verlangten Verfassung.",,,,,,,,,,
12,532,279,1154,1,,,,,,,,,,
12,532,279,1155,"Fordern wir eine die Freiheiten und Rechte aller Privaten sichernde vollständige Verfassung und eine auf das genaue Verhältniß der Bevölkerung berechnete Repräsentation in den Kantonalbehörden.",,,,,,,,,,
12,532,279,1156,2,,,,,,,,,,
12,532,279,1157,"Anerkennen wir die bisherige Eintheilung des Kantons in Bezirke und verlangen dabei, daß die Gemeinde Richenburg mit dem Bezirke March mederum vereinigt werde.",,,,,,,,,,
12,532,279,1158,3,,,,,,,,,,
12,532,279,1159,"Anerkennen wir ferner den Flecken Schwyz als den Hauptort des Kantons, somit als den Sitz der Kantonsregierung und den Versammlungsvrt all« Kantonsautoritäten.",,,,,,,,,,
12,532,279,1160,4,,,,,,,,,,
12,532,279,1161,"Ehren und lieben wir das biedere Volk von Schwyz und verlangen, mit demselben nur eines und das gleiche, freie Volk zu sein.",,,,,,,,,,
12,532,279,1162,"Deswegen soll auch die Versammlung aller Landleute des Kantons oder der 7 Bezirke fnnerhin die Kantonsgemeinde heißen und die höchste Gewalt oder der Souverän des Kantons sein und bleiben.",,,,,,,,,,
12,532,279,1163,"Es soll jedoch an dieser Versammlung nichts über das besondere Eigenthuin der Bezirke, Corporationen und Privaten verfügt werden, über alle andern Gegenstände aber freie und ungebundene Berathung stattfinden.",,,,,,,,,,
12,532,279,1164,5,,,,,,,,,,
12,532,279,1165,"Verlangen wir einen Kantonsrath, wie er im Jahre 1802 und 1803 zusammengesetzt war, und zwar namentlich, daß jeder Bezirk auf 200 stimmfähige Landleute ein Mitglied in denselben zu wählen berechtigt sein solle, und daß diese, vereint mit dem regierenden Landammann des Kantons, Etalthalter und Seckelmeister den Kantonsrath bilden sollen.",,,,,,,,,,
12,532,279,1166,6,,,,,,,,,,
12,532,279,1167,"Wir verlangen eine aus allen Bezirken nach dem Verhältniß der Veoölkerung zusammengesetzte Commission, welche zur Zeit, da der Kantonsrath nicht versammelt ist, die Geschäftsführung übernimmt, jedoch gegen Beschlüsse der Bezirksbehörden nichts verfügen kann, auch alle übrigen wichtigen Gegenstände nicht von sich aus entscheidet, sondern blos für die künftige Vllaihung des Kautonsraths begutachtet, die über ihre Verhandlungen ein nesondertes Protokoll führt und dem sich besammelnden Kantonsrath jedesmal zn seiner Genehmigung vorlegt.",,,,,,,,,,
12,532,279,1168,7,,,,,,,,,,
12,532,279,1169,"Wir verlangen auf jedes Mitglied des Kantonsraths zwei Substituten, welche mit den Mitgliedern des Kantonsraths den zwei- und dreifachen Kantonsrath ausmachen.",,,,,,,,,,
12,532,279,1170,8,,,,,,,,,,
12,532,279,1171,"Wir verlangen ein Kantons-Appellations-Gericht von so viel Mitgliedern und auf gleiche Weise gewählt und zusammengesetzt, wie die auf das genaue Verhältniß der Volksstellvertretung gegründete Verfassung vom Jahre 1603 bestimmt.",,,,,,,,,,
12,532,279,1172,"Wir anerkennen auch Alles, was in dieser Verfassung über den Civilprozeßgang enthalten und bis auf diesen Augenblick unangetastet geblieben ist.",,,,,,,,,,
12,532,279,1173,9,,,,,,,,,,
12,532,279,1174,"Wir anerkennen in jedem Bezirk eine Volksversammlung oder Landsgemeinde als die höchste Gewalt desselben, die, sowie die Kantonsgemeinde, ebenfalls nichts über das besondere Eigenthmn verfügen, über alle andern Gegenstände aber frei und ungebunden berathen kann.",,,,,,,,,,
12,532,279,1175,10,,,,,,,,,,
12,532,279,1176,"Wir erkennen die in den Bezirken wirklich bestehenden Bezirksräthe und Bezirksgerichte und verlangen, daß bis zum Erscheinen einer neuen Verfassung dieselben, so wie die laut vorhergehenden Artikeln zu erwählenden Kantonsbehörden in ihren Verrichtungen nach den ihnen angewiesenen Competenzen fortfahren sollen;",,,,,,,,,,
12,532,279,1177,"daß aber der auf angegebene Weise neugewählte Kantonsrath die Wünsche, die ihm in Bezug auf Verbesserungen und Abänderungen in der Verfassung vorgelegt werden, in Ueberlegung nehme, eine möglichst vollständige, auf Billig- und Gerechtigkeit begründete Verfassung für den ganzen Kanton beförderlichst bearbeite und solche dann der Kantonsgemeinde zur Entscheidung vorlege.",,,,,,,,,,
12,532,279,1178,"Iedoch soll über das oben aufgestellte Repräsentationsverhältniß keine Abänderung stattfinden.",,,,,,,,,,
12,532,279,1179,"Beim 11.",,,,,,,,,,
12,532,279,1180,"Punkt treten folgende Abänderungen ein: March hat den 11.",,,,,,,,,,
12,532,279,1181,"Punkt also angenommen: 11.",,,,,,,,,,
12,532,279,1182,"Um jede Trennung in dem Kanton verschwinden, Friede und Eintracht wieder aufblühen zu machen und die uolleste brüderliche Vereinigung unter allen Bewohnern des Kantons zu bezwecken, wünschen wir, daß, sowie der Genuß der politischen Rechte nie mehr das ausschließliche Privilegium einer Klasse der Kantonsbürger sein kann, dem Kloster Einsiedeln keine Vorrechte vor Privaten zugestanden und die ehemaligen Beisassen in allen Bezirken als politische Landleute angesehen und behandelt werden.",,,,,,,,,,
12,532,279,1183,"Von Einsiedeln ist er gefaßt worden, wie folgt: 11.",,,,,,,,,,
12,532,279,1184,"Wir fordern, daß dem Kloster Einsiedeln keine Vorrechte vor Privaten zugestanden, das alte eidgenössische Amortisationsgesetz wegen Ankauf von liegenden Gütern gegen dasselbe in Anwendung und Ausübung gesetzt, und daß ihm aller Handel untersagt werde;",,,,,,,,,,
12,532,279,1185,"gleichzeitig wünschen wir, daß.",,,,,,,,,,
12,532,279,1186,"[59-63] um jede Trennung im Kanton verschwinden, Friede und Eintracht wieder aufblühen zu machen, und die volleste brüderliche Vereinigung unter allen Bewohnern des Kantons zu bezwecken, die ehemaligen Beisafsen in allen Bezirken als politische Landleute angesehen und behandelt werden.",,,,,,,,,,
12,532,279,1187,"Küßnacht drückt sich darin also aus: 11.",,,,,,,,,,
12,532,279,1188,"Um jede Trennung in dem Kanton verschwinden, Friede und Eintracht wieder aufblühen zu machen und die volleste brüderliche Vereinigung unter allen Bewohnern des Kantons zu bezwecken, fordern wir, daß unoerweilt freier Handel und Verkehr in unserm Kanton hergestellt werde;",,,,,,,,,,
12,532,279,1189,"gleichzeitig wünschen wir, daß, sowie der Genuß der politischen Rechte nie mehr das ausschließliche Privilegium einer Klasse der Kantonsbürger sein knnn, dem Kloster Einsiedeln keine Vorrechte vor Privaten zugestanden, und bie ehemaligen Beisassen in allen Bezirken als politische Landleute angesehen und behandelt werden.",,,,,,,,,,
12,532,279,1190,"Pfefsikon ist mit Einsiedeln übereinstimmend.",,,,,,,,,,
12,532,279,1191,"Die Kanzleien der Ml.",,,,,,,,,,
12,532,279,1192,"Bezirke March, Einsiedeln Küßnacht und Pfefsikon.",,,,,,,,,,
12,532,279,1193,""" Inzwischen enthielten sich die Mitglieder dieser äußern Bezirke der Theilnahme an den Sitzungen der Behörden.",,,,,,,,,,
12,532,279,1194,"Nur der Bezirk Wollerau hielt beharrlich zu Schwyz.",,,,,,,,,,
12,532,279,1195,"Schwyz antwortete auf die Begehren der äußern Bezirke in folgender Weise: Vor hoher außerordentlicher Landsgemeinoe in der löblichen Pfarrkirche zu Schwyz nach geschehener AusKündung Sonntags den 23.",,,,,,,,,,
12,532,279,1196,"Jänner 1831.",,,,,,,,,,
12,532,279,1197,"Nach geschehener mündlicher Eröffnung der von den, Bezirken March, Einsiedeln, Küßnacht und Pfeffikon an das alte Land gestellten Forderungen, und der desnahen weiter unternommenen Schritte, auch nach Verlesung mehrerer dahin einschlagender Belege und darüberhin angehobenen Umfragen und Berathungen wurde mit jubelndem einmüthigem Mehr dahin beschlossen: Ohne die vielen ungesetzlichen und verfassungswidrigen Schritte, Maßnahmen und Schlüsse der Bezirke March, Einsiedeln, Küßnacht und Pfefsikon, womit dieselben eine Verfassung zu ertrotzen oder gar eine Spaltung des Kantons durch Trennung zu erzwingen sich bemühten, zu berücksichtigen oder darüber einzutreten, erkennt die ganz versammelte Landsgemeinde des alt gefreiten Landes Schwyz: bei der Uebereinkunft, welche Anno 1814 zwischen dem altgefreiten Lande und den Bezirken March, Einsiedeln, Küßnacht und Pfefsikon abgeschlossen worden, als in voller Kraft bestehend und für beide Theile verbindlich verbleiben zu wollen;",,,,,,,,,,
12,532,279,1198,"daß also auf die Grundlage derselben, und nach den Grundsätzen unserer uralten Verfassung, so wie sie Anno 1821 in das eidgenössische Archiv und unter eidgenössische Garantie gelegt worden, von dem Kantonsrath die Einleitung zu Entwerfung einer Verfassung für den ganzen Kanton getroffen, und alle Bezirke zur Mitwirkung und Theilnahme eingeladen werden sollen;",,,,,,,,,,
12,532,279,1199,"der auf diese Weise zu Stande gekommene Entwurf selbst aber soll zur Ratisieation der hohen Maienlandsgemeinde des ganzen Kantons vorgelegt werden, welche Behörde denselben entweder annehmen, verwerfen oder nach Gutfinden abändern wird.",,,,,,,,,,
12,532,279,1200,"Sollten die obgenannten Bezirke March, Einsiedeln, Küßnacht und Pfefsikon sich diesen Verfassungsarbeiten entziehen, auf ihrem freveln Entschlusse der Trennung beharren, so protestirt die Landsgemeinde auf das feierlichste gegen ein solches verfassungs- und bundeswidriges Unternehmen, verwahret kräftigst ihre Rechte und die Souveränität des ganzen Kantons, und behält sich vor, nöthigenfalls diejenigen Maßregeln zu ergreifen, welche geeignet sein können, Widerspänstige in die rechtlichen Schranken der gesetzlichen Ordnung und der bestehenden Verfassung zurückzuweisen.",,,,,,,,,,
12,532,279,1201,"Ferner dann soll der Hochw.",,,,,,,,,,
12,532,279,1202,"Regierung für die vielen unverdrossen gehabten Bemühungen, welche sie seit geraumer Zeit zum Besten des alten Landes, zu Behauptung der Rechte desselben und für Erhaltung der gesetzlichen Ordnung angewandt und sich so eifrig hiefür bestrebt hat, und dabei besonders noch unser achtungswerthen Ehrengesandtschaft auf der außerordentlichen Tagsatzung für ihre dortige Verwendung der vollkommenste Dank bezeugt und an das Protoeoll genommen werden, und alle im Verlauf dieses Geschäftes von der hohen Regierung aus gefaßten Beschlüsse und getroffenen Verfügungen ganz in dem Sinn und nach dem Willen dieses hohen Gewalts geschehen erklärt, und so folglichen von hier aus bestätet und bekräftiget sein.",,,,,,,,,,
12,532,279,1203,"Dann wurde auch durch ein besonderes Mehr erkennt, daß von diesem hohen Gewalt aus dem löbl.",,,,,,,,,,
12,532,279,1204,"Bezirksrath von Wollerau zu Handen desselben und dorligen Volks für ihr biederes, festes und gesetzliches Zusammenwirken mit dem altgefreiten Lande Schwyz und für Aufrechthaltung der gesetzlichen Ordnung und der rechtmäßigen Regierung, unsere volleste Zufriedenheit in einem angemessenen Schreiben zu erkennen gegeben, und diesem löbl.",,,,,,,,,,
12,532,279,1205,"Bezirke von diesem hohen Gewalt aus aller allfällig benöthigte Schutz und Schirm zugesichert sein solle.",,,,,,,,,,
12,532,279,1206,"(l.",,,,,,,,,,
12,532,279,1207,".",,,,,,,,,,
12,532,279,1208,8,,,,,,,,,,
12,532,279,1209,") Kanzlei Schwyz.",,,,,,,,,,
12,532,279,1210,""" Nun gelangten die Bezirke an den Vorort Luzern, bei welchem sie auf Geneigtheit, ihrem Begehren zu entsprechen, rechnen konnten.",,,,,,,,,,
12,532,279,1211,"Ungeachtet des am 20.",,,,,,,,,,
12,532,279,1212,"Christmonat 1830 beschlossenen Grundsatzes irr Nichtintervention in Verfassungssachen suchten sowohl der Vorort als die eidgenössische Tagsatzung durch ihre vermittelnde Dazwischenkamft die Streitigkeiten zu schlichten.",,,,,,,,,,
12,532,279,1213,"Allein alle Versuche scheiterten.",,,,,,,,,,
12,532,279,1214,"Die äußern Bezirke gaben sich eine gemeinsame Verfassung, wählten eine eigene Regierung und führten so die Trennung vom alten Lande Schwyz durch.",,,,,,,,,,
12,532,279,1215,"Das Ansehen der Tagsatzung war zu schwach, die Trennung des Kantons zu hindern.",,,,,,,,,,
12,532,279,1216,"Sie vermochte nur zwischen beiden getrennten Theilen den Landfrieden aufrecht zu halten.",,,,,,,,,,
12,532,279,1217,"Schwyz sah sich durch die sogenannte Eamereonferenz, welche sich in Folge sowohl der Baslerstreitigkeiten als auch der von der Mehrheit der Stände beschlossenen Bundesrevision gebildet hatte, in seinem Widerstande gegen die Begehren der äußern Bezirke bestärkt.",,,,,,,,,,
12,532,279,1218,"Schwyz mochte wohl auch mit Recht auf die in der Eifersucht der Bezirke March und Einsiedeln gelegenen Keime der Uneinigkeit, welche früher oder später ganz gewiß zum Ausbruche gekommen wären, gehofft haben.",,,,,,,,,,
12,532,279,1219,"Schon in der geographischen Zusammensetzung des äußern Lindes Schwyz lag eine große Schwierigkeit des Zusammenbleibens der Bezirke.",,,,,,,,,,
12,532,279,1220,"Ein unvorgesehenes Ereigniß gab der Verfassungsangelegenheit im Kanton Schwyz plötzlich eine andere Wendung.",,,,,,,,,,
12,532,279,1221,"Im Bezirke Küßnacht entstund zwischen den Anhängern von Schwyz und von Außerland eine Rauferei.",,,,,,,,,,
12,532,279,1222,"Die erstern suchten Schutz bei der Regierung in Schwyz.",,,,,,,,,,
12,532,279,1223,"Diese erließ ein militärisches Aufgebot, welches sie den Befehlen des eidgenössischen Obersten Herrn Theodor Abyberg unterstellte.",,,,,,,,,,
12,532,279,1224,"Er rückte in Küßnacht ein und stellte die Ruhe wieder her.",,,,,,,,,,
12,532,279,1225,"Die Regierung von Luzern gnieth dadurch in Schrecken, weil sie in der Besetzung des Bezirkes Küßnacht eine Maßregel der Sarnereonferenz erblickte, und einen Einfall in den Kanton Luzern befürchtete, dessen Volk ihr seit der am 7.",,,,,,,,,,
12,532,279,1226,"Heumonat erfolgten Verwerfung der Bundesurkunde abgeneigt war.",,,,,,,,,,
12,532,279,1227,"Die Sarnerkonferenz war an dem Zuge nach Küßnacht unschuldig.",,,,,,,,,,
12,532,279,1228,"Ein Ansuchen des Standes Schwyz bei Uri und Unterwalden um Zuzug fand keine Vollziehung, was doch hätte geschehen müssen, wenn der Zug eine von den Abgeordneten der Sarnereonferenz verabredete Sache gewesen wäre.",,,,,,,,,,
12,532,279,1229,"Der Tagsatzung, welche in Zürich versammelt war, war dieser Zug nach Küßnacht ein willkommener Umstand, die Sarnereonferenz, welche den Bestrebungen zur Bundesvmgestaltung im Wege stand, zu sprengen und die Verfassungsstreitigkeiten in Schwyz durch eine unmittelbare Einmischung zu beendigen.",,,,,,,,,,
12,532,279,1230,"Der Zug nach Küßnacht wurde als Landsfriedensbruch erklärt;",,,,,,,,,,
12,532,279,1231,"Schultheiß Schaller von Freiburg und Landnmmann Nagel von Appenzell-Außerrhoden wurden als Repräsentanten für den Kanton Schwyz ernannt, mit dem Auftrage, die getrennten Theile »ieder zu vereinigen.",,,,,,,,,,
12,532,279,1232,"In dem Schooße der Regierung von Luzern, und außerhalb demselben im Schutzvereine"" herrschte inzwischen große Aufregung.",,,,,,,,,,
12,532,279,1233,"Sie war bei gewissen Mitgliedern zu einem solchen Grade gestiegen, daß Regierungsrath Laurenz Baumann, als einmal ein Schiff mit Standen den See herunterkam, wähnte, die Länder"" kämen, und Lärm schlug;",,,,,,,,,,
12,532,279,1234,"Regierungsrath Felder von Schüpfheim rief einmal bei einer gespensterartigen Schilderung der drohenden Gefahren aus: Man kann sich auch zu Tod fürchten.",,,,,,,,,,
12,532,279,1235,""" Das Centralcommittee des Schutzvereins war Tag und Nacht auf den Füßen.",,,,,,,,,,
12,532,279,1236,"Es rief seine waffenfähigen Mitglieder zum Schutze ein.",,,,,,,,,,
12,532,279,1237,"Es kamen ein paar Hunderte, welche unter der Anführung von Herrn Mechaniker Joseph Mener an die Grenzen gegen Küßnacht zogen, jedoch bald wieder zurückkehrten, und, wie man sagt, sich nicht großer Gefahr aussetzten.",,,,,,,,,,
